Frame,Time,Rigid Body 1 X,Rigid Body 1 Y,Rigid Body 1 Z,Rigid Body 2 X,Rigid Body 2 Y,Rigid Body 2 Z,Rigid Body 3 X,Rigid Body 3 Y,Rigid Body 3 Z,Rigid Body 4 X,Rigid Body 4 Y,Rigid Body 4 Z
6771,56.425,0.022334,0.060769,0.150285,0.004714,0.062713,0.251939,0.027019,0.064775,0.028991,0.017881,0.065096,0.125675
6772,56.433333,0.022627,0.060834,0.150248,0.00418,0.062745,0.252756,0.027389,0.06465,0.028225,0.01753,0.065158,0.125188
6773,56.441667,0.022295,0.06082,0.150115,0.003961,0.062713,0.252866,0.027325,0.064722,0.028518,0.017686,0.064873,0.124992
6774,56.45,0.022177,0.06071,0.150262,0.004022,0.062643,0.251834,0.02711,0.064664,0.029153,0.017747,0.064753,0.12534
6775,56.458333,0.022339,0.060804,0.150269,0.00378,0.062777,0.251218,0.026968,0.06475,0.029712,0.017798,0.064952,0.125498
6776,56.466667,0.022429,0.060796,0.1503,0.003514,0.062777,0.251196,0.026925,0.064777,0.029782,0.017857,0.064842,0.12541
6777,56.475,0.022408,0.060777,0.150296,0.00358,0.062685,0.251201,0.026778,0.064706,0.029808,0.017974,0.06465,0.125339
6778,56.483333,0.022461,0.060742,0.150182,0.00364,0.062742,0.251245,0.026669,0.064828,0.029529,0.01803,0.064944,0.125545
6779,56.491667,0.022805,0.060744,0.150324,0.003191,0.062852,0.251937,0.027073,0.064684,0.028367,0.01764,0.065318,0.125591
6780,56.5,0.022722,0.060892,0.150122,0.002694,0.062856,0.252584,0.027177,0.064709,0.028258,0.017511,0.065121,0.124961
6781,56.508333,0.022436,0.060754,0.1502,0.002716,0.062699,0.251995,0.026972,0.064769,0.028722,0.017709,0.064844,0.125211
6782,56.516667,0.022539,0.060809,0.150208,0.002622,0.062601,0.251023,0.026812,0.064682,0.029402,0.01779,0.064937,0.125472
6783,56.525,0.022676,0.060784,0.150265,0.00218,0.062728,0.250827,0.02676,0.064829,0.029652,0.017816,0.064955,0.125446
6784,56.533333,0.022716,0.060766,0.150288,0.002039,0.062693,0.250818,0.026719,0.064723,0.029651,0.017978,0.064791,0.125372
6785,56.541667,0.022697,0.060749,0.150246,0.002152,0.062669,0.250747,0.026507,0.064778,0.029746,0.018077,0.064787,0.125391
6786,56.55,0.022878,0.060705,0.150266,0.001908,0.062741,0.2511,0.026722,0.064814,0.028853,0.01786,0.065047,0.125709
6787,56.558333,0.023095,0.060879,0.150255,0.00126,0.062762,0.251911,0.027074,0.064666,0.028056,0.017438,0.065282,0.125257
6788,56.566667,0.022755,0.060767,0.150119,0.001062,0.062703,0.251971,0.026966,0.064779,0.028403,0.017656,0.065089,0.125069
6789,56.575,0.022606,0.060738,0.150198,0.001176,0.062575,0.250915,0.026765,0.064731,0.028981,0.017787,0.064926,0.125405
6790,56.583333,0.022709,0.060758,0.150167,0.000889,0.062675,0.250362,0.0267,0.064783,0.029436,0.017774,0.065092,0.125476
6791,56.591667,0.022821,0.060754,0.15021,0.000669,0.062704,0.250295,0.026703,0.064787,0.029477,0.017848,0.064987,0.125357
6792,56.6,0.022883,0.060722,0.15019,0.00077,0.062579,0.250264,0.026569,0.064789,0.029595,0.018017,0.064786,0.125322
6793,56.608333,0.022952,0.060686,0.150095,0.000784,0.062645,0.250341,0.026466,0.064848,0.02932,0.018068,0.064971,0.125515
6794,56.616667,0.023308,0.060831,0.150241,0.000278,0.062744,0.250997,0.026893,0.06472,0.028132,0.017572,0.065157,0.125566
6795,56.625,0.023161,0.060905,0.150029,-0.000201,0.06279,0.251563,0.026996,0.064759,0.028057,0.017512,0.065265,0.124972
6796,56.633333,0.022797,0.060675,0.150127,-0.000121,0.06271,0.251016,0.026819,0.064779,0.028507,0.017752,0.06516,0.125206
6797,56.641667,0.022738,0.060706,0.150083,-0.000161,0.062681,0.250091,0.026704,0.064766,0.02913,0.017774,0.065053,0.125437
6798,56.65,0.02285,0.060703,0.150114,-0.000461,0.062729,0.249942,0.026667,0.064869,0.029311,0.017705,0.065103,0.125361
6799,56.658333,0.022934,0.060682,0.15011,-0.000451,0.062634,0.249952,0.026617,0.064767,0.029358,0.017852,0.06486,0.125261
6800,56.666667,0.022956,0.06065,0.150063,-0.000263,0.062631,0.2499,0.0264,0.064899,0.029473,0.017999,0.064832,0.125289
6801,56.675,0.02319,0.0607,0.150097,-0.000469,0.062742,0.250264,0.026605,0.064861,0.028543,0.017773,0.065097,0.12563
6802,56.683333,0.023391,0.060908,0.150051,-0.001028,0.062773,0.251002,0.026959,0.064766,0.027759,0.017352,0.065335,0.12517
6803,56.691667,0.023044,0.060845,0.149915,-0.001214,0.062777,0.251069,0.026866,0.064875,0.028073,0.01757,0.06529,0.124961
6804,56.7,0.022819,0.060723,0.150027,-0.001111,0.062664,0.250115,0.026712,0.064754,0.02864,0.017662,0.065086,0.125262
6805,56.708333,0.02284,0.060661,0.149976,-0.001389,0.0627,0.249591,0.026663,0.06482,0.02913,0.017639,0.065124,0.125366
6806,56.716667,0.022967,0.060723,0.150039,-0.001585,0.062645,0.249602,0.026667,0.064848,0.029199,0.017678,0.065085,0.125247
6807,56.725,0.023019,0.06066,0.150021,-0.001459,0.062547,0.249603,0.026515,0.064776,0.029311,0.017854,0.064882,0.125216
6808,56.733333,0.023092,0.060663,0.149905,-0.001447,0.062649,0.249638,0.026417,0.065014,0.029047,0.017885,0.064926,0.125436
6809,56.741667,0.023426,0.060798,0.15008,-0.00192,0.06271,0.250221,0.026832,0.064851,0.027857,0.017392,0.065217,0.125499
6810,56.75,0.02328,0.061059,0.149848,-0.002418,0.06276,0.250718,0.026906,0.06484,0.02777,0.01732,0.065365,0.124864
6811,56.758333,0.022975,0.060803,0.149922,-0.002381,0.062613,0.250136,0.026736,0.064851,0.028189,0.017548,0.06529,0.12506
6812,56.766667,0.022894,0.060674,0.149848,-0.002443,0.062543,0.249232,0.026649,0.064821,0.028793,0.017588,0.065085,0.125273
6813,56.775,0.023,0.060693,0.14991,-0.002734,0.062594,0.249133,0.026633,0.064888,0.029027,0.017575,0.065158,0.12523
6814,56.783333,0.023064,0.060744,0.149919,-0.002722,0.062508,0.249229,0.026592,0.064865,0.02909,0.017682,0.065033,0.125138
6815,56.791667,0.02309,0.060688,0.149875,-0.00257,0.062534,0.249182,0.02636,0.064959,0.029211,0.017818,0.065011,0.125187
6816,56.8,0.023301,0.060701,0.149917,-0.002759,0.062628,0.249464,0.02653,0.064941,0.028323,0.017618,0.0652,0.125546
6817,56.808333,0.023475,0.061035,0.1499,-0.003318,0.062695,0.250146,0.026886,0.064854,0.02753,0.017131,0.065332,0.125091
6818,56.816667,0.023155,0.061019,0.149763,-0.003451,0.062663,0.250165,0.026768,0.064895,0.027799,0.017346,0.065424,0.124845
6819,56.825,0.022961,0.060782,0.149816,-0.003209,0.062454,0.249241,0.026584,0.064838,0.028331,0.017458,0.065225,0.125118
6820,56.833333,0.023036,0.060687,0.149713,-0.003364,0.06258,0.248769,0.02656,0.064906,0.028834,0.017501,0.065158,0.125218
6821,56.841667,0.023163,0.060791,0.14981,-0.003492,0.062488,0.248883,0.026564,0.064949,0.028916,0.017539,0.065129,0.125097
6822,56.85,0.023206,0.060765,0.149818,-0.003373,0.062341,0.248961,0.026402,0.064906,0.029016,0.017674,0.064953,0.125084
6823,56.858333,0.023262,0.060702,0.149719,-0.003361,0.062465,0.248967,0.026276,0.065038,0.028788,0.017741,0.065054,0.125339
6824,56.866667,0.02356,0.060882,0.14991,-0.003831,0.062617,0.249458,0.026681,0.064924,0.027615,0.01724,0.065293,0.125415
6825,56.875,0.0234,0.061178,0.149693,-0.004266,0.06263,0.24995,0.026776,0.064962,0.027505,0.017111,0.065505,0.12474
6826,56.883333,0.023092,0.060957,0.149724,-0.004108,0.062586,0.249392,0.026618,0.064956,0.027874,0.017308,0.065431,0.124919
6827,56.891667,0.022998,0.060782,0.149615,-0.00404,0.062361,0.248611,0.026482,0.064819,0.028462,0.017359,0.065209,0.125115
6828,56.9,0.02314,0.060775,0.149659,-0.004298,0.062251,0.248554,0.026471,0.064996,0.028751,0.01739,0.065204,0.125084
6829,56.908333,0.023236,0.060856,0.149681,-0.004336,0.062183,0.248606,0.026396,0.06494,0.028796,0.017511,0.065154,0.124988
6830,56.916667,0.023269,0.060788,0.149637,-0.004215,0.062236,0.248505,0.026145,0.064956,0.028891,0.017658,0.065122,0.125036
6831,56.925,0.023475,0.060807,0.14969,-0.004451,0.062331,0.24879,0.026303,0.065019,0.028029,0.017466,0.065255,0.125427
6832,56.933333,0.023607,0.061148,0.149711,-0.005016,0.062472,0.249343,0.026627,0.064863,0.02723,0.016983,0.065471,0.124972
6833,56.941667,0.023285,0.061195,0.149555,-0.005154,0.062608,0.249291,0.026546,0.064967,0.027475,0.017125,0.065587,0.124641
6834,56.95,0.023111,0.060931,0.149557,-0.004935,0.06242,0.248438,0.026373,0.064899,0.02796,0.017232,0.065368,0.124895
6835,56.958333,0.023109,0.060818,0.149407,-0.005117,0.062267,0.24806,0.026279,0.064917,0.028396,0.017262,0.065256,0.124977
6836,56.966667,0.023218,0.060872,0.149514,-0.005283,0.062145,0.248104,0.02626,0.064982,0.028519,0.017305,0.065199,0.124883
6837,56.975,0.023277,0.060951,0.149503,-0.00518,0.062128,0.248102,0.026075,0.064927,0.02863,0.017432,0.065216,0.124836
6838,56.983333,0.023347,0.060878,0.14941,-0.005122,0.062263,0.24814,0.025931,0.065033,0.028422,0.017505,0.065308,0.125101
6839,56.991667,0.023651,0.061048,0.149638,-0.005483,0.062383,0.248655,0.026293,0.064952,0.027259,0.017089,0.06556,0.125253
6840,57,0.023539,0.061292,0.149431,-0.00587,0.062462,0.249108,0.026373,0.064948,0.027157,0.016944,0.065643,0.124538
6841,57.008333,0.023289,0.061141,0.14945,-0.0057,0.062363,0.248574,0.026249,0.064943,0.027421,0.017134,0.065586,0.124669
6842,57.016667,0.023263,0.060926,0.149289,-0.005706,0.062156,0.247867,0.026159,0.064969,0.028001,0.017255,0.065373,0.124835
6843,57.025,0.023318,0.060893,0.149325,-0.005921,0.062073,0.247779,0.026198,0.064952,0.028276,0.01732,0.065312,0.124818
6844,57.033333,0.023348,0.060977,0.149382,-0.0059,0.062057,0.247889,0.026162,0.064889,0.028395,0.017371,0.065277,0.124746
6845,57.041667,0.023356,0.060923,0.149338,-0.005716,0.062126,0.247878,0.025956,0.064976,0.028551,0.017466,0.065227,0.124803
6846,57.05,0.023557,0.060941,0.149423,-0.005839,0.062226,0.248167,0.026081,0.06501,0.027703,0.017302,0.065397,0.125245
6847,57.058333,0.023734,0.061211,0.149517,-0.006291,0.062308,0.248778,0.026354,0.064866,0.02695,0.016887,0.065549,0.124833
6848,57.066667,0.023516,0.061276,0.149305,-0.00637,0.062298,0.248783,0.026291,0.064925,0.027137,0.017043,0.065656,0.124485
6849,57.075,0.023378,0.061011,0.149283,-0.006148,0.062257,0.247901,0.026134,0.064947,0.027588,0.017179,0.065469,0.124703
6850,57.083333,0.023386,0.060944,0.149148,-0.006306,0.062167,0.247532,0.026131,0.065015,0.028019,0.017291,0.065356,0.124758
6851,57.091667,0.023423,0.060975,0.149289,-0.006407,0.062168,0.247611,0.026152,0.064957,0.028168,0.017322,0.065337,0.124679
6852,57.1,0.023411,0.060961,0.149278,-0.006299,0.062167,0.247719,0.025943,0.064953,0.028306,0.017366,0.065183,0.124676
6853,57.108333,0.023446,0.060873,0.149259,-0.006234,0.062269,0.24778,0.025763,0.065028,0.028117,0.017406,0.06538,0.124982
6854,57.116667,0.023737,0.061094,0.149548,-0.006585,0.0623,0.248303,0.026082,0.064958,0.027009,0.016975,0.065638,0.125172
6855,57.125,0.02364,0.061325,0.149363,-0.006989,0.062355,0.248741,0.026144,0.06494,0.026938,0.01679,0.065721,0.124479
6856,57.133333,0.023447,0.061239,0.149282,-0.006792,0.062163,0.248189,0.026028,0.064964,0.027211,0.017007,0.065623,0.124618
6857,57.141667,0.023466,0.061037,0.149117,-0.006756,0.062172,0.247415,0.025949,0.06499,0.027777,0.017154,0.065437,0.12474
6858,57.15,0.023527,0.061021,0.149197,-0.006917,0.062196,0.247307,0.026044,0.065003,0.027971,0.017296,0.065399,0.124696
6859,57.158333,0.023546,0.061069,0.149213,-0.006911,0.062144,0.247466,0.025996,0.064955,0.028107,0.017369,0.065335,0.124633
6860,57.166667,0.023546,0.060996,0.149213,-0.006786,0.062143,0.247498,0.02575,0.064994,0.028237,0.017409,0.065195,0.124705
6861,57.175,0.023705,0.061045,0.149357,-0.006949,0.062172,0.247803,0.02584,0.065,0.027438,0.017194,0.065493,0.125186
6862,57.183333,0.023849,0.06129,0.149478,-0.007403,0.06222,0.248409,0.02606,0.064935,0.02679,0.016751,0.065734,0.124803
6863,57.191667,0.023592,0.061371,0.149304,-0.007452,0.062179,0.248367,0.02595,0.064982,0.026982,0.016824,0.065688,0.124486
6864,57.2,0.023494,0.061175,0.149199,-0.007208,0.062042,0.247534,0.025794,0.065031,0.027445,0.016996,0.065559,0.124719
6865,57.208333,0.023559,0.061079,0.1491,-0.00734,0.062083,0.247183,0.025833,0.065042,0.027803,0.017152,0.065434,0.124747
6866,57.216667,0.02364,0.061131,0.149214,-0.007455,0.062032,0.247271,0.025902,0.064986,0.027931,0.017289,0.065417,0.124672
6867,57.225,0.023691,0.061069,0.149242,-0.007402,0.061974,0.24738,0.025749,0.064993,0.028103,0.017412,0.065308,0.124676
6868,57.233333,0.023732,0.061067,0.149194,-0.007391,0.062058,0.247425,0.02561,0.065045,0.027973,0.017415,0.065361,0.124992
6869,57.241667,0.024029,0.061258,0.149559,-0.007767,0.062091,0.24788,0.025929,0.064975,0.026912,0.016946,0.065602,0.125226
6870,57.25,0.023796,0.061432,0.149453,-0.008124,0.062188,0.248231,0.025967,0.064969,0.026921,0.016725,0.065718,0.124585
6871,57.258333,0.023576,0.061328,0.149378,-0.007833,0.062089,0.247715,0.025805,0.065031,0.027225,0.016892,0.065638,0.124753
6872,57.266667,0.023645,0.061155,0.149137,-0.007749,0.06214,0.247048,0.025719,0.06506,0.027753,0.017052,0.06548,0.124876
6873,57.275,0.023783,0.06114,0.149218,-0.007872,0.062187,0.246972,0.025818,0.065023,0.027891,0.017243,0.065427,0.124822
6874,57.283333,0.023885,0.061167,0.149287,-0.00784,0.062166,0.247104,0.025755,0.064993,0.028048,0.017419,0.065359,0.124747
6875,57.291667,0.023922,0.061108,0.149268,-0.007733,0.062119,0.2472,0.025542,0.065037,0.0282,0.017517,0.065292,0.12484
6876,57.3,0.024085,0.061146,0.149409,-0.007922,0.062119,0.247484,0.02566,0.065034,0.02743,0.017307,0.065489,0.125317
6877,57.308333,0.024143,0.061426,0.149624,-0.008392,0.062271,0.247936,0.025921,0.064954,0.026802,0.016785,0.065665,0.124981
6878,57.316667,0.023798,0.061524,0.14944,-0.008371,0.062247,0.247891,0.025822,0.065016,0.027067,0.016831,0.065816,0.124667
6879,57.325,0.023688,0.06126,0.14932,-0.008118,0.062131,0.247212,0.025671,0.065075,0.027526,0.016908,0.065575,0.124903
6880,57.333333,0.023825,0.061168,0.149147,-0.008229,0.062233,0.246858,0.025701,0.065073,0.027809,0.017082,0.065452,0.124906
6881,57.341667,0.023974,0.061208,0.149297,-0.00827,0.062212,0.246911,0.025723,0.065012,0.027912,0.017312,0.065437,0.124802
6882,57.35,0.024033,0.061201,0.149312,-0.008164,0.062144,0.247026,0.025569,0.065018,0.028088,0.017507,0.06533,0.124809
6883,57.358333,0.02413,0.061147,0.149252,-0.008129,0.062184,0.247158,0.025439,0.065074,0.027959,0.017543,0.065431,0.125134
6884,57.366667,0.024382,0.06134,0.1496,-0.008473,0.062217,0.247579,0.025773,0.064999,0.026878,0.017058,0.065678,0.125365
6885,57.375,0.024072,0.061564,0.149515,-0.008731,0.062168,0.24798,0.025857,0.06498,0.026904,0.0168,0.065833,0.124711
6886,57.383333,0.023846,0.061434,0.149395,-0.00853,0.062123,0.247599,0.025718,0.065053,0.027214,0.016871,0.065806,0.124819
6887,57.391667,0.023768,0.061216,0.149198,-0.008496,0.062094,0.246997,0.025638,0.065078,0.027665,0.016949,0.0655,0.124931
6888,57.4,0.023898,0.061205,0.14924,-0.008603,0.062324,0.246776,0.025722,0.065044,0.02777,0.017115,0.065479,0.12485
6889,57.408333,0.024025,0.061286,0.149284,-0.008619,0.062075,0.246934,0.025666,0.065013,0.027926,0.017334,0.065429,0.12477
6890,57.416667,0.024119,0.061216,0.149234,-0.008494,0.062055,0.246993,0.025463,0.065062,0.028098,0.017479,0.065338,0.124864
6891,57.425,0.02434,0.061208,0.149381,-0.008658,0.062128,0.247253,0.025614,0.065037,0.027306,0.017322,0.065495,0.125346
6892,57.433333,0.024277,0.061419,0.149497,-0.008934,0.062106,0.247708,0.025759,0.064954,0.027102,0.016939,0.065722,0.124801
6893,57.441667,0.023997,0.061473,0.149377,-0.008769,0.06206,0.247746,0.025662,0.065022,0.027297,0.017056,0.065683,0.124776
6894,57.45,0.023845,0.061172,0.149287,-0.008578,0.062018,0.247229,0.025472,0.065034,0.027786,0.017158,0.065409,0.124914
6895,57.458333,0.023954,0.061133,0.149253,-0.008658,0.062262,0.246905,0.025446,0.065029,0.027976,0.017273,0.065351,0.124918
6896,57.466667,0.024066,0.061227,0.149321,-0.008695,0.062031,0.246985,0.025378,0.065002,0.028136,0.017435,0.065331,0.124831
6897,57.475,0.024122,0.061179,0.14931,-0.008553,0.061977,0.246992,0.02513,0.065024,0.028329,0.01755,0.065241,0.124857
6898,57.483333,0.024101,0.061123,0.149254,-0.008444,0.062051,0.246987,0.024872,0.065054,0.028431,0.017599,0.065217,0.124992
6899,57.491667,0.02426,0.061162,0.149327,-0.008571,0.062044,0.247335,0.02486,0.065003,0.027974,0.017445,0.065348,0.125042
6900,57.5,0.024149,0.061297,0.149355,-0.008551,0.062069,0.247656,0.024716,0.064992,0.028035,0.017405,0.0653,0.124748
6901,57.508333,0.02399,0.061126,0.149381,-0.008276,0.062017,0.247587,0.024454,0.065011,0.028339,0.017588,0.06519,0.124887
6902,57.516667,0.02402,0.060997,0.149317,-0.008256,0.062028,0.247419,0.024249,0.064978,0.028637,0.017662,0.065067,0.124965
6903,57.525,0.024121,0.061088,0.149421,-0.008249,0.06203,0.247329,0.024064,0.064967,0.02878,0.017767,0.065052,0.124954
6904,57.533333,0.024111,0.061068,0.149455,-0.008153,0.061946,0.247284,0.02381,0.064951,0.028931,0.017921,0.06502,0.124934
6905,57.541667,0.024134,0.061014,0.149444,-0.008014,0.061929,0.247197,0.023474,0.06495,0.029038,0.017966,0.064945,0.124974
6906,57.55,0.024268,0.061041,0.14929,-0.008076,0.061978,0.247344,0.023312,0.064958,0.02872,0.017977,0.065095,0.125074
6907,57.558333,0.024364,0.061118,0.149335,-0.008226,0.061914,0.247752,0.023234,0.064876,0.028321,0.01782,0.065081,0.124772
6908,57.566667,0.024057,0.061038,0.149337,-0.007978,0.061865,0.247923,0.022933,0.064879,0.028491,0.01802,0.064969,0.12474
6909,57.575,0.024062,0.060942,0.149286,-0.007684,0.061923,0.247758,0.022534,0.064875,0.028838,0.018113,0.064774,0.124878
6910,57.583333,0.024177,0.060956,0.149325,-0.007556,0.061943,0.247747,0.022241,0.064882,0.028973,0.018193,0.06486,0.124873
6911,57.591667,0.024193,0.06094,0.149401,-0.007353,0.061957,0.247766,0.021957,0.064887,0.029132,0.018308,0.064718,0.124835
6912,57.6,0.02415,0.060887,0.149422,-0.007081,0.061935,0.24775,0.021644,0.064876,0.029213,0.018344,0.064645,0.12485
6913,57.608333,0.024125,0.060894,0.149304,-0.006873,0.061974,0.247735,0.021469,0.064855,0.029226,0.018324,0.064676,0.124907
6914,57.616667,0.024321,0.060947,0.149206,-0.007044,0.06194,0.248206,0.021548,0.064805,0.028742,0.018257,0.064896,0.124879
6915,57.625,0.024295,0.06099,0.149283,-0.007032,0.061991,0.248615,0.021579,0.064771,0.028682,0.018357,0.064745,0.124565
6916,57.633333,0.024124,0.060833,0.149348,-0.006592,0.061914,0.24861,0.021459,0.064797,0.029007,0.018612,0.064618,0.124725
6917,57.641667,0.02412,0.060765,0.14933,-0.006281,0.061953,0.248524,0.021436,0.064916,0.02939,0.018713,0.064559,0.124818
6918,57.65,0.024097,0.060824,0.14942,-0.006017,0.062097,0.248508,0.02154,0.06489,0.029571,0.018784,0.064524,0.124813
6919,57.658333,0.024002,0.060777,0.149446,-0.005806,0.06197,0.24862,0.021561,0.064832,0.029649,0.018845,0.064447,0.124779
6920,57.666667,0.023959,0.060751,0.14945,-0.005579,0.06195,0.248539,0.021479,0.06485,0.029741,0.018858,0.064393,0.124798
6921,57.675,0.024051,0.060743,0.149253,-0.005607,0.061994,0.248712,0.021482,0.064887,0.02949,0.018881,0.064566,0.12492
6922,57.683333,0.024276,0.060786,0.149265,-0.005747,0.062073,0.249297,0.021532,0.064839,0.029144,0.018848,0.064649,0.124594
6923,57.691667,0.024137,0.060844,0.149369,-0.005477,0.062083,0.249574,0.021412,0.064891,0.029226,0.019104,0.064545,0.124565
6924,57.7,0.024008,0.060695,0.149399,-0.005003,0.062221,0.249342,0.021244,0.064871,0.02973,0.019279,0.064462,0.124769
6925,57.708333,0.023901,0.060686,0.149499,-0.004677,0.062227,0.249284,0.021284,0.064916,0.029984,0.019273,0.064269,0.124883
6926,57.716667,0.023888,0.060721,0.149555,-0.004348,0.062278,0.249414,0.021436,0.064895,0.030114,0.019323,0.064219,0.124852
6927,57.725,0.023929,0.060687,0.149576,-0.003923,0.062353,0.249484,0.02148,0.064842,0.030187,0.019424,0.064158,0.124835
6928,57.733333,0.023957,0.06069,0.149439,-0.003563,0.062307,0.24948,0.021468,0.06482,0.030202,0.019539,0.06422,0.124896
6929,57.741667,0.024237,0.060707,0.149297,-0.003587,0.062241,0.250054,0.021562,0.064882,0.029662,0.019539,0.064399,0.124825
6930,57.75,0.02433,0.060825,0.149343,-0.003564,0.062375,0.250653,0.021555,0.064936,0.029491,0.019726,0.064443,0.124496
6931,57.758333,0.024242,0.060814,0.149485,-0.003036,0.062376,0.250612,0.021386,0.064928,0.029794,0.020064,0.064372,0.124654
6932,57.766667,0.024156,0.060732,0.14952,-0.002585,0.062517,0.250347,0.021328,0.064817,0.030211,0.020164,0.0643,0.124887
6933,57.775,0.024073,0.060749,0.149632,-0.002115,0.062422,0.250404,0.02141,0.064804,0.030328,0.020177,0.064225,0.124952
6934,57.783333,0.024067,0.060729,0.149655,-0.001678,0.062519,0.25058,0.021423,0.064849,0.030418,0.020299,0.064163,0.124922
6935,57.791667,0.024161,0.060727,0.149686,-0.001114,0.062486,0.250616,0.021374,0.064815,0.030493,0.02041,0.06412,0.124927
6936,57.8,0.024348,0.060735,0.149432,-0.000867,0.062481,0.250857,0.021351,0.064776,0.030178,0.020498,0.064242,0.125
6937,57.808333,0.024634,0.060699,0.149373,-0.000858,0.062589,0.25157,0.021372,0.064812,0.029731,0.020533,0.064337,0.124619
6938,57.816667,0.024578,0.060845,0.14951,-0.000455,0.062628,0.251923,0.021275,0.064944,0.029745,0.020891,0.064334,0.124557
6939,57.825,0.024559,0.060796,0.149586,0.000206,0.062587,0.251726,0.021141,0.064923,0.030221,0.021094,0.064267,0.124771
6940,57.833333,0.024454,0.060795,0.149658,0.000834,0.062577,0.251632,0.021092,0.064752,0.03039,0.02107,0.064206,0.124982
6941,57.841667,0.024327,0.060828,0.149728,0.001462,0.062507,0.251825,0.020952,0.064715,0.030428,0.021078,0.064124,0.124981
6942,57.85,0.024349,0.060723,0.149777,0.002186,0.062455,0.252058,0.020709,0.064797,0.030511,0.021125,0.064084,0.124945
6943,57.858333,0.024453,0.060823,0.149646,0.002782,0.062528,0.252085,0.020515,0.064879,0.030557,0.021115,0.064134,0.124995
6944,57.866667,0.024689,0.060839,0.14945,0.00286,0.062531,0.252651,0.020435,0.064899,0.029987,0.021044,0.064322,0.124918
6945,57.875,0.024771,0.060824,0.149507,0.003065,0.062595,0.253311,0.020336,0.064798,0.029667,0.021245,0.064224,0.124524
6946,57.883333,0.024652,0.060818,0.149684,0.003665,0.062546,0.253229,0.020133,0.064898,0.02994,0.021605,0.064148,0.12467
6947,57.891667,0.024621,0.060816,0.149705,0.004307,0.06256,0.252858,0.020056,0.064923,0.03045,0.021621,0.064064,0.12491
6948,57.9,0.024467,0.060853,0.149791,0.004799,0.062583,0.252709,0.020071,0.064899,0.030604,0.02152,0.064079,0.125048
6949,57.908333,0.024365,0.060815,0.149836,0.005169,0.062598,0.252812,0.019967,0.064938,0.030643,0.021503,0.064006,0.125029
6950,57.916667,0.024366,0.060773,0.14988,0.005527,0.062579,0.252745,0.019814,0.064924,0.030704,0.021478,0.063968,0.12503
6951,57.925,0.024442,0.060852,0.149625,0.005519,0.062642,0.252888,0.019753,0.064873,0.030384,0.021429,0.064165,0.125148
6952,57.933333,0.024613,0.060878,0.149566,0.005245,0.062619,0.253585,0.019685,0.064782,0.029821,0.021387,0.064204,0.124735
6953,57.941667,0.024515,0.060888,0.149741,0.005382,0.062665,0.253827,0.019527,0.064848,0.029768,0.021702,0.064169,0.124683
6954,57.95,0.02441,0.060855,0.149852,0.00582,0.062654,0.253292,0.019418,0.064923,0.030353,0.021852,0.064044,0.124894
6955,57.958333,0.024208,0.06091,0.149885,0.006196,0.06266,0.252848,0.019438,0.064964,0.030745,0.021686,0.064033,0.125165
6956,57.966667,0.023999,0.060951,0.149953,0.006456,0.062638,0.252867,0.019406,0.065034,0.030833,0.021547,0.063982,0.125179
6957,57.975,0.023958,0.060884,0.150062,0.006737,0.06261,0.25295,0.019297,0.065063,0.030876,0.021513,0.063931,0.125176
6958,57.983333,0.024025,0.06087,0.149972,0.006996,0.062645,0.25285,0.01924,0.064994,0.030897,0.021479,0.063983,0.125289
6959,57.991667,0.024178,0.060922,0.149807,0.006774,0.062676,0.253441,0.019318,0.064936,0.03031,0.021394,0.064163,0.125228
6960,58,0.024202,0.060966,0.149856,0.006743,0.062738,0.25411,0.019263,0.064893,0.029939,0.021617,0.064065,0.124819
6961,58.008333,0.0241,0.060942,0.150054,0.007288,0.062739,0.253914,0.019113,0.06492,0.030156,0.021962,0.064031,0.124933
6962,58.016667,0.023964,0.06098,0.150062,0.00791,0.062736,0.25326,0.019143,0.064933,0.030729,0.021934,0.064019,0.125187
6963,58.025,0.023708,0.061086,0.150088,0.008339,0.06282,0.253062,0.019266,0.06507,0.031024,0.021669,0.064009,0.12531
6964,58.033333,0.023561,0.06103,0.150199,0.008603,0.062756,0.253205,0.019277,0.065163,0.031048,0.021565,0.063939,0.125303
6965,58.041667,0.023514,0.06093,0.150293,0.008965,0.062704,0.253226,0.019219,0.065075,0.031122,0.021464,0.063881,0.12536
6966,58.05,0.023594,0.060995,0.150087,0.009095,0.062785,0.253488,0.019299,0.064961,0.030818,0.021396,0.064005,0.125504
6967,58.058333,0.023707,0.06107,0.150064,0.009003,0.062827,0.254316,0.019351,0.064903,0.030283,0.021399,0.064134,0.125182
6968,58.066667,0.02358,0.061055,0.150281,0.009384,0.062895,0.254564,0.019206,0.064945,0.030185,0.021806,0.064007,0.125087
6969,58.075,0.023589,0.061034,0.150353,0.010082,0.062808,0.25396,0.019126,0.064941,0.030746,0.021906,0.06394,0.125347
6970,58.083333,0.023539,0.061154,0.150383,0.010668,0.062871,0.253489,0.019296,0.065022,0.031229,0.021718,0.063965,0.125571
6971,58.091667,0.023381,0.061128,0.150501,0.011021,0.062872,0.253531,0.019329,0.065159,0.031405,0.021647,0.063926,0.125593
6972,58.1,0.023343,0.060996,0.15059,0.011399,0.06277,0.25365,0.019229,0.065164,0.03138,0.021631,0.063798,0.125562
