Format Version,1.21,Take Name,circular_inextensible_tsample_0pt5s_dutycycle35_000,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-09 11.51.49.565 AM,Total Frames in Take,21975,Total Exported Frames,21975,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:2599,Unlabeled:2599,Unlabeled:2599,Unlabeled:2604,Unlabeled:2604,Unlabeled:2604,Unlabeled:2626,Unlabeled:2626,Unlabeled:2626,Unlabeled:2637,Unlabeled:2637,Unlabeled:2637,Unlabeled:2638,Unlabeled:2638,Unlabeled:2638,Unlabeled:2641,Unlabeled:2641,Unlabeled:2641,Unlabeled:2627,Unlabeled:2627,Unlabeled:2627,Unlabeled:2644,Unlabeled:2644,Unlabeled:2644
,,"8392B20CF49E3570A27","8392B20CF49E3570A27","8392B20CF49E3570A27","8392B20CF49E3570A2C","8392B20CF49E3570A2C","8392B20CF49E3570A2C","8392B20CF49E3570A42","8392B20CF49E3570A42","8392B20CF49E3570A42","8392B20CF49E3570A4D","8392B20CF49E3570A4D","8392B20CF49E3570A4D","8392B20CF49E3570A4E","8392B20CF49E3570A4E","8392B20CF49E3570A4E","8392B20CF49E3570A51","8392B20CF49E3570A51","8392B20CF49E3570A51","8392B20CF49E3570A43","8392B20CF49E3570A43","8392B20CF49E3570A43","8392B20CF49E3570A54","8392B20CF49E3570A54","8392B20CF49E3570A54"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3076,25.633333,0.140795,0.071611,0.148859,0.188004,0.068080,0.314776,0.169102,0.072285,0.219386,0.161442,0.071436,0.206225,0.185299,0.069724,0.265631,0.193092,0.072152,0.132017,,,,,,
3077,25.641667,0.140909,0.071543,0.148717,0.188295,0.068071,0.314687,0.169089,0.072268,0.219393,0.161517,0.071405,0.206134,0.184989,0.069680,0.265632,0.193227,0.072184,0.132304,,,,,,
3078,25.650000,0.140976,0.071492,0.148728,0.188457,0.068007,0.314505,0.168991,0.072180,0.219294,0.161456,0.071302,0.206035,0.184773,0.069675,0.265520,0.193296,0.072033,0.132774,,,,,,
3079,25.658333,0.141044,0.071488,0.148775,0.188667,0.068009,0.314334,0.168787,0.072246,0.219352,0.161210,0.071400,0.206112,0.184760,0.069581,0.265450,0.193383,0.072134,0.133171,,,,,,
3080,25.666667,0.140846,0.071416,0.148399,0.189017,0.068047,0.314562,0.168603,0.072319,0.219386,0.161066,0.071480,0.206140,0.184831,0.069685,0.265570,0.193595,0.072146,0.133294,,,,,,
3081,25.675000,0.140985,0.071366,0.148306,0.189328,0.068107,0.314425,0.168609,0.072304,0.219373,0.161157,0.071441,0.206035,0.184553,0.069629,0.265592,0.193690,0.072186,0.133547,,,,,,
3082,25.683333,0.141062,0.071362,0.148366,0.189440,0.068065,0.314237,0.168530,0.072190,0.219261,0.161099,0.071324,0.205941,0.184359,0.069627,0.265488,0.193797,0.072371,0.133878,,,,,,
3083,25.691667,0.141122,0.071390,0.148457,0.189554,0.067993,0.314078,0.168309,0.072248,0.219314,0.160845,0.071402,0.206002,0.184328,0.069573,0.265389,0.193857,0.072434,0.134236,,,,,,
3084,25.700000,0.140964,0.071439,0.148256,0.189845,0.068009,0.314320,0.168117,0.072346,0.219362,0.160690,0.071510,0.206048,0.184323,0.069663,0.265522,0.194063,0.072464,0.134353,,,,,,
3085,25.708333,0.141116,0.071386,0.148142,0.190123,0.068047,0.314188,0.168104,0.072327,0.219363,0.160707,0.071499,0.205953,0.184009,0.069626,0.265592,0.194178,0.072497,0.134611,,,,,,
3086,25.716667,0.141180,0.071346,0.148155,0.190245,0.068017,0.314013,0.168070,0.072031,0.219236,0.160661,0.071373,0.205872,0.183820,0.069611,0.265475,0.194233,0.072349,0.135061,,,,,,
3087,25.725000,0.141231,0.071358,0.148243,0.190384,0.067984,0.313863,0.167842,0.072260,0.219321,0.160497,0.071421,0.205940,0.183797,0.069577,0.265319,0.194330,0.072627,0.135449,,,,,,
3088,25.733333,0.141071,0.071401,0.148009,0.190716,0.067985,0.314079,0.167675,0.072352,0.219351,0.160362,0.071513,0.205970,0.183836,0.069660,0.265451,0.194515,0.072646,0.135583,,,,,,
3089,25.741667,0.141237,0.071354,0.147903,0.191032,0.068043,0.313948,0.167659,0.072330,0.219354,0.160440,0.071454,0.205883,0.183566,0.069600,0.265547,0.194591,0.072658,0.135806,,,,,,
3090,25.750000,0.141292,0.071341,0.147935,0.191203,0.068027,0.313737,0.167606,0.072202,0.219242,0.160389,0.071292,0.205777,0.183391,0.069586,0.265436,0.194645,0.072667,0.136161,,,,,,
3091,25.758333,0.141313,0.071301,0.147841,0.191342,0.068020,0.313552,0.167397,0.072258,0.219295,0.160151,0.071425,0.205863,0.183434,0.069510,0.265294,0.194709,0.072840,0.136396,,,,,,
3092,25.766667,0.141163,0.071329,0.147559,0.191653,0.068044,0.313783,0.167282,0.072138,0.219285,0.160000,0.071459,0.205868,0.183475,0.069594,0.265415,0.194912,0.072854,0.136495,,,,,,
3093,25.775000,0.141332,0.071277,0.147442,0.191906,0.068065,0.313651,0.167281,0.072111,0.219270,0.160092,0.071397,0.205764,0.183132,0.069568,0.265506,0.194993,0.072844,0.136693,,,,,,
3094,25.783333,0.141404,0.071244,0.147451,0.192001,0.068006,0.313449,0.167179,0.072189,0.219186,0.160046,0.071296,0.205679,0.182935,0.069533,0.265385,0.195011,0.072758,0.137128,,,,,,
3095,25.791667,0.141458,0.071246,0.147504,0.192105,0.067979,0.313264,0.166995,0.072039,0.219217,0.159784,0.071359,0.205732,0.182949,0.069473,0.265241,0.195078,0.072824,0.137414,,,,,,
3096,25.800000,0.141323,0.071264,0.147231,0.192418,0.067999,0.313481,0.166811,0.072136,0.219240,0.159637,0.071451,0.205745,0.182994,0.069562,0.265361,0.195330,0.072944,0.137451,,,,,,
3097,25.808333,0.141467,0.071150,0.146994,0.192662,0.068046,0.313313,0.166765,0.072107,0.219232,0.159698,0.071376,0.205646,0.182638,0.069533,0.265433,0.195346,0.072826,0.137688,,,,,,
3098,25.816667,0.141545,0.071183,0.147123,0.192697,0.067976,0.313136,0.166679,0.072033,0.219134,0.159625,0.071303,0.205562,0.182473,0.069515,0.265323,0.195389,0.072848,0.138080,,,,,,
3099,25.825000,0.141569,0.071135,0.147063,0.192733,0.067954,0.312962,0.166444,0.072089,0.219186,0.159295,0.071433,0.205616,0.182479,0.069440,0.265187,0.195433,0.072889,0.138381,,,,,,
3100,25.833333,0.141448,0.071162,0.146828,0.193012,0.067959,0.313193,0.166236,0.072337,0.219191,0.159157,0.071491,0.205606,0.182490,0.069560,0.265311,0.195643,0.072894,0.138471,,,,,,
3101,25.841667,0.141659,0.071109,0.146721,0.193323,0.068007,0.313087,0.166176,0.072321,0.219133,0.159267,0.071382,0.205471,0.182066,0.069603,0.265417,0.195689,0.072848,0.138666,,,,,,
3102,25.850000,0.141720,0.071083,0.146764,0.193487,0.067966,0.312888,0.166028,0.072262,0.219082,0.159144,0.071329,0.205423,0.181746,0.069586,0.265361,0.195713,0.072883,0.138975,,,,,,
3103,25.858333,0.141780,0.071095,0.146863,0.193677,0.067934,0.312703,0.165654,0.072341,0.219173,0.158754,0.071434,0.205493,0.181638,0.069519,0.265267,0.195722,0.072913,0.139170,,,,,,
3104,25.866667,0.141626,0.071133,0.146622,0.194159,0.067935,0.312910,0.165322,0.072442,0.219142,0.158499,0.071537,0.205477,0.181584,0.069680,0.265439,0.195921,0.073040,0.139150,,,,,,
3105,25.875000,0.141829,0.071085,0.146558,0.194633,0.068013,0.312780,0.165132,0.072473,0.219136,0.158458,0.071490,0.205365,0.181000,0.069769,0.265641,0.195914,0.072993,0.139192,,,,,,
3106,25.883333,0.141894,0.071050,0.146633,0.194944,0.067973,0.312511,0.164907,0.072236,0.219112,0.158274,0.071450,0.205345,0.180517,0.069743,0.265655,0.195909,0.073031,0.139341,,,,,,
3107,25.891667,0.141945,0.071054,0.146684,0.195073,0.067891,0.312311,0.164426,0.072323,0.219240,0.157829,0.071538,0.205428,0.180363,0.069622,0.265617,0.195904,0.073029,0.139431,,,,,,
3108,25.900000,0.141786,0.071079,0.146375,0.195414,0.067865,0.312537,0.164036,0.072595,0.219242,0.157465,0.071678,0.205394,0.180300,0.069763,0.265801,0.196053,0.073024,0.139444,,,,,,
3109,25.908333,0.141970,0.071036,0.146318,0.195766,0.067885,0.312400,0.163825,0.072620,0.219247,0.157387,0.071629,0.205311,0.179640,0.069834,0.265974,0.196033,0.072993,0.139481,,,,,,
3110,25.916667,0.142024,0.070992,0.146426,0.196014,0.067830,0.312124,0.163601,0.072385,0.219255,0.157228,0.071589,0.205322,0.179093,0.069776,0.266031,0.196029,0.073036,0.139627,,,,,,
3111,25.925000,0.142098,0.070985,0.146497,0.196181,0.067778,0.311902,0.163128,0.072579,0.219433,0.156855,0.071604,0.205432,0.178892,0.069649,0.265966,0.196004,0.073056,0.139722,,,,,,
3112,25.933333,0.141950,0.071006,0.146162,0.196603,0.067829,0.312055,0.162750,0.072628,0.219410,0.156550,0.071653,0.205411,0.178859,0.069787,0.266105,0.196165,0.073047,0.139724,,,,,,
3113,25.941667,0.142140,0.070978,0.146139,0.196955,0.067904,0.311821,0.162598,0.072413,0.219364,0.156491,0.071567,0.205327,0.178344,0.069839,0.266256,0.196112,0.072897,0.139801,,,,,,
3114,25.950000,0.142189,0.070937,0.146263,0.197165,0.067838,0.311531,0.162447,0.072391,0.219397,0.156378,0.071550,0.205332,0.177938,0.069765,0.266320,0.196125,0.073054,0.139885,,,,,,
3115,25.958333,0.142271,0.070938,0.146370,0.197268,0.067776,0.311335,0.162040,0.072457,0.219512,0.156009,0.071618,0.205414,0.177819,0.069669,0.266253,0.196096,0.073061,0.139948,,,,,,
3116,25.966667,0.142087,0.070952,0.146049,0.197638,0.067775,0.311525,0.161746,0.072533,0.219474,0.155760,0.071697,0.205397,0.177828,0.069836,0.266419,0.196213,0.072925,0.139989,,,,,,
3117,25.975000,0.142280,0.070927,0.146062,0.197926,0.067839,0.311304,0.161622,0.072543,0.219479,0.155746,0.071646,0.205331,0.177250,0.069912,0.266564,0.196166,0.072880,0.140020,,,,,,
3118,25.983333,0.142342,0.070895,0.146211,0.198042,0.067790,0.311059,0.161475,0.072543,0.219529,0.155650,0.071600,0.205358,0.176890,0.069862,0.266580,0.196219,0.072910,0.140155,,,,,,
3119,25.991667,0.142427,0.070900,0.146338,0.198108,0.067747,0.310871,0.161115,0.072818,0.219701,0.155317,0.071652,0.205441,0.176781,0.069732,0.266525,0.196185,0.072914,0.140216,,,,,,
3120,26.000000,0.142237,0.070905,0.146018,0.198504,0.067765,0.311026,0.160767,0.072796,0.219666,0.155086,0.071749,0.205426,0.176766,0.069882,0.266695,0.196349,0.072909,0.140213,,,,,,
3121,26.008333,0.142437,0.070869,0.146055,0.198800,0.067818,0.310786,0.160632,0.072809,0.219676,0.155084,0.071697,0.205368,0.176241,0.069993,0.266886,0.196286,0.072882,0.140240,,,,,,
3122,26.016667,0.142504,0.070871,0.146217,0.198929,0.067781,0.310529,0.160500,0.072778,0.219715,0.154981,0.071669,0.205411,0.175928,0.069962,0.266945,0.196271,0.072906,0.140302,,,,,,
3123,26.025000,0.142589,0.070884,0.146361,0.198943,0.067765,0.310353,0.160164,0.072554,0.219749,0.154628,0.071752,0.205502,0.175904,0.069835,0.266847,0.196269,0.072907,0.140331,,,,,,
3124,26.033333,0.142412,0.070878,0.146047,0.199278,0.067749,0.310562,0.159929,0.072643,0.219716,0.154406,0.071852,0.205487,0.175853,0.069953,0.267006,0.196445,0.072907,0.140303,,,,,,
3125,26.041667,0.142607,0.070817,0.146107,0.199452,0.067781,0.310359,0.159810,0.072675,0.219747,0.154428,0.071802,0.205449,0.175324,0.070084,0.267219,0.196363,0.072879,0.140332,,,,,,
3126,26.050000,0.142679,0.070845,0.146307,0.199489,0.067768,0.310137,0.159667,0.072608,0.219812,0.154330,0.071749,0.205519,0.174959,0.070048,0.267291,0.196362,0.072888,0.140362,,,,,,
3127,26.058333,0.142785,0.070863,0.146460,0.199505,0.067742,0.309992,0.159274,0.072643,0.219975,0.153977,0.071813,0.205640,0.174930,0.069917,0.267217,0.196372,0.072880,0.140352,,,,,,
3128,26.066667,0.142631,0.070844,0.146184,0.199860,0.067735,0.310192,0.158969,0.073000,0.220079,0.153721,0.071920,0.205660,0.174850,0.070063,0.267449,0.196575,0.072878,0.140279,,,,,,
3129,26.075000,0.142834,0.070762,0.146248,0.200049,0.067728,0.309985,0.158805,0.073042,0.220151,0.153660,0.071903,0.205641,0.174294,0.070166,0.267756,0.196522,0.072845,0.140295,,,,,,
3130,26.083333,0.142936,0.070834,0.146488,0.200174,0.067619,0.309740,0.158615,0.072987,0.220272,0.153530,0.071861,0.205762,0.173809,0.070087,0.267855,0.196515,0.072857,0.140334,,,,,,
3131,26.091667,0.143073,0.070852,0.146665,0.200222,0.067583,0.309565,0.158193,0.072717,0.220352,0.153199,0.071893,0.205930,0.173734,0.069942,0.267787,0.196563,0.072870,0.140322,,,,,,
3132,26.100000,0.142914,0.070811,0.146366,0.200634,0.067611,0.309712,0.157861,0.072823,0.220370,0.152920,0.071980,0.205986,0.173667,0.070127,0.268022,0.196781,0.072868,0.140295,,,,,,
3133,26.108333,0.143145,0.070729,0.146455,0.200883,0.067621,0.309427,0.157695,0.072869,0.220438,0.152921,0.071938,0.205982,0.173127,0.070204,0.268298,0.196783,0.072991,0.140304,,,,,,
3134,26.116667,0.143281,0.070811,0.146690,0.200997,0.067524,0.309160,0.157583,0.072791,0.220543,0.152818,0.071898,0.206078,0.172817,0.070108,0.268365,0.196810,0.073012,0.140381,,,,,,
3135,26.125000,0.143405,0.070837,0.146863,0.201032,0.067503,0.308998,0.157377,0.072765,0.220619,0.152496,0.071938,0.206183,0.172907,0.069968,0.268209,0.196824,0.073033,0.140444,,,,,,
3136,26.133333,0.143230,0.070795,0.146535,0.201464,0.067529,0.309136,0.157093,0.072779,0.220592,0.152274,0.071794,0.206035,0.172921,0.070127,0.268393,0.197044,0.073051,0.140414,,,,,,
3137,26.141667,0.143466,0.070708,0.146620,0.201651,0.067597,0.308817,0.157020,0.072819,0.220627,0.152346,0.071731,0.206016,0.172422,0.070199,0.268620,0.197008,0.073000,0.140414,,,,,,
3138,26.150000,0.143616,0.070777,0.146845,0.201735,0.067523,0.308595,0.156907,0.073016,0.220830,0.152251,0.071681,0.206120,0.172206,0.070105,0.268664,0.197044,0.073014,0.140496,,,,,,
3139,26.158333,0.143742,0.070815,0.147053,0.201774,0.067512,0.308458,0.156621,0.073035,0.220948,0.151958,0.071726,0.206230,0.172316,0.069973,0.268516,0.197105,0.073054,0.140592,,,,,,
3140,26.166667,0.143564,0.070798,0.146723,0.202201,0.067543,0.308568,0.156448,0.072827,0.220797,0.151796,0.071799,0.206192,0.172293,0.070154,0.268731,0.197325,0.073077,0.140564,,,,,,
3141,26.175000,0.143815,0.070680,0.146814,0.202351,0.067603,0.308237,0.156424,0.072860,0.220792,0.151845,0.071735,0.206182,0.171756,0.070272,0.268982,0.197291,0.073046,0.140606,,,,,,
3142,26.183333,0.143966,0.070764,0.147045,0.202412,0.067496,0.308008,0.156194,0.072780,0.220959,0.151760,0.071699,0.206350,0.171509,0.070181,0.269041,0.197292,0.073037,0.140561,,,,,,
3143,26.191667,0.144095,0.070815,0.147265,0.202391,0.067461,0.307920,0.155866,0.072818,0.221104,0.151444,0.071740,0.206474,0.171568,0.070033,0.268923,0.197310,0.073032,0.140485,,,,,,
3144,26.200000,0.143913,0.070790,0.146956,0.202772,0.067465,0.308073,0.155640,0.072868,0.221082,0.151202,0.071812,0.206408,0.171494,0.070222,0.269198,0.197501,0.072912,0.140465,,,,,,
3145,26.208333,0.144139,0.070659,0.147062,0.202859,0.067518,0.307775,0.155543,0.072915,0.221134,0.151295,0.071767,0.206466,0.170947,0.070324,0.269466,0.197446,0.072866,0.140461,,,,,,
3146,26.216667,0.144298,0.070757,0.147287,0.202865,0.067415,0.307566,0.155459,0.072830,0.221226,0.151192,0.071723,0.206504,0.170691,0.070239,0.269516,0.197461,0.072874,0.140487,,,,,,
3147,26.225000,0.144416,0.070785,0.147486,0.202845,0.067375,0.307461,0.155165,0.072862,0.221326,0.150900,0.071779,0.206589,0.170766,0.070117,0.269381,0.197512,0.073057,0.140472,,,,,,
3148,26.233333,0.144227,0.070765,0.147166,0.203265,0.067408,0.307582,0.155033,0.073205,0.221379,0.150745,0.071906,0.206620,0.170738,0.070276,0.269643,0.197733,0.072935,0.140426,,,,,,
3149,26.241667,0.144476,0.070643,0.147288,0.203375,0.067472,0.307257,0.154948,0.073082,0.221386,0.150773,0.071819,0.206584,0.170229,0.070394,0.269891,0.197681,0.072888,0.140362,,,,,,
3150,26.250000,0.144633,0.070737,0.147501,0.203459,0.067371,0.307021,0.154882,0.073022,0.221491,0.150727,0.071779,0.206680,0.170039,0.070310,0.269940,0.197706,0.072891,0.140359,,,,,,
3151,26.258333,0.144762,0.070783,0.147720,0.203475,0.067331,0.306906,0.154590,0.073069,0.221607,0.150452,0.071845,0.206775,0.170158,0.070170,0.269787,0.197759,0.072919,0.140371,,,,,,
3152,26.266667,0.144594,0.070748,0.147407,0.203872,0.067380,0.306982,0.154413,0.073139,0.221553,0.150262,0.071924,0.206751,0.170101,0.070321,0.270051,0.197991,0.072964,0.140317,,,,,,
3153,26.275000,0.144837,0.070608,0.147495,0.203912,0.067454,0.306670,0.154340,0.073321,0.221628,0.150361,0.071831,0.206740,0.169622,0.070420,0.270256,0.197953,0.072915,0.140329,,,,,,
3154,26.283333,0.145001,0.070732,0.147738,0.203899,0.067381,0.306468,0.154312,0.073035,0.221671,0.150322,0.071794,0.206839,0.169392,0.070336,0.270301,0.197962,0.072919,0.140317,,,,,,
3155,26.291667,0.145128,0.070782,0.147954,0.203862,0.067346,0.306390,0.154010,0.073116,0.221799,0.150038,0.071866,0.206929,0.169459,0.070195,0.270184,0.197986,0.072951,0.140311,,,,,,
3156,26.300000,0.144928,0.070729,0.147631,0.204248,0.067358,0.306510,0.153880,0.073226,0.221752,0.149853,0.071968,0.206913,0.169398,0.070345,0.270481,0.198209,0.072989,0.140257,,,,,,
3157,26.308333,0.145120,0.070583,0.147742,0.204308,0.067426,0.306177,0.153792,0.073206,0.221788,0.149931,0.071888,0.206937,0.168930,0.070467,0.270705,0.198135,0.072925,0.140252,,,,,,
3158,26.316667,0.145282,0.070694,0.147974,0.204376,0.067361,0.305919,0.153798,0.073130,0.221892,0.149913,0.071852,0.207026,0.168754,0.070385,0.270741,0.198124,0.072932,0.140231,,,,,,
3159,26.325000,0.145410,0.070757,0.148197,0.204396,0.067363,0.305784,0.153470,0.073164,0.222008,0.149677,0.071906,0.207095,0.168875,0.070263,0.270568,0.198157,0.072966,0.140233,,,,,,
3160,26.333333,0.145268,0.070721,0.147886,0.204794,0.067384,0.305877,0.153274,0.073259,0.221967,0.149548,0.072026,0.207072,0.168825,0.070382,0.270864,0.198341,0.072980,0.140167,,,,,,
3161,26.341667,0.145499,0.070576,0.148075,0.204924,0.067460,0.305514,0.153145,0.073234,0.221996,0.149548,0.071911,0.207072,0.168341,0.070518,0.271121,0.198301,0.072948,0.140061,,,,,,
3162,26.350000,0.145716,0.070706,0.148317,0.205068,0.067431,0.305124,0.153069,0.073398,0.222227,0.149523,0.071925,0.207287,0.168057,0.070487,0.271251,0.198278,0.072973,0.139978,,,,,,
3163,26.358333,0.145888,0.070745,0.148568,0.205195,0.067410,0.304973,0.152714,0.073259,0.222311,0.149193,0.071973,0.207362,0.168080,0.070395,0.271202,0.198349,0.073003,0.139935,,,,,,
3164,26.366667,0.146032,0.070754,0.148620,0.205549,0.067429,0.305017,0.152390,0.073550,0.222335,0.148923,0.072033,0.207312,0.167926,0.070525,0.271521,0.198432,0.073021,0.139771,,,,,,
3165,26.375000,0.146311,0.070756,0.148874,0.205677,0.067501,0.304694,0.152263,0.073350,0.222424,0.148942,0.071992,0.207444,0.167392,0.070717,0.271951,0.198435,0.073041,0.139523,,,,,,
3166,26.383333,0.146688,0.070850,0.149324,0.205799,0.067475,0.304245,0.152138,0.073297,0.222733,0.148881,0.071963,0.207770,0.166947,0.070709,0.272212,0.198493,0.073082,0.139221,,,,,,
3167,26.391667,0.147059,0.070858,0.149753,0.205975,0.067438,0.304020,0.151617,0.073397,0.223066,0.148555,0.072040,0.208038,0.166745,0.070645,0.272425,0.198750,0.072812,0.138893,,,,,,
3168,26.400000,0.147430,0.070820,0.149918,0.206325,0.067426,0.304052,0.151252,0.073782,0.223164,0.148238,0.072128,0.208066,0.166520,0.070744,0.272860,0.198924,0.072808,0.138349,,,,,,
3169,26.408333,0.147818,0.070750,0.150175,0.206383,0.067499,0.303702,0.151111,0.073796,0.223346,0.148297,0.072082,0.208281,0.165971,0.070927,0.273317,0.198973,0.072769,0.137923,,,,,,
3170,26.416667,0.148270,0.070846,0.150791,0.206431,0.067487,0.303152,0.151079,0.073679,0.223616,0.148421,0.071963,0.208498,0.165493,0.070938,0.273557,0.199026,0.072694,0.137652,,,,,,
3171,26.425000,0.148623,0.070913,0.151310,0.206547,0.067425,0.302868,0.150904,0.073620,0.223766,0.148372,0.071878,0.208619,0.165336,0.070922,0.273661,0.199070,0.072652,0.137481,,,,,,
3172,26.433333,0.148745,0.070858,0.151301,0.206884,0.067405,0.302873,0.150730,0.073707,0.223712,0.148263,0.071940,0.208575,0.165184,0.070986,0.274007,0.199052,0.072596,0.137265,,,,,,
3173,26.441667,0.148866,0.070726,0.151366,0.206908,0.067465,0.302559,0.150587,0.073432,0.223840,0.148254,0.071930,0.208744,0.164729,0.071114,0.274379,0.198859,0.072547,0.136916,,,,,,
3174,26.450000,0.149145,0.070808,0.151927,0.206915,0.067425,0.302129,0.150417,0.073425,0.224134,0.148213,0.071906,0.209040,0.164332,0.071101,0.274612,0.198745,0.072582,0.136541,,,,,,
3175,26.458333,0.149476,0.070721,0.152368,0.206976,0.067385,0.301997,0.150055,0.073519,0.224336,0.148038,0.071938,0.209205,0.164189,0.071053,0.274773,0.198648,0.072628,0.136181,,,,,,
3176,26.466667,0.149618,0.070596,0.152351,0.207243,0.067394,0.302011,0.149851,0.073523,0.224342,0.147949,0.071928,0.209194,0.163995,0.071124,0.275161,0.198653,0.072967,0.135865,,,,,,
3177,26.475000,0.149863,0.070563,0.152635,0.207280,0.067489,0.301575,0.149780,0.073488,0.224542,0.148047,0.071853,0.209385,0.163538,0.071292,0.275575,0.198498,0.072947,0.135379,,,,,,
3178,26.483333,0.150213,0.070552,0.153127,0.207338,0.067447,0.301043,0.149705,0.073427,0.224854,0.148035,0.072085,0.209778,0.163146,0.071261,0.275843,0.198320,0.072943,0.134695,,,,,,
3179,26.491667,0.150529,0.070402,0.153472,0.207472,0.067338,0.300891,0.149326,0.073761,0.225164,0.147830,0.072115,0.209975,0.163046,0.071196,0.276030,0.198154,0.072903,0.133991,,,,,,
3180,26.500000,0.150692,0.070241,0.153485,0.207805,0.067327,0.300868,0.149119,0.073815,0.225174,0.147700,0.072127,0.209963,0.162912,0.071253,0.276424,0.197920,0.073002,0.133270,,,,,,
3181,26.508333,0.150979,0.070086,0.153842,0.207832,0.067404,0.300378,0.149050,0.073794,0.225361,0.147828,0.072074,0.210158,0.162517,0.071401,0.276788,0.197720,0.073097,0.132578,,,,,,
3182,26.516667,0.151272,0.070083,0.154190,0.207860,0.067409,0.299812,0.148966,0.073757,0.225654,0.147919,0.071998,0.210442,0.162175,0.071344,0.277028,0.197402,0.072972,0.131854,,,,,,
3183,26.525000,0.151546,0.070204,0.154670,0.207952,0.067380,0.299681,0.148750,0.073449,0.225799,0.147836,0.071983,0.210627,0.162084,0.071266,0.277188,0.197119,0.072851,0.131232,,,,,,
3184,26.533333,0.151589,0.070012,0.154793,0.208251,0.067339,0.299712,0.148583,0.073502,0.225817,0.147773,0.071930,0.210619,0.161988,0.071291,0.277577,0.196874,0.072782,0.130634,,,,,,
3185,26.541667,0.151720,0.069947,0.154928,0.208194,0.067440,0.299302,0.148560,0.073465,0.225975,0.147897,0.071870,0.210793,0.161659,0.071417,0.277871,0.196382,0.072632,0.130145,,,,,,
3186,26.550000,0.151934,0.069904,0.155328,0.208151,0.067441,0.298849,0.148530,0.073406,0.226216,0.148027,0.071820,0.211064,0.161352,0.071399,0.278088,0.195998,0.072565,0.129716,,,,,,
3187,26.558333,0.152078,0.069827,0.155625,0.208219,0.067401,0.298747,0.148338,0.073430,0.226357,0.147905,0.071817,0.211198,0.161283,0.071354,0.278207,0.195695,0.072453,0.129398,,,,,,
3188,26.566667,0.152079,0.069741,0.155650,0.208489,0.067396,0.298703,0.148202,0.073438,0.226342,0.147891,0.071790,0.211179,0.161203,0.071376,0.278535,0.195418,0.072335,0.129040,,,,,,
3189,26.575000,0.152212,0.069707,0.155903,0.208433,0.067476,0.298263,0.148153,0.073385,0.226506,0.148035,0.071734,0.211368,0.160917,0.071509,0.278792,0.195028,0.072251,0.128679,,,,,,
3190,26.583333,0.152447,0.069655,0.156269,0.208388,0.067478,0.297814,0.148051,0.073331,0.226787,0.148081,0.071682,0.211660,0.160603,0.071492,0.279011,0.194504,0.072160,0.128229,,,,,,
3191,26.591667,0.152681,0.069760,0.156774,0.208464,0.067441,0.297671,0.147841,0.073363,0.226984,0.147989,0.071661,0.211858,0.160523,0.071448,0.279176,0.194136,0.071923,0.127813,,,,,,
3192,26.600000,0.152751,0.069623,0.156873,0.208704,0.067422,0.297589,0.147686,0.073386,0.227028,0.148015,0.071634,0.211908,0.160413,0.071451,0.279589,0.193739,0.071848,0.127269,,,,,,
3193,26.608333,0.153002,0.069711,0.157329,0.208633,0.067551,0.297095,0.147637,0.073319,0.227259,0.148137,0.071580,0.212177,0.160121,0.071512,0.279897,0.193194,0.071769,0.126722,,,,,,
3194,26.616667,0.153161,0.069556,0.157651,0.208606,0.067587,0.296474,0.147538,0.073635,0.227649,0.148192,0.071577,0.212501,0.159771,0.071458,0.280162,0.192635,0.071671,0.126145,,,,,,
3195,26.625000,0.153322,0.069479,0.157989,0.208691,0.067551,0.296218,0.147247,0.073689,0.227952,0.148052,0.071594,0.212678,0.159689,0.071428,0.280318,0.192135,0.071493,0.125641,,,,,,
3196,26.633333,0.153372,0.069344,0.158067,0.208964,0.067505,0.296120,0.147249,0.073512,0.227839,0.148042,0.071579,0.212734,0.159638,0.071461,0.280696,0.191659,0.071326,0.125164,,,,,,
