Format Version,1.21,Take Name,circular_inextensible_tsample_0pt5s_dutycycle35_000,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-09 11.51.49.565 AM,Total Frames in Take,21975,Total Exported Frames,21975,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:2599,Unlabeled:2599,Unlabeled:2599,Unlabeled:2604,Unlabeled:2604,Unlabeled:2604,Unlabeled:2626,Unlabeled:2626,Unlabeled:2626,Unlabeled:2637,Unlabeled:2637,Unlabeled:2637,Unlabeled:2638,Unlabeled:2638,Unlabeled:2638,Unlabeled:2641,Unlabeled:2641,Unlabeled:2641,Unlabeled:2627,Unlabeled:2627,Unlabeled:2627,Unlabeled:2644,Unlabeled:2644,Unlabeled:2644
,,"8392B20CF49E3570A27","8392B20CF49E3570A27","8392B20CF49E3570A27","8392B20CF49E3570A2C","8392B20CF49E3570A2C","8392B20CF49E3570A2C","8392B20CF49E3570A42","8392B20CF49E3570A42","8392B20CF49E3570A42","8392B20CF49E3570A4D","8392B20CF49E3570A4D","8392B20CF49E3570A4D","8392B20CF49E3570A4E","8392B20CF49E3570A4E","8392B20CF49E3570A4E","8392B20CF49E3570A51","8392B20CF49E3570A51","8392B20CF49E3570A51","8392B20CF49E3570A43","8392B20CF49E3570A43","8392B20CF49E3570A43","8392B20CF49E3570A54","8392B20CF49E3570A54","8392B20CF49E3570A54"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
9022,75.183333,0.165558,0.068341,0.230312,0.142096,0.062204,0.359806,0.195936,0.072921,0.294890,0.188452,0.070625,0.281492,0.192716,0.069422,0.347927,0.181119,0.067485,0.180035,,,,,,
9023,75.191667,0.165461,0.068324,0.230351,0.142516,0.062183,0.360293,0.195673,0.072724,0.294747,0.188294,0.070593,0.281359,0.192864,0.069442,0.347798,0.181424,0.067620,0.180340,,,,,,
9024,75.200000,0.165517,0.068227,0.230307,0.142804,0.062091,0.360792,0.195501,0.072916,0.294768,0.188059,0.070609,0.281378,0.192953,0.069415,0.347659,0.181869,0.067807,0.180714,,,,,,
9025,75.208333,0.165494,0.068253,0.230314,0.143031,0.062149,0.361327,0.195351,0.072880,0.294866,0.188056,0.070612,0.281429,0.193013,0.069442,0.347657,0.182162,0.067914,0.180671,,,,,,
9026,75.216667,0.165182,0.068375,0.230084,0.143135,0.062216,0.361801,0.195575,0.072863,0.294905,0.188061,0.070602,0.281525,0.193150,0.069370,0.347869,0.182477,0.067883,0.180264,,,,,,
9027,75.225000,0.165097,0.068351,0.230092,0.143520,0.062288,0.362130,0.195286,0.072870,0.294762,0.187908,0.070582,0.281378,0.193265,0.069403,0.347701,0.182775,0.067935,0.180537,,,,,,
9028,75.233333,0.165150,0.068261,0.230029,0.143739,0.062287,0.362563,0.195146,0.072872,0.294738,0.187657,0.070587,0.281370,0.193272,0.069357,0.347536,0.183261,0.068020,0.180764,,,,,,
9029,75.241667,0.165137,0.068282,0.230029,0.143936,0.062325,0.363072,0.195064,0.072694,0.294732,0.187653,0.070592,0.281409,0.193252,0.069361,0.347507,0.183509,0.068106,0.180680,,,,,,
9030,75.250000,0.164844,0.068407,0.229798,0.144061,0.062386,0.363564,0.195223,0.072810,0.294867,0.187674,0.070588,0.281493,0.193405,0.069288,0.347715,0.183791,0.068120,0.180348,,,,,,
9031,75.258333,0.164768,0.068377,0.229835,0.144506,0.062430,0.363893,0.194956,0.072822,0.294726,0.187537,0.070549,0.281339,0.193544,0.069324,0.347571,0.184067,0.068257,0.180668,,,,,,
9032,75.266667,0.164802,0.068299,0.229790,0.144814,0.062422,0.364304,0.194820,0.072796,0.294691,0.187338,0.070497,0.281358,0.193628,0.069304,0.347402,0.184431,0.068457,0.181073,,,,,,
9033,75.275000,0.164752,0.068337,0.229800,0.145033,0.062378,0.364775,0.194727,0.072602,0.294677,0.187305,0.070502,0.281404,0.193643,0.069362,0.347350,0.184656,0.068551,0.181020,,,,,,
9034,75.283333,0.164460,0.068449,0.229569,0.145174,0.062394,0.365224,0.194875,0.072755,0.294799,0.187327,0.070500,0.281489,0.193779,0.069291,0.347542,0.184939,0.068565,0.180692,,,,,,
9035,75.291667,0.164389,0.068427,0.229590,0.145605,0.062435,0.365629,0.194614,0.072720,0.294650,0.187139,0.070484,0.281305,0.193883,0.069319,0.347373,0.185193,0.068701,0.181032,,,,,,
9036,75.300000,0.164429,0.068339,0.229536,0.145910,0.062374,0.366128,0.194445,0.072701,0.294627,0.186888,0.070480,0.281315,0.193907,0.069291,0.347210,0.185513,0.068858,0.181411,,,,,,
9037,75.308333,0.164380,0.068374,0.229535,0.146197,0.062338,0.366738,0.194268,0.072518,0.294689,0.186829,0.070478,0.281364,0.193885,0.069316,0.347165,0.185709,0.068910,0.181339,,,,,,
9038,75.316667,0.164072,0.068483,0.229289,0.146431,0.062381,0.367271,0.194447,0.072661,0.294745,0.186826,0.070475,0.281448,0.194069,0.069247,0.347378,0.186034,0.068930,0.181020,,,,,,
9039,75.325000,0.163988,0.068469,0.229320,0.147015,0.062500,0.367707,0.194185,0.072478,0.294598,0.186658,0.070445,0.281308,0.194280,0.069277,0.347243,0.186331,0.069073,0.181387,,,,,,
9040,75.333333,0.164018,0.068403,0.229269,0.147424,0.062558,0.368236,0.193977,0.072662,0.294608,0.186363,0.070444,0.281336,0.194372,0.069233,0.347095,0.186682,0.069202,0.181775,,,,,,
9041,75.341667,0.164007,0.068462,0.229275,0.147714,0.062527,0.368801,0.193865,0.072503,0.294629,0.186291,0.070469,0.281405,0.194368,0.069285,0.347059,0.186941,0.069224,0.181719,,,,,,
9042,75.350000,0.163770,0.068607,0.229048,0.147879,0.062428,0.369257,0.194008,0.072433,0.294731,0.186358,0.070444,0.281516,0.194519,0.069206,0.347275,0.187306,0.069249,0.181457,,,,,,
9043,75.358333,0.163676,0.068600,0.229107,0.148385,0.062422,0.369666,0.193753,0.072424,0.294616,0.186165,0.070428,0.281359,0.194625,0.069253,0.347111,0.187540,0.069364,0.181859,,,,,,
9044,75.366667,0.163705,0.068548,0.229066,0.148773,0.062378,0.370212,0.193546,0.072383,0.294604,0.185871,0.070413,0.281381,0.194606,0.069225,0.346936,0.187871,0.069505,0.182248,,,,,,
9045,75.375000,0.163684,0.068639,0.229082,0.149133,0.062442,0.370764,0.193348,0.072416,0.294674,0.185822,0.070397,0.281480,0.194604,0.069195,0.346933,0.188172,0.069533,0.182227,,,,,,
9046,75.383333,0.163402,0.068667,0.228890,0.149507,0.062588,0.371352,0.193391,0.072357,0.294875,0.185801,0.070462,0.281551,0.194686,0.069081,0.347036,0.188554,0.069554,0.182033,,,,,,
9047,75.391667,0.163322,0.068647,0.228889,0.150039,0.062773,0.371907,0.193371,0.072345,0.294658,0.185833,0.070371,0.281416,0.194710,0.069080,0.346830,0.188941,0.069611,0.182358,,,,,,
9048,75.400000,0.163360,0.068600,0.228856,0.150497,0.062796,0.372467,0.193166,0.072290,0.294653,0.185663,0.070348,0.281359,0.194704,0.069066,0.346655,0.189266,0.069787,0.182688,,,,,,
9049,75.408333,0.163317,0.068634,0.228817,0.150969,0.062704,0.373165,0.193052,0.072314,0.294661,0.185501,0.070397,0.281405,0.194665,0.069068,0.346586,0.189482,0.069945,0.182715,,,,,,
9050,75.416667,0.163079,0.068763,0.228607,0.151449,0.062712,0.373875,0.193077,0.072279,0.294788,0.185491,0.070413,0.281495,0.194665,0.068966,0.346644,0.189960,0.069887,0.182431,,,,,,
9051,75.425000,0.162918,0.068562,0.228516,0.152138,0.062864,0.374570,0.192926,0.072267,0.294664,0.185438,0.070355,0.281364,0.194659,0.068968,0.346445,0.190302,0.070003,0.182807,,,,,,
9052,75.433333,0.162906,0.068301,0.228394,0.152864,0.062938,0.375420,0.192722,0.072235,0.294573,0.185158,0.070364,0.281272,0.194652,0.068965,0.346232,0.190745,0.070206,0.183254,,,,,,
9053,75.441667,0.162859,0.068399,0.228321,0.153640,0.062993,0.376254,0.192419,0.072198,0.294633,0.184937,0.070355,0.281344,0.194683,0.068957,0.346173,0.191168,0.070316,0.183221,,,,,,
9054,75.450000,0.162628,0.068591,0.228029,0.154408,0.063080,0.377129,0.192317,0.072171,0.294775,0.184784,0.070367,0.281439,0.194822,0.068866,0.346248,0.191722,0.070364,0.183039,,,,,,
9055,75.458333,0.162483,0.068581,0.227965,0.155372,0.063173,0.377917,0.192071,0.072183,0.294630,0.184569,0.070372,0.281289,0.194875,0.068890,0.346027,0.192197,0.070539,0.183524,,,,,,
9056,75.466667,0.162361,0.068596,0.227749,0.156335,0.063295,0.378715,0.191761,0.072126,0.294546,0.184255,0.070123,0.281175,0.194963,0.068887,0.345824,0.192734,0.070783,0.184118,,,,,,
9057,75.475000,0.162297,0.068689,0.227685,0.157282,0.063481,0.379486,0.191426,0.072120,0.294632,0.183937,0.070356,0.281337,0.195123,0.068883,0.345778,0.193271,0.070935,0.184230,,,,,,
9058,75.483333,0.162059,0.068832,0.227451,0.158159,0.063602,0.380317,0.191346,0.072095,0.294783,0.183794,0.070378,0.281441,0.195330,0.068807,0.345864,0.193887,0.071056,0.184231,,,,,,
9059,75.491667,0.161908,0.068821,0.227440,0.159141,0.063668,0.380963,0.191159,0.072062,0.294640,0.183619,0.070356,0.281293,0.195393,0.068796,0.345661,0.194290,0.071284,0.184846,,,,,,
9060,75.500000,0.161883,0.068778,0.227373,0.160090,0.063671,0.381590,0.190868,0.072045,0.294573,0.183286,0.070323,0.281246,0.195420,0.068764,0.345444,0.194757,0.071523,0.185529,,,,,,
9061,75.508333,0.161786,0.068809,0.227314,0.160991,0.063667,0.382295,0.190515,0.072044,0.294677,0.182988,0.070325,0.281377,0.195513,0.068765,0.345402,0.195330,0.071665,0.185784,,,,,,
9062,75.516667,0.161555,0.068887,0.227063,0.161864,0.063768,0.383017,0.190430,0.071994,0.294856,0.182836,0.070349,0.281513,0.195658,0.068660,0.345528,0.195957,0.071840,0.185939,,,,,,
9063,75.525000,0.161399,0.068872,0.227056,0.162820,0.063894,0.383581,0.190228,0.072164,0.294797,0.182695,0.070321,0.281416,0.195736,0.068616,0.345383,0.196597,0.072068,0.186588,,,,,,
9064,75.533333,0.161392,0.068829,0.227036,0.163736,0.063948,0.384128,0.189951,0.072110,0.294770,0.182382,0.070293,0.281415,0.195795,0.068568,0.345227,0.197223,0.072481,0.187449,,,,,,
9065,75.541667,0.161337,0.068852,0.227003,0.164513,0.064031,0.384602,0.189666,0.071920,0.294884,0.182104,0.070311,0.281577,0.195870,0.068538,0.345241,0.197900,0.072711,0.187889,,,,,,
9066,75.550000,0.161153,0.068943,0.226789,0.165114,0.064053,0.385156,0.189529,0.072116,0.295110,0.181948,0.070343,0.281727,0.195933,0.068465,0.345353,0.198578,0.072952,0.188135,,,,,,
9067,75.558333,0.161055,0.068996,0.226839,0.165821,0.064024,0.385514,0.189329,0.071869,0.295008,0.181772,0.070303,0.281666,0.195859,0.068445,0.345224,0.199030,0.073174,0.188905,,,,,,
9068,75.566667,0.161024,0.068926,0.226750,0.166517,0.063919,0.385925,0.189030,0.071823,0.295006,0.181489,0.070271,0.281664,0.195733,0.068440,0.345073,0.199552,0.073442,0.189812,,,,,,
9069,75.575000,0.160995,0.068932,0.226703,0.167130,0.063869,0.386278,0.188719,0.071833,0.295167,0.181221,0.070263,0.281820,0.195727,0.068443,0.345087,0.200185,0.073701,0.190203,,,,,,
9070,75.583333,0.160881,0.069038,0.226426,0.167663,0.063990,0.386682,0.188566,0.071764,0.295410,0.181153,0.070260,0.281971,0.195817,0.068357,0.345210,0.200893,0.073908,0.190355,,,,,,
9071,75.591667,0.160834,0.068930,0.226283,0.168295,0.064138,0.386926,0.188509,0.071740,0.295234,0.181035,0.070235,0.281825,0.195750,0.068314,0.345060,0.201354,0.074091,0.191110,,,,,,
9072,75.600000,0.160931,0.068925,0.226333,0.168837,0.064168,0.387169,0.188299,0.071895,0.295205,0.180836,0.070197,0.281788,0.195630,0.068277,0.344907,0.201950,0.074319,0.192055,,,,,,
9073,75.608333,0.160942,0.068960,0.226320,0.169279,0.064066,0.387435,0.188056,0.071710,0.295320,0.180658,0.069989,0.281874,0.195552,0.068283,0.344918,0.202638,0.074341,0.192586,,,,,,
9074,75.616667,0.160882,0.069033,0.226039,0.169634,0.063945,0.387799,0.187919,0.071727,0.295503,0.180516,0.070241,0.282045,0.195510,0.068203,0.345045,0.203275,0.074615,0.192853,,,,,,
9075,75.625000,0.160899,0.069000,0.225958,0.170107,0.063956,0.387948,0.187731,0.071661,0.295401,0.180392,0.070195,0.281918,0.195354,0.068178,0.344915,0.203682,0.074791,0.193626,,,,,,
9076,75.633333,0.160978,0.068925,0.225885,0.170601,0.063957,0.388171,0.187464,0.071616,0.295367,0.180121,0.070168,0.281896,0.195170,0.068131,0.344799,0.204197,0.074984,0.194616,,,,,,
9077,75.641667,0.160996,0.068923,0.225793,0.171063,0.063972,0.388449,0.187096,0.071631,0.295502,0.179827,0.070184,0.282040,0.195076,0.068129,0.344825,0.204931,0.075226,0.195292,,,,,,
9078,75.650000,0.160980,0.068990,0.225505,0.171487,0.063934,0.388845,0.186947,0.071620,0.295704,0.179645,0.070243,0.282156,0.195037,0.068077,0.344952,0.205671,0.075296,0.195839,,,,,,
9079,75.658333,0.160983,0.068955,0.225466,0.171982,0.063991,0.389024,0.186762,0.071580,0.295611,0.179540,0.070161,0.282053,0.194895,0.067987,0.344857,0.206170,0.075839,0.196665,,,,,,
9080,75.666667,0.161049,0.068938,0.225499,0.172453,0.064035,0.389169,0.186474,0.071501,0.295574,0.179238,0.070106,0.282046,0.194755,0.067960,0.344739,0.206516,0.076015,0.197635,,,,,,
9081,75.675000,0.161015,0.068978,0.225501,0.172821,0.064059,0.389359,0.186116,0.071485,0.295714,0.178919,0.070087,0.282188,0.194671,0.067955,0.344751,0.206999,0.076202,0.198230,,,,,,
9082,75.683333,0.160936,0.069061,0.225139,0.173084,0.064059,0.389635,0.185939,0.071504,0.295876,0.178756,0.070096,0.282286,0.194588,0.067886,0.344863,0.207568,0.076225,0.198630,,,,,,
9083,75.691667,0.160888,0.068869,0.225083,0.173388,0.064074,0.389732,0.185805,0.071417,0.295773,0.178679,0.070045,0.282171,0.194335,0.067849,0.344767,0.207818,0.076385,0.199431,,,,,,
9084,75.700000,0.160990,0.068669,0.225077,0.173655,0.064068,0.389839,0.185548,0.071345,0.295740,0.178449,0.069992,0.282143,0.194105,0.067847,0.344660,0.208157,0.076539,0.200419,,,,,,
9085,75.708333,0.161021,0.068712,0.224913,0.173899,0.064070,0.389994,0.185230,0.071345,0.295880,0.178190,0.070001,0.282268,0.193952,0.067841,0.344689,0.208729,0.076701,0.201217,,,,,,
9086,75.716667,0.160932,0.069031,0.224722,0.174098,0.064091,0.390247,0.185115,0.071358,0.296050,0.178066,0.070052,0.282387,0.193863,0.067766,0.344817,0.209306,0.076919,0.201777,,,,,,
9087,75.725000,0.160986,0.069165,0.224786,0.174352,0.064132,0.390298,0.184968,0.071314,0.295990,0.177963,0.069997,0.282296,0.193680,0.067706,0.344740,0.209565,0.077090,0.202527,,,,,,
9088,75.733333,0.161041,0.069047,0.224786,0.174555,0.064112,0.390349,0.184724,0.071260,0.295950,0.177745,0.069942,0.282267,0.193467,0.067684,0.344648,0.209817,0.077205,0.203452,,,,,,
9089,75.741667,0.161006,0.069034,0.224766,0.174710,0.064097,0.390474,0.184420,0.071249,0.296083,0.177492,0.069955,0.282401,0.193302,0.067636,0.344695,0.210246,0.077334,0.204151,,,,,,
9090,75.750000,0.160939,0.068853,0.224509,0.174842,0.064092,0.390704,0.184312,0.071249,0.296238,0.177393,0.069986,0.282516,0.193169,0.067574,0.344827,0.210685,0.077502,0.204620,,,,,,
9091,75.758333,0.161000,0.068926,0.224369,0.175023,0.064105,0.390737,0.184191,0.071198,0.296158,0.177326,0.069929,0.282410,0.192983,0.067589,0.344736,0.210820,0.077598,0.205357,,,,,,
9092,75.766667,0.161083,0.068950,0.224392,0.175192,0.064090,0.390775,0.183992,0.071132,0.296122,0.177127,0.069886,0.282380,0.192768,0.067557,0.344647,0.210975,0.077662,0.206213,,,,,,
9093,75.775000,0.161083,0.068970,0.224323,0.175345,0.064096,0.390889,0.183732,0.071142,0.296240,0.176943,0.069897,0.282499,0.192604,0.067518,0.344704,0.211377,0.077753,0.206837,,,,,,
9094,75.783333,0.161155,0.069035,0.223908,0.175495,0.064121,0.391127,0.183610,0.071141,0.296381,0.176845,0.069698,0.282529,0.192494,0.067480,0.344831,0.211849,0.077880,0.207353,,,,,,
9095,75.791667,0.161173,0.068999,0.223926,0.175717,0.064175,0.391132,0.183503,0.071086,0.296278,0.176786,0.069635,0.282407,0.192323,0.067439,0.344738,0.211978,0.078036,0.208186,,,,,,
9096,75.800000,0.161253,0.068999,0.224016,0.175935,0.064197,0.391143,0.183343,0.071015,0.296213,0.176617,0.069601,0.282367,0.192162,0.067416,0.344639,0.212192,0.078199,0.209219,,,,,,
9097,75.808333,0.161265,0.069013,0.224018,0.176112,0.064218,0.391246,0.183080,0.071022,0.296340,0.176387,0.069624,0.282499,0.192063,0.067462,0.344657,0.212593,0.078355,0.210018,,,,,,
9098,75.816667,0.161319,0.069102,0.223770,0.176259,0.064221,0.391471,0.182925,0.071023,0.296525,0.176259,0.069665,0.282631,0.191973,0.067426,0.344803,0.212980,0.078507,0.210592,,,,,,
9099,75.825000,0.161370,0.069062,0.223733,0.176430,0.064244,0.391476,0.182813,0.071011,0.296437,0.176204,0.069614,0.282511,0.191760,0.067409,0.344731,0.213021,0.078789,0.211344,,,,,,
9100,75.833333,0.161469,0.069109,0.223761,0.176549,0.064234,0.391465,0.182661,0.070972,0.296364,0.176051,0.069586,0.282446,0.191553,0.067406,0.344629,0.213078,0.078951,0.212194,,,,,,
9101,75.841667,0.161398,0.069122,0.223629,0.176659,0.064232,0.391553,0.182392,0.070990,0.296465,0.175828,0.069595,0.282561,0.191403,0.067400,0.344657,0.213381,0.078976,0.212890,,,,,,
9102,75.850000,0.161412,0.069190,0.223397,0.176775,0.064235,0.391756,0.182250,0.071017,0.296624,0.175721,0.069656,0.282658,0.191288,0.067365,0.344790,0.213712,0.079262,0.213464,,,,,,
9103,75.858333,0.161487,0.069166,0.223356,0.176926,0.064255,0.391749,0.182131,0.070986,0.296517,0.175672,0.069614,0.282528,0.191096,0.067312,0.344733,0.213751,0.079276,0.214202,,,,,,
9104,75.866667,0.161571,0.069058,0.223299,0.177083,0.064247,0.391749,0.181989,0.070910,0.296441,0.175475,0.069800,0.282495,0.190887,0.067319,0.344618,0.213825,0.079381,0.215177,,,,,,
9105,75.875000,0.161615,0.069138,0.223320,0.177256,0.064268,0.391835,0.181746,0.070909,0.296568,0.175274,0.069821,0.282627,0.190779,0.067322,0.344649,0.214152,0.079456,0.216015,,,,,,
9106,75.883333,0.161771,0.069196,0.223028,0.177398,0.064298,0.392172,0.181599,0.070919,0.296617,0.175163,0.069853,0.282615,0.190754,0.067544,0.344803,0.214475,0.079547,0.216810,,,,,,
9107,75.891667,0.161964,0.069139,0.222990,0.177703,0.064368,0.392089,0.181373,0.070873,0.296528,0.175046,0.069574,0.282474,0.190596,0.067457,0.344693,0.214574,0.079524,0.217831,,,,,,
9108,75.900000,0.162184,0.069145,0.222968,0.177903,0.064358,0.392080,0.181168,0.070813,0.296466,0.174838,0.069534,0.282400,0.190347,0.067415,0.344570,0.214778,0.079752,0.218871,,,,,,
9109,75.908333,0.162379,0.069143,0.222916,0.178100,0.064342,0.392236,0.180813,0.070851,0.296515,0.174542,0.069567,0.282432,0.190106,0.067509,0.344577,0.215174,0.079867,0.219797,,,,,,
9110,75.916667,0.162640,0.069138,0.222511,0.178327,0.064383,0.392654,0.180495,0.070868,0.296587,0.174261,0.069848,0.282482,0.189966,0.067700,0.344779,0.215408,0.079760,0.220337,,,,,,
9111,75.925000,0.162927,0.069076,0.222466,0.178692,0.064427,0.392610,0.180049,0.070832,0.296521,0.173962,0.069790,0.282395,0.189600,0.067590,0.344676,0.215589,0.079677,0.221006,,,,,,
9112,75.933333,0.163087,0.068949,0.222403,0.178935,0.064373,0.392618,0.179715,0.070776,0.296469,0.173700,0.069536,0.282231,0.189099,0.067529,0.344570,0.215715,0.079494,0.221944,,,,,,
9113,75.941667,0.163112,0.068925,0.222385,0.179142,0.064290,0.392805,0.179254,0.070808,0.296515,0.173306,0.069546,0.282273,0.188734,0.067530,0.344563,0.215935,0.079727,0.222285,,,,,,
9114,75.950000,0.163196,0.068948,0.222007,0.179409,0.064295,0.393204,0.178852,0.070859,0.296577,0.172986,0.069600,0.282269,0.188479,0.067668,0.344813,0.216094,0.079744,0.222600,,,,,,
9115,75.958333,0.163298,0.068897,0.222068,0.179671,0.064321,0.393132,0.178455,0.070861,0.296540,0.172737,0.069552,0.282177,0.188027,0.067613,0.344738,0.216073,0.079725,0.223061,,,,,,
9116,75.966667,0.163350,0.068932,0.222107,0.179818,0.064217,0.393129,0.178177,0.070811,0.296525,0.172453,0.069572,0.282160,0.187606,0.067532,0.344676,0.215917,0.079607,0.223389,,,,,,
9117,75.975000,0.163333,0.068957,0.222123,0.179914,0.064136,0.393254,0.177779,0.070827,0.296583,0.172152,0.069582,0.282231,0.187265,0.067526,0.344705,0.216193,0.079775,0.223704,,,,,,
9118,75.983333,0.163425,0.069055,0.221768,0.180102,0.064133,0.393597,0.177583,0.070828,0.296625,0.171997,0.069606,0.282202,0.187104,0.067642,0.344913,0.216317,0.079788,0.223699,,,,,,
9119,75.991667,0.163542,0.068975,0.221775,0.180361,0.064143,0.393499,0.177428,0.070787,0.296544,0.171953,0.069520,0.282088,0.186733,0.067547,0.344822,0.216114,0.079381,0.223824,,,,,,
9120,76.000000,0.163570,0.069011,0.221838,0.180529,0.064104,0.393410,0.177271,0.070710,0.296519,0.171780,0.069464,0.282053,0.186410,0.067441,0.344723,0.216057,0.079621,0.224072,,,,,,
9121,76.008333,0.163544,0.069039,0.221850,0.180661,0.064102,0.393466,0.176941,0.070693,0.296564,0.171528,0.069476,0.282119,0.186246,0.067417,0.344710,0.216189,0.079658,0.224117,,,,,,
9122,76.016667,0.163604,0.069029,0.221511,0.180935,0.064147,0.393797,0.176784,0.070682,0.296581,0.171428,0.069503,0.282051,0.186117,0.067502,0.344892,0.216235,0.079679,0.224124,,,,,,
9123,76.025000,0.163704,0.068947,0.221569,0.181255,0.064203,0.393671,0.176660,0.070608,0.296481,0.171432,0.069380,0.281937,0.185701,0.067436,0.344811,0.216254,0.079614,0.224383,,,,,,
9124,76.033333,0.163729,0.069002,0.221681,0.181455,0.064154,0.393607,0.176519,0.070514,0.296467,0.171275,0.069350,0.281924,0.185373,0.067331,0.344718,0.216199,0.079643,0.224572,,,,,,
9125,76.041667,0.163697,0.069021,0.221721,0.181586,0.064159,0.393657,0.176165,0.070555,0.296534,0.170990,0.069363,0.281993,0.185194,0.067313,0.344727,0.216335,0.079677,0.224573,,,,,,
9126,76.050000,0.163747,0.068959,0.221179,0.181808,0.064187,0.393976,0.175971,0.070590,0.296553,0.170862,0.069421,0.281932,0.185027,0.067401,0.344924,0.216416,0.079683,0.224535,,,,,,
9127,76.058333,0.163844,0.068886,0.221284,0.182100,0.064246,0.393837,0.175834,0.070553,0.296484,0.170848,0.069327,0.281855,0.184555,0.067352,0.344870,0.216333,0.079694,0.224714,,,,,,
9128,76.066667,0.163857,0.068940,0.221390,0.182276,0.064237,0.393753,0.175664,0.070455,0.296499,0.170689,0.069276,0.281857,0.184212,0.067256,0.344794,0.216331,0.079671,0.224906,,,,,,
9129,76.075000,0.163832,0.068949,0.221403,0.182387,0.064242,0.393779,0.175319,0.070500,0.296563,0.170412,0.069334,0.281925,0.184076,0.067195,0.344798,0.216434,0.079720,0.224864,,,,,,
9130,76.083333,0.163879,0.068912,0.221006,0.182632,0.064249,0.394090,0.175176,0.070563,0.296577,0.170311,0.069418,0.281851,0.183884,0.067277,0.345003,0.216503,0.079742,0.224811,,,,,,
9131,76.091667,0.163981,0.068847,0.221149,0.182878,0.064301,0.393949,0.175040,0.070512,0.296512,0.170317,0.069293,0.281781,0.183388,0.067242,0.344961,0.216453,0.079717,0.225020,,,,,,
9132,76.100000,0.164004,0.068941,0.221439,0.183046,0.064241,0.393878,0.174895,0.070423,0.296534,0.170154,0.069287,0.281798,0.183033,0.067147,0.344910,0.216350,0.079773,0.225176,,,,,,
9133,76.108333,0.163975,0.068910,0.221281,0.183168,0.064214,0.393899,0.174529,0.070476,0.296591,0.169870,0.069316,0.281881,0.182943,0.067085,0.344909,0.216443,0.079799,0.225183,,,,,,
9134,76.116667,0.164013,0.068874,0.220882,0.183459,0.064233,0.394188,0.174374,0.070510,0.296614,0.169780,0.069392,0.281821,0.182762,0.067186,0.345116,0.216533,0.079792,0.225218,,,,,,
9135,76.125000,0.164113,0.068823,0.221054,0.183734,0.064259,0.394035,0.174224,0.070469,0.296575,0.169759,0.069270,0.281774,0.182266,0.067144,0.345088,0.216485,0.079782,0.225422,,,,,,
9136,76.133333,0.164122,0.068890,0.221180,0.183859,0.064185,0.393945,0.174069,0.070431,0.296612,0.169579,0.069270,0.281797,0.181989,0.067040,0.345030,0.216486,0.079791,0.225601,,,,,,
9137,76.141667,0.164125,0.068898,0.221200,0.183920,0.064155,0.393966,0.173725,0.070445,0.296663,0.169264,0.069301,0.281878,0.181913,0.066978,0.345023,0.216671,0.079746,0.225643,,,,,,
9138,76.150000,0.164197,0.068864,0.220810,0.184199,0.064182,0.394251,0.173587,0.070469,0.296657,0.169182,0.069342,0.281789,0.181710,0.067090,0.345236,0.216781,0.079763,0.225671,,,,,,
9139,76.158333,0.164306,0.068823,0.221006,0.184437,0.064211,0.394101,0.173465,0.070405,0.296617,0.169200,0.069206,0.281763,0.181200,0.067049,0.345221,0.216666,0.079812,0.225848,,,,,,
9140,76.166667,0.164309,0.068895,0.221127,0.184551,0.064141,0.393990,0.173284,0.070357,0.296657,0.169009,0.069228,0.281780,0.180904,0.066945,0.345169,0.216614,0.079575,0.226132,,,,,,
9141,76.175000,0.164291,0.068904,0.221135,0.184605,0.064058,0.393997,0.172889,0.070406,0.296697,0.168673,0.069254,0.281849,0.180853,0.066898,0.345144,0.216770,0.079583,0.226114,,,,,,
9142,76.183333,0.164372,0.068852,0.220590,0.184863,0.064067,0.394258,0.172728,0.070418,0.296690,0.168587,0.069302,0.281755,0.180623,0.067000,0.345348,0.216801,0.079878,0.226085,,,,,,
9143,76.191667,0.164457,0.068838,0.220889,0.185050,0.064095,0.394061,0.172592,0.070354,0.296632,0.168576,0.069189,0.281713,0.180090,0.066981,0.345313,0.216742,0.079870,0.226292,,,,,,
9144,76.200000,0.164448,0.068902,0.221015,0.185136,0.064030,0.393938,0.172394,0.070338,0.296666,0.168346,0.069196,0.281720,0.179843,0.066873,0.345244,0.216691,0.079880,0.226502,,,,,,
9145,76.208333,0.164428,0.068927,0.221043,0.185233,0.063971,0.393944,0.172034,0.070397,0.296723,0.168029,0.069245,0.281794,0.179837,0.066824,0.345234,0.216783,0.079923,0.226527,,,,,,
9146,76.216667,0.164509,0.068899,0.220627,0.185546,0.063975,0.394190,0.171910,0.070429,0.296717,0.167990,0.069301,0.281712,0.179624,0.066922,0.345437,0.216912,0.079934,0.226554,,,,,,
