Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z,Marker 4 X,Marker 4 Y,Marker 4 Z,Marker 5 X,Marker 5 Y,Marker 5 Z,Marker 6 X,Marker 6 Y,Marker 6 Z
85,0.708333,0.209510,0.077257,0.050644,0.215978,0.076374,0.098866,0.227268,0.073762,0.149563,0.229625,0.074283,0.165093,0.235144,0.068259,0.213237,0.237132,0.063085,0.261500
86,0.716667,0.209511,0.077252,0.050640,0.215979,0.076371,0.098865,0.227279,0.073765,0.149566,0.229623,0.074281,0.165096,0.235149,0.068257,0.213238,0.237137,0.063077,0.261499
87,0.725000,0.209510,0.077253,0.050644,0.215974,0.076371,0.098868,0.227275,0.073765,0.149568,0.229627,0.074286,0.165095,0.235145,0.068256,0.213240,0.237137,0.063084,0.261500
88,0.733333,0.209509,0.077250,0.050641,0.215974,0.076366,0.098865,0.227273,0.073758,0.149570,0.229627,0.074283,0.165092,0.235146,0.068258,0.213238,0.237134,0.063081,0.261505
89,0.741667,0.209511,0.077255,0.050648,0.215973,0.076374,0.098869,0.227268,0.073758,0.149570,0.229622,0.074283,0.165097,0.235140,0.068256,0.213239,0.237135,0.063080,0.261503
90,0.750000,0.209507,0.077256,0.050646,0.215974,0.076370,0.098873,0.227269,0.073760,0.149571,0.229625,0.074282,0.165097,0.235144,0.068257,0.213241,0.237130,0.063083,0.261505
91,0.758333,0.209506,0.077254,0.050650,0.215973,0.076371,0.098870,0.227272,0.073761,0.149571,0.229625,0.074279,0.165099,0.235142,0.068259,0.213240,0.237135,0.063085,0.261504
92,0.766667,0.209507,0.077255,0.050648,0.215974,0.076371,0.098867,0.227272,0.073766,0.149573,0.229624,0.074281,0.165095,0.235142,0.068258,0.213241,0.237130,0.063081,0.261502
93,0.775000,0.209511,0.077258,0.050649,0.215972,0.076371,0.098870,0.227269,0.073761,0.149571,0.229626,0.074283,0.165101,0.235145,0.068257,0.213242,0.237133,0.063084,0.261505
94,0.783333,0.209506,0.077250,0.050649,0.215972,0.076371,0.098868,0.227272,0.073764,0.149570,0.229622,0.074281,0.165098,0.235141,0.068256,0.213241,0.237133,0.063080,0.261504
95,0.791667,0.209507,0.077256,0.050646,0.215975,0.076366,0.098867,0.227271,0.073761,0.149570,0.229626,0.074278,0.165094,0.235142,0.068255,0.213242,0.237136,0.063079,0.261503
