Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z,Marker 4 X,Marker 4 Y,Marker 4 Z,Marker 5 X,Marker 5 Y,Marker 5 Z,Marker 6 X,Marker 6 Y,Marker 6 Z
107,0.891667,0.322808,0.027623,0.327607,0.316606,0.027159,0.375577,0.31916,0.027888,0.426983,0.319966,0.029733,0.442308,0.323016,0.029833,0.490524,0.325803,0.032238,0.538844
108,0.9,0.322811,0.027623,0.327607,0.316608,0.027163,0.375576,0.319163,0.02789,0.42698,0.32,0.029828,0.442386,0.323016,0.029838,0.490525,0.325804,0.032237,0.538842
109,0.908333,0.322807,0.027622,0.327603,0.316608,0.027159,0.375574,0.31916,0.027891,0.426977,0.319969,0.029737,0.442307,0.323014,0.029842,0.490522,0.325806,0.032234,0.538843
110,0.916667,0.322813,0.027619,0.327605,0.31661,0.02716,0.375572,0.319166,0.02789,0.426978,0.319968,0.029741,0.442307,0.323019,0.029838,0.490517,0.325807,0.03223,0.53884
111,0.925,0.322816,0.027623,0.327601,0.31661,0.027163,0.375571,0.319169,0.027886,0.42698,0.319992,0.029601,0.442327,0.323018,0.029836,0.490518,0.325808,0.032229,0.538837
112,0.933333,0.322821,0.027621,0.327604,0.316618,0.027165,0.375573,0.319169,0.027888,0.42697,0.319971,0.029737,0.442304,0.323023,0.029838,0.490521,0.32581,0.032234,0.53884
113,0.941667,0.32282,0.027625,0.327602,0.316616,0.027168,0.375571,0.319172,0.027895,0.426975,0.319975,0.029737,0.442311,0.323025,0.02984,0.490521,0.32581,0.032231,0.538836
114,0.95,0.322823,0.02762,0.327603,0.316617,0.027163,0.375569,0.319169,0.027892,0.426976,0.32,0.029597,0.442326,0.323024,0.029835,0.490521,0.325812,0.032233,0.538837
115,0.958333,0.322819,0.027626,0.327603,0.316616,0.027167,0.375571,0.31917,0.027896,0.426976,0.319995,0.029591,0.442325,0.323024,0.029837,0.490519,0.325808,0.032234,0.538841
116,0.966667,0.322817,0.027622,0.327606,0.316616,0.027162,0.37557,0.319166,0.027897,0.426981,0.319977,0.029736,0.442311,0.323021,0.029836,0.490525,0.325805,0.03223,0.538842
117,0.975,0.322815,0.027623,0.327604,0.316609,0.027162,0.375574,0.319164,0.027894,0.426981,0.319988,0.029587,0.442331,0.323016,0.02984,0.490524,0.325801,0.032236,0.538835
118,0.983333,0.322808,0.027624,0.327607,0.316607,0.02716,0.375573,0.319162,0.02789,0.426978,0.319986,0.029595,0.44233,0.323014,0.029832,0.490523,0.325802,0.032234,0.538838
119,0.991667,0.322806,0.027621,0.327607,0.316604,0.027162,0.375576,0.319161,0.027886,0.426975,0.319967,0.029735,0.44231,0.323011,0.029832,0.490526,0.325804,0.032235,0.538839
120,1,0.322804,0.02762,0.327607,0.316602,0.027164,0.37557,0.319161,0.02789,0.426976,0.319968,0.029735,0.442311,0.323011,0.029834,0.490522,0.3258,0.03223,0.53884
121,1.008333,0.322807,0.027622,0.327605,0.316607,0.027162,0.375571,0.319163,0.027888,0.42698,0.319963,0.029732,0.442306,0.323014,0.029837,0.49052,0.325806,0.032234,0.538839
122,1.016667,0.322811,0.027619,0.327603,0.316605,0.027161,0.375575,0.31916,0.027888,0.426976,0.31997,0.029735,0.442309,0.323015,0.029835,0.49052,0.325803,0.032234,0.538842
123,1.025,0.322817,0.027624,0.327602,0.316614,0.02716,0.375571,0.319169,0.027887,0.426977,0.31999,0.029591,0.442328,0.323021,0.029833,0.490518,0.325808,0.032231,0.538839
124,1.033333,0.322819,0.027625,0.327602,0.316615,0.027166,0.375572,0.319171,0.027886,0.426974,0.320005,0.02983,0.442382,0.323021,0.029837,0.490521,0.32581,0.032232,0.538841
125,1.041667,0.322823,0.027624,0.327605,0.316618,0.027161,0.375572,0.319172,0.027891,0.426973,0.319995,0.029595,0.442326,0.323023,0.029835,0.490521,0.32581,0.032229,0.538836
126,1.05,0.322823,0.027624,0.327605,0.316622,0.027167,0.375573,0.319171,0.027896,0.426978,0.319975,0.029738,0.442305,0.323025,0.029841,0.490523,0.325812,0.032233,0.538838
127,1.058333,0.322821,0.02762,0.327604,0.316617,0.02716,0.375572,0.319168,0.027891,0.426976,0.319991,0.029598,0.442327,0.32302,0.029835,0.49052,0.325807,0.032229,0.538837
128,1.066667,0.32282,0.027619,0.327605,0.316616,0.027163,0.375572,0.319165,0.027894,0.42698,0.31999,0.029595,0.442327,0.32302,0.029838,0.490521,0.325807,0.032236,0.538844
129,1.075,0.322813,0.027623,0.327606,0.316608,0.027163,0.375573,0.319166,0.027891,0.426976,0.319971,0.029732,0.442308,0.323015,0.029836,0.490522,0.325807,0.032232,0.538839
130,1.083333,0.322811,0.027621,0.327603,0.31661,0.027162,0.375571,0.319167,0.027884,0.426976,0.319988,0.029586,0.442322,0.323016,0.029835,0.490524,0.325805,0.032234,0.53884
131,1.091667,0.322808,0.027622,0.327601,0.316605,0.027164,0.37557,0.319158,0.027889,0.426978,0.31998,0.029595,0.442324,0.323014,0.029837,0.490519,0.325801,0.032234,0.538834
132,1.1,0.322809,0.02762,0.3276,0.316605,0.02716,0.37557,0.319164,0.027887,0.426974,0.319967,0.029729,0.442305,0.323014,0.029832,0.490517,0.325801,0.032232,0.538833
133,1.108333,0.322806,0.027617,0.327601,0.316605,0.027164,0.375569,0.319161,0.02789,0.426975,0.31999,0.029592,0.442319,0.323012,0.029835,0.490516,0.325802,0.032233,0.538838
134,1.116667,0.322808,0.027617,0.327598,0.316608,0.027158,0.375568,0.319168,0.027888,0.426976,0.319989,0.029594,0.44232,0.323018,0.029837,0.490514,0.325807,0.032231,0.538833
135,1.125,0.322815,0.027622,0.327603,0.31661,0.027164,0.375569,0.319164,0.027886,0.426974,0.31999,0.029591,0.442323,0.323017,0.029835,0.490521,0.325808,0.032233,0.538836
