Format Version,1.21,Take Name,circular_inextensible_tsample_0.5s,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-04 04.52.15.234 PM,Total Frames in Take,22369,Total Exported Frames,22369,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:2377,Unlabeled:2377,Unlabeled:2377,Unlabeled:2398,Unlabeled:2398,Unlabeled:2398,Unlabeled:2403,Unlabeled:2403,Unlabeled:2403,Unlabeled:2408,Unlabeled:2408,Unlabeled:2408,Unlabeled:2411,Unlabeled:2411,Unlabeled:2411,Unlabeled:2413,Unlabeled:2413,Unlabeled:2413
,,"8392B20CF49E3570949","8392B20CF49E3570949","8392B20CF49E3570949","8392B20CF49E357095E","8392B20CF49E357095E","8392B20CF49E357095E","8392B20CF49E3570963","8392B20CF49E3570963","8392B20CF49E3570963","8392B20CF49E3570968","8392B20CF49E3570968","8392B20CF49E3570968","8392B20CF49E357096B","8392B20CF49E357096B","8392B20CF49E357096B","8392B20CF49E357096D","8392B20CF49E357096D","8392B20CF49E357096D"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3433,28.608333,0.252421,0.059409,0.129766,0.253044,0.053600,0.296985,0.273853,0.049671,0.341865,0.258368,0.054380,0.232389,0.254729,0.055577,0.247150,0.263924,0.057944,0.179649
3434,28.616667,0.252029,0.059508,0.130060,0.253221,0.053570,0.296838,0.273525,0.049646,0.341954,0.258651,0.054314,0.232276,0.255033,0.055545,0.247055,0.263924,0.057868,0.179617
3435,28.625000,0.251795,0.059552,0.129966,0.253377,0.053527,0.296757,0.273189,0.049661,0.342044,0.258886,0.054327,0.232319,0.255350,0.055598,0.247132,0.263903,0.057880,0.179604
3436,28.633333,0.251316,0.059488,0.129454,0.253469,0.053489,0.296969,0.272856,0.049696,0.342414,0.259082,0.054340,0.232437,0.255437,0.055549,0.247298,0.264184,0.058097,0.179350
3437,28.641667,0.251066,0.059509,0.129825,0.253604,0.053395,0.296659,0.272368,0.049728,0.342346,0.259209,0.054360,0.232274,0.255691,0.055682,0.247091,0.264401,0.058063,0.179393
3438,28.650000,0.250808,0.059624,0.130080,0.253792,0.053366,0.296499,0.271951,0.049690,0.342425,0.259486,0.054272,0.232151,0.255860,0.055529,0.247009,0.264338,0.057976,0.179348
3439,28.658333,0.250655,0.059651,0.129960,0.253936,0.053338,0.296438,0.271538,0.049661,0.342563,0.259684,0.054277,0.232200,0.256157,0.055286,0.246947,0.264307,0.058003,0.179325
3440,28.666667,0.250245,0.059571,0.129461,0.254040,0.053303,0.296689,0.271214,0.049645,0.342953,0.259857,0.054290,0.232343,0.256371,0.055602,0.247203,0.264594,0.058228,0.179071
3441,28.675000,0.250129,0.059614,0.129878,0.254195,0.053199,0.296429,0.270820,0.049668,0.342859,0.259995,0.054311,0.232237,0.256458,0.055485,0.247103,0.264756,0.058157,0.179165
3442,28.683333,0.249963,0.059728,0.130143,0.254337,0.053185,0.296339,0.270499,0.049619,0.342927,0.260230,0.054256,0.232149,0.256690,0.055217,0.246944,0.264681,0.058072,0.179156
3443,28.691667,0.249889,0.059725,0.130036,0.254497,0.053163,0.296287,0.270185,0.049589,0.343036,0.260390,0.054304,0.232198,0.256957,0.055218,0.246987,0.264664,0.058096,0.179156
3444,28.700000,0.249494,0.059683,0.129540,0.254629,0.053129,0.296512,0.269935,0.049572,0.343371,0.260529,0.054355,0.232341,0.257014,0.055195,0.247190,0.264986,0.058324,0.178909
3445,28.708333,0.249389,0.059741,0.129953,0.254743,0.053060,0.296262,0.269594,0.049612,0.343213,0.260629,0.054367,0.232219,0.257175,0.055223,0.247061,0.265126,0.058253,0.179013
3446,28.716667,0.249170,0.059811,0.130201,0.254832,0.053063,0.296196,0.269317,0.049610,0.343255,0.260787,0.054320,0.232139,0.257438,0.055275,0.247004,0.265037,0.058168,0.178990
3447,28.725000,0.249075,0.059827,0.130154,0.254939,0.053044,0.296145,0.269035,0.049629,0.343302,0.260934,0.054308,0.232228,0.257583,0.055518,0.247101,0.265024,0.058178,0.179022
3448,28.733333,0.248664,0.059841,0.129743,0.254980,0.053017,0.296387,0.268796,0.049631,0.343623,0.261014,0.054351,0.232376,0.257509,0.055423,0.247313,0.265316,0.058398,0.178790
3449,28.741667,0.248546,0.059909,0.130171,0.255026,0.052950,0.296150,0.268466,0.049682,0.343449,0.261068,0.054339,0.232262,0.257632,0.055418,0.247176,0.265416,0.058325,0.178910
3450,28.750000,0.248325,0.059966,0.130412,0.255085,0.052960,0.296084,0.268177,0.049692,0.343487,0.261203,0.054298,0.232188,0.257781,0.055368,0.247103,0.265340,0.058243,0.178890
3451,28.758333,0.248215,0.059976,0.130351,0.255183,0.052938,0.296030,0.267844,0.049717,0.343538,0.261312,0.054328,0.232240,0.257970,0.055394,0.247126,0.265304,0.058250,0.178907
3452,28.766667,0.247769,0.059933,0.129936,0.255241,0.052915,0.296247,0.267602,0.049717,0.343839,0.261428,0.054376,0.232378,0.257976,0.055151,0.247241,0.265585,0.058475,0.178660
3453,28.775000,0.247659,0.059975,0.130321,0.255307,0.052858,0.296000,0.267318,0.049742,0.343636,0.261501,0.054373,0.232245,0.258084,0.055165,0.247085,0.265653,0.058402,0.178753
3454,28.783333,0.247503,0.060048,0.130530,0.255389,0.052866,0.295921,0.267082,0.049737,0.343639,0.261619,0.054322,0.232141,0.258232,0.055349,0.247094,0.265558,0.058308,0.178722
3455,28.791667,0.247448,0.060031,0.130433,0.255505,0.052850,0.295867,0.266776,0.049756,0.343680,0.261733,0.054344,0.232189,0.258465,0.055466,0.247116,0.265545,0.058315,0.178735
3456,28.800000,0.247020,0.059954,0.130027,0.255555,0.052835,0.296104,0.266524,0.049758,0.343969,0.261843,0.054434,0.232324,0.258472,0.055469,0.247289,0.265856,0.058559,0.178489
3457,28.808333,0.246905,0.059996,0.130446,0.255567,0.052774,0.295859,0.266243,0.049811,0.343749,0.261930,0.054437,0.232190,0.258601,0.055499,0.247153,0.265928,0.058446,0.178589
3458,28.816667,0.246734,0.060089,0.130670,0.255636,0.052808,0.295785,0.265959,0.049815,0.343777,0.262036,0.054385,0.232085,0.258803,0.055489,0.247028,0.265852,0.058375,0.178571
3459,28.825000,0.246674,0.060082,0.130587,0.255734,0.052783,0.295736,0.265651,0.049866,0.343793,0.262108,0.054413,0.232139,0.258838,0.055157,0.247008,0.265819,0.058379,0.178606
3460,28.833333,0.246273,0.060053,0.130225,0.255738,0.052776,0.295990,0.265416,0.049871,0.344080,0.262236,0.054457,0.232303,0.258827,0.055357,0.247291,0.266090,0.058584,0.178342
3461,28.841667,0.246195,0.060155,0.130654,0.255758,0.052727,0.295748,0.265176,0.049881,0.343867,0.262262,0.054456,0.232181,0.258939,0.055374,0.247156,0.266136,0.058494,0.178461
3462,28.850000,0.246026,0.060209,0.130879,0.255795,0.052748,0.295691,0.264988,0.049889,0.343861,0.262338,0.054390,0.232095,0.258997,0.055089,0.246980,0.266077,0.058427,0.178446
3463,28.858333,0.245971,0.060188,0.130794,0.255891,0.052736,0.295643,0.264774,0.049897,0.343867,0.262403,0.054419,0.232158,0.259123,0.055103,0.247008,0.266064,0.058430,0.178484
3464,28.866667,0.245521,0.060182,0.130465,0.255910,0.052735,0.295908,0.264594,0.049893,0.344140,0.262570,0.054434,0.232318,0.259152,0.055099,0.247197,0.266288,0.058617,0.178249
3465,28.875000,0.245375,0.060246,0.130923,0.255969,0.052696,0.295660,0.264413,0.049923,0.343914,0.262642,0.054421,0.232212,0.259234,0.055186,0.247065,0.266352,0.058537,0.178363
3466,28.883333,0.245128,0.060330,0.131215,0.256016,0.052723,0.295604,0.264180,0.049922,0.343846,0.262731,0.054418,0.232109,0.259351,0.055157,0.247006,0.266317,0.058496,0.178342
3467,28.891667,0.245034,0.060342,0.131194,0.256122,0.052708,0.295576,0.263992,0.049959,0.343866,0.262843,0.054453,0.232187,0.259559,0.055134,0.247046,0.266305,0.058498,0.178398
3468,28.900000,0.244641,0.060318,0.130837,0.256207,0.052818,0.295864,0.263916,0.049957,0.344202,0.263033,0.054462,0.232323,0.259596,0.055280,0.247220,0.266531,0.058675,0.178155
3469,28.908333,0.244630,0.060345,0.131273,0.256286,0.052703,0.295613,0.263787,0.049912,0.343930,0.263120,0.054461,0.232231,0.259717,0.055244,0.247102,0.266586,0.058600,0.178299
3470,28.916667,0.244510,0.060418,0.131466,0.256337,0.052730,0.295575,0.263665,0.049914,0.343932,0.263225,0.054377,0.232154,0.259851,0.055081,0.247031,0.266551,0.058561,0.178272
3471,28.925000,0.244476,0.060405,0.131409,0.256403,0.052718,0.295535,0.263467,0.049977,0.343922,0.263299,0.054408,0.232203,0.259991,0.055121,0.247054,0.266512,0.058547,0.178332
3472,28.933333,0.244063,0.060376,0.131056,0.256433,0.052817,0.295807,0.263308,0.049987,0.344266,0.263421,0.054495,0.232311,0.259995,0.055141,0.247207,0.266771,0.058737,0.178075
3473,28.941667,0.244009,0.060415,0.131498,0.256483,0.052708,0.295541,0.263152,0.049989,0.343972,0.263478,0.054486,0.232221,0.260195,0.055270,0.247095,0.266832,0.058668,0.178230
3474,28.950000,0.243815,0.060509,0.131729,0.256503,0.052735,0.295501,0.263012,0.050008,0.343959,0.263560,0.054430,0.232150,0.260242,0.055392,0.247096,0.266793,0.058629,0.178191
3475,28.958333,0.243706,0.060539,0.131707,0.256579,0.052728,0.295463,0.262827,0.050070,0.343941,0.263607,0.054452,0.232208,0.260309,0.055330,0.247124,0.266748,0.058624,0.178254
3476,28.966667,0.243318,0.060557,0.131445,0.256640,0.052804,0.295738,0.262697,0.050104,0.344268,0.263754,0.054495,0.232335,0.260320,0.055153,0.247206,0.266991,0.058801,0.177995
3477,28.975000,0.243253,0.060587,0.131845,0.256706,0.052721,0.295474,0.262520,0.050088,0.343995,0.263801,0.054503,0.232238,0.260476,0.055367,0.247165,0.267032,0.058744,0.178152
3478,28.983333,0.243084,0.060615,0.132044,0.256731,0.052740,0.295448,0.262326,0.050116,0.343985,0.263897,0.054435,0.232160,0.260550,0.055283,0.247111,0.266977,0.058686,0.178112
3479,28.991667,0.243019,0.060613,0.132001,0.256772,0.052731,0.295402,0.262084,0.050203,0.343962,0.263937,0.054454,0.232223,0.260653,0.055325,0.247140,0.266929,0.058678,0.178177
3480,29.000000,0.242603,0.060591,0.131708,0.256766,0.052789,0.295666,0.261871,0.050233,0.344279,0.264091,0.054468,0.232352,0.260630,0.055141,0.247209,0.267146,0.058873,0.177905
3481,29.008333,0.242540,0.060609,0.132091,0.256824,0.052719,0.295390,0.261702,0.050256,0.343981,0.264122,0.054464,0.232230,0.260716,0.055182,0.247069,0.267166,0.058796,0.178058
3482,29.016667,0.242354,0.060677,0.132330,0.256818,0.052744,0.295344,0.261533,0.050262,0.343964,0.264184,0.054396,0.232138,0.260838,0.055265,0.247089,0.267108,0.058745,0.178014
3483,29.025000,0.242268,0.060701,0.132299,0.256859,0.052723,0.295309,0.261348,0.050300,0.343944,0.264222,0.054411,0.232200,0.261010,0.055412,0.247077,0.267049,0.058727,0.178086
3484,29.033333,0.241873,0.060672,0.132041,0.256893,0.052781,0.295585,0.261205,0.050311,0.344257,0.264334,0.054444,0.232318,0.260922,0.055283,0.247266,0.267258,0.058915,0.177817
3485,29.041667,0.241853,0.060682,0.132412,0.256989,0.052713,0.295316,0.261090,0.050274,0.343982,0.264344,0.054491,0.232185,0.261035,0.055318,0.247140,0.267268,0.058825,0.177968
3486,29.050000,0.241703,0.060721,0.132612,0.257007,0.052732,0.295287,0.260995,0.050252,0.343969,0.264424,0.054413,0.232107,0.261117,0.055232,0.247059,0.267227,0.058788,0.177928
3487,29.058333,0.241628,0.060728,0.132578,0.257068,0.052716,0.295256,0.260863,0.050278,0.343959,0.264476,0.054439,0.232177,0.261189,0.055281,0.247106,0.267181,0.058769,0.178009
3488,29.066667,0.241239,0.060722,0.132327,0.257118,0.052776,0.295532,0.260726,0.050268,0.344273,0.264633,0.054459,0.232304,0.261243,0.055276,0.247257,0.267403,0.058959,0.177728
3489,29.075000,0.241220,0.060729,0.132693,0.257197,0.052705,0.295266,0.260653,0.050247,0.343998,0.264685,0.054475,0.232204,0.261334,0.055327,0.247127,0.267419,0.058858,0.177886
3490,29.083333,0.241073,0.060768,0.132879,0.257193,0.052717,0.295247,0.260554,0.050216,0.343989,0.264751,0.054399,0.232142,0.261399,0.055244,0.247059,0.267387,0.058835,0.177855
3491,29.091667,0.241020,0.060769,0.132842,0.257234,0.052674,0.295218,0.260437,0.050224,0.343976,0.264798,0.054419,0.232206,0.261476,0.055109,0.247025,0.267342,0.058812,0.177931
3492,29.100000,0.240653,0.060776,0.132636,0.257317,0.052757,0.295481,0.260324,0.050211,0.344262,0.264895,0.054502,0.232302,0.261519,0.055283,0.247264,0.267549,0.058992,0.177651
3493,29.108333,0.240638,0.060797,0.132989,0.257364,0.052668,0.295225,0.260253,0.050172,0.344005,0.264963,0.054491,0.232206,0.261640,0.055329,0.247137,0.267569,0.058896,0.177806
3494,29.116667,0.240527,0.060851,0.133178,0.257372,0.052678,0.295211,0.260142,0.050161,0.343989,0.265055,0.054409,0.232141,0.261676,0.055080,0.246998,0.267548,0.058873,0.177780
3495,29.125000,0.240487,0.060857,0.133148,0.257427,0.052673,0.295185,0.259992,0.050202,0.343971,0.265068,0.054480,0.232197,0.261805,0.055283,0.247122,0.267505,0.058852,0.177852
3496,29.133333,0.240110,0.060858,0.132899,0.257471,0.052707,0.295452,0.259830,0.050218,0.344250,0.265179,0.054534,0.232301,0.261804,0.055279,0.247258,0.267698,0.059019,0.177575
3497,29.141667,0.240115,0.060901,0.133274,0.257545,0.052690,0.295188,0.259763,0.050198,0.343991,0.265204,0.054545,0.232188,0.261917,0.055337,0.247130,0.267695,0.058916,0.177731
3498,29.150000,0.239988,0.060943,0.133468,0.257515,0.052699,0.295163,0.259666,0.050189,0.343971,0.265300,0.054428,0.232125,0.262000,0.055138,0.246993,0.267655,0.058890,0.177708
3499,29.158333,0.239952,0.060945,0.133428,0.257568,0.052693,0.295140,0.259529,0.050211,0.343957,0.265294,0.054491,0.232182,0.262001,0.055201,0.247025,0.267608,0.058872,0.177779
3500,29.166667,0.239589,0.060928,0.133194,0.257583,0.052697,0.295399,0.259376,0.050212,0.344231,0.265386,0.054558,0.232286,0.261990,0.055204,0.247173,0.267811,0.059037,0.177507
3501,29.175000,0.239578,0.060938,0.133544,0.257631,0.052653,0.295148,0.259342,0.050199,0.343978,0.265422,0.054553,0.232173,0.262141,0.055427,0.247117,0.267786,0.058937,0.177663
3502,29.183333,0.239471,0.060959,0.133713,0.257628,0.052690,0.295129,0.259268,0.050178,0.343965,0.265469,0.054484,0.232106,0.262117,0.055093,0.247001,0.267745,0.058906,0.177643
3503,29.191667,0.239430,0.060980,0.133696,0.257687,0.052684,0.295120,0.259179,0.050206,0.343948,0.265481,0.054501,0.232179,0.262213,0.055059,0.247030,0.267697,0.058901,0.177728
3504,29.200000,0.239081,0.060948,0.133473,0.257701,0.052681,0.295371,0.259077,0.050191,0.344205,0.265611,0.054515,0.232292,0.262195,0.055064,0.247167,0.267895,0.059059,0.177451
3505,29.208333,0.239086,0.060981,0.133817,0.257764,0.052673,0.295109,0.259055,0.050183,0.343953,0.265631,0.054531,0.232170,0.262249,0.055182,0.247034,0.267864,0.058955,0.177586
3506,29.216667,0.238962,0.061028,0.133989,0.257737,0.052682,0.295102,0.258984,0.050182,0.343936,0.265658,0.054447,0.232115,0.262281,0.055077,0.246985,0.267814,0.058936,0.177582
3507,29.225000,0.238921,0.061036,0.133976,0.257783,0.052676,0.295091,0.258903,0.050211,0.343923,0.265674,0.054462,0.232195,0.262329,0.055108,0.247031,0.267768,0.058923,0.177676
3508,29.233333,0.238552,0.061012,0.133777,0.257780,0.052670,0.295345,0.258810,0.050189,0.344190,0.265772,0.054531,0.232295,0.262360,0.055073,0.247174,0.267951,0.059079,0.177388
3509,29.241667,0.238546,0.061023,0.134100,0.257859,0.052664,0.295080,0.258813,0.050199,0.343924,0.265787,0.054530,0.232166,0.262413,0.055193,0.247022,0.267918,0.058973,0.177550
3510,29.250000,0.238440,0.061056,0.134258,0.257833,0.052672,0.295078,0.258752,0.050194,0.343920,0.265784,0.054492,0.232099,0.262436,0.055088,0.246989,0.267862,0.058959,0.177534
3511,29.258333,0.238426,0.061069,0.134228,0.257876,0.052659,0.295070,0.258680,0.050224,0.343905,0.265793,0.054502,0.232186,0.262487,0.055111,0.247033,0.267819,0.058940,0.177631
3512,29.266667,0.238076,0.061017,0.134020,0.257866,0.052661,0.295315,0.258592,0.050205,0.344171,0.265888,0.054582,0.232275,0.262502,0.055085,0.247157,0.268007,0.059096,0.177330
3513,29.275000,0.238100,0.061007,0.134335,0.257948,0.052649,0.295057,0.258584,0.050227,0.343903,0.265893,0.054570,0.232144,0.262551,0.055187,0.247011,0.267961,0.058993,0.177499
3514,29.283333,0.238022,0.061055,0.134479,0.257914,0.052652,0.295054,0.258505,0.050230,0.343902,0.265915,0.054487,0.232094,0.262567,0.055085,0.246981,0.267902,0.058973,0.177489
3515,29.291667,0.238018,0.061054,0.134440,0.257952,0.052652,0.295049,0.258423,0.050257,0.343883,0.265923,0.054507,0.232174,0.262613,0.055109,0.247014,0.267867,0.058962,0.177585
3516,29.300000,0.237648,0.061021,0.134232,0.257941,0.052646,0.295287,0.258308,0.050241,0.344150,0.266029,0.054576,0.232270,0.262595,0.055120,0.247150,0.268045,0.059118,0.177278
3517,29.308333,0.237671,0.061017,0.134568,0.258018,0.052636,0.295037,0.258296,0.050267,0.343882,0.266033,0.054554,0.232143,0.262681,0.055184,0.247001,0.268002,0.059015,0.177458
3518,29.316667,0.237589,0.061052,0.134723,0.257979,0.052637,0.295029,0.258195,0.050269,0.343871,0.266054,0.054495,0.232082,0.262690,0.055079,0.246967,0.267954,0.058998,0.177442
3519,29.325000,0.237568,0.061049,0.134687,0.258005,0.052647,0.295016,0.258102,0.050314,0.343844,0.266066,0.054510,0.232169,0.262775,0.055071,0.247001,0.267924,0.058986,0.177534
3520,29.333333,0.237204,0.061016,0.134501,0.258014,0.052668,0.295256,0.257998,0.050294,0.344114,0.266198,0.054555,0.232273,0.262723,0.055139,0.247145,0.268098,0.059142,0.177226
3521,29.341667,0.237232,0.061036,0.134832,0.258090,0.052626,0.295015,0.258006,0.050298,0.343857,0.266176,0.054563,0.232138,0.262852,0.055134,0.246993,0.268050,0.059036,0.177415
3522,29.350000,0.237161,0.061074,0.134974,0.258055,0.052629,0.295009,0.257960,0.050280,0.343846,0.266185,0.054495,0.232071,0.262851,0.055034,0.246954,0.268001,0.059019,0.177391
3523,29.358333,0.237148,0.061070,0.134933,0.258091,0.052631,0.294999,0.257891,0.050313,0.343818,0.266207,0.054504,0.232156,0.262896,0.055077,0.246989,0.267981,0.059000,0.177484
3524,29.366667,0.236859,0.061050,0.134793,0.258155,0.052757,0.295250,0.257776,0.050316,0.344228,0.266350,0.054556,0.232182,0.262915,0.055106,0.247034,0.268153,0.059169,0.177160
3525,29.375000,0.236937,0.061053,0.135064,0.258323,0.052686,0.295034,0.257690,0.050333,0.343945,0.266342,0.054576,0.232060,0.262991,0.055241,0.246915,0.268092,0.059030,0.177397
3526,29.383333,0.236883,0.061052,0.135167,0.258291,0.052639,0.295049,0.257580,0.050335,0.343936,0.266446,0.054498,0.232038,0.263155,0.055397,0.247001,0.268053,0.059015,0.177349
3527,29.391667,0.236947,0.061026,0.135144,0.258365,0.052707,0.294998,0.257497,0.050369,0.343904,0.266472,0.054527,0.232067,0.263228,0.055454,0.246984,0.268015,0.058994,0.177470
3528,29.400000,0.236649,0.060984,0.134997,0.258421,0.052797,0.295271,0.257312,0.050394,0.344319,0.266573,0.054588,0.232075,0.263215,0.055482,0.247005,0.268180,0.059148,0.177119
3529,29.408333,0.236755,0.060990,0.135244,0.258650,0.052714,0.295057,0.257158,0.050437,0.344023,0.266553,0.054566,0.231962,0.263269,0.055287,0.246831,0.268108,0.058998,0.177370
3530,29.416667,0.236748,0.060969,0.135300,0.258644,0.052701,0.295057,0.256978,0.050450,0.344001,0.266662,0.054509,0.231945,0.263420,0.055351,0.246921,0.268058,0.058979,0.177316
3531,29.425000,0.236838,0.060941,0.135262,0.258681,0.052701,0.294996,0.256829,0.050505,0.343940,0.266733,0.054568,0.231979,0.263535,0.055424,0.246918,0.268034,0.058969,0.177430
3532,29.433333,0.236542,0.060925,0.135114,0.258796,0.052861,0.295267,0.256584,0.050525,0.344333,0.266832,0.054622,0.231973,0.263536,0.055441,0.246933,0.268184,0.059114,0.177076
3533,29.441667,0.236672,0.060921,0.135336,0.259074,0.052779,0.295081,0.256373,0.050561,0.344054,0.266816,0.054592,0.231887,0.263663,0.055487,0.246841,0.268109,0.058955,0.177342
3534,29.450000,0.236699,0.060901,0.135379,0.259078,0.052762,0.295080,0.256194,0.050573,0.344015,0.266925,0.054550,0.231868,0.263846,0.055377,0.246860,0.268057,0.058948,0.177295
3535,29.458333,0.236798,0.060877,0.135323,0.259091,0.052750,0.295009,0.256054,0.050627,0.343921,0.267001,0.054591,0.231907,0.263959,0.055442,0.246866,0.268028,0.058937,0.177406
3536,29.466667,0.236497,0.060854,0.135185,0.259173,0.052873,0.295278,0.255782,0.050652,0.344322,0.267078,0.054633,0.231891,0.263926,0.055453,0.246873,0.268189,0.059086,0.177044
3537,29.475000,0.236620,0.060871,0.135400,0.259423,0.052777,0.295086,0.255625,0.050702,0.344007,0.267032,0.054599,0.231805,0.263985,0.055485,0.246788,0.268086,0.058917,0.177312
3538,29.483333,0.236659,0.060843,0.135440,0.259422,0.052748,0.295094,0.255477,0.050709,0.343970,0.267118,0.054539,0.231796,0.264100,0.055370,0.246820,0.268028,0.058912,0.177280
3539,29.491667,0.236777,0.060827,0.135383,0.259442,0.052729,0.295032,0.255395,0.050719,0.343894,0.267181,0.054575,0.231845,0.264201,0.055432,0.246833,0.267994,0.058899,0.177407
3540,29.500000,0.236468,0.060792,0.135231,0.259503,0.052799,0.295312,0.255144,0.050712,0.344261,0.267246,0.054622,0.231827,0.264154,0.055442,0.246837,0.268149,0.059037,0.177043
3541,29.508333,0.236594,0.060818,0.135449,0.259827,0.052703,0.295114,0.254981,0.050757,0.343967,0.267215,0.054575,0.231747,0.264275,0.055478,0.246758,0.268042,0.058877,0.177311
3542,29.516667,0.236646,0.060796,0.135487,0.259830,0.052682,0.295126,0.254757,0.050756,0.343926,0.267324,0.054540,0.231754,0.264480,0.055450,0.246782,0.267981,0.058874,0.177286
3543,29.525000,0.236763,0.060779,0.135416,0.259843,0.052649,0.295053,0.254629,0.050807,0.343820,0.267389,0.054604,0.231790,0.264561,0.055433,0.246803,0.267950,0.058866,0.177401
3544,29.533333,0.236464,0.060738,0.135254,0.259931,0.052802,0.295312,0.254336,0.050837,0.344189,0.267447,0.054650,0.231756,0.264512,0.055442,0.246807,0.268126,0.059000,0.177028
3545,29.541667,0.236609,0.060766,0.135476,0.260192,0.052661,0.295121,0.254145,0.050899,0.343860,0.267422,0.054626,0.231689,0.264635,0.055467,0.246726,0.268011,0.058836,0.177302
3546,29.550000,0.236665,0.060735,0.135502,0.260209,0.052686,0.295129,0.253919,0.050877,0.343815,0.267507,0.054569,0.231684,0.264811,0.055355,0.246757,0.267952,0.058830,0.177279
3547,29.558333,0.236794,0.060727,0.135425,0.260171,0.052619,0.295054,0.253776,0.050921,0.343710,0.267593,0.054612,0.231732,0.264921,0.055433,0.246765,0.267913,0.058827,0.177394
3548,29.566667,0.236474,0.060679,0.135260,0.260253,0.052782,0.295320,0.253445,0.050961,0.344056,0.267638,0.054667,0.231688,0.264870,0.055440,0.246757,0.268083,0.058954,0.177014
3549,29.575000,0.236627,0.060719,0.135478,0.260492,0.052645,0.295132,0.253235,0.051025,0.343729,0.267623,0.054629,0.231625,0.264951,0.055463,0.246687,0.267967,0.058801,0.177296
3550,29.583333,0.236684,0.060689,0.135508,0.260501,0.052651,0.295146,0.253022,0.051010,0.343682,0.267698,0.054579,0.231618,0.265031,0.055207,0.246641,0.267903,0.058799,0.177278
3551,29.591667,0.236810,0.060678,0.135434,0.260450,0.052583,0.295066,0.252933,0.051032,0.343592,0.267770,0.054614,0.231670,0.265149,0.055418,0.246739,0.267853,0.058788,0.177392
3552,29.600000,0.236502,0.060638,0.135277,0.260535,0.052703,0.295356,0.252662,0.051049,0.343933,0.267819,0.054655,0.231633,0.265105,0.055428,0.246742,0.268041,0.058909,0.177017
