Format Version,1.21,Take Name,circular_inextensible_tsample_0.5s,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-04 04.52.15.234 PM,Total Frames in Take,22369,Total Exported Frames,22369,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:2377,Unlabeled:2377,Unlabeled:2377,Unlabeled:2398,Unlabeled:2398,Unlabeled:2398,Unlabeled:2403,Unlabeled:2403,Unlabeled:2403,Unlabeled:2408,Unlabeled:2408,Unlabeled:2408,Unlabeled:2411,Unlabeled:2411,Unlabeled:2411,Unlabeled:2413,Unlabeled:2413,Unlabeled:2413
,,"8392B20CF49E3570949","8392B20CF49E3570949","8392B20CF49E3570949","8392B20CF49E357095E","8392B20CF49E357095E","8392B20CF49E357095E","8392B20CF49E3570963","8392B20CF49E3570963","8392B20CF49E3570963","8392B20CF49E3570968","8392B20CF49E3570968","8392B20CF49E3570968","8392B20CF49E357096B","8392B20CF49E357096B","8392B20CF49E357096B","8392B20CF49E357096D","8392B20CF49E357096D","8392B20CF49E357096D"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
98,0.816667,0.258403,0.065007,0.099096,0.266618,0.058659,0.261855,0.262546,0.058282,0.310433,0.266597,0.059074,0.198324,0.267071,0.059987,0.213681,0.260726,0.061847,0.147204
99,0.825000,0.258407,0.065001,0.099097,0.266616,0.058652,0.261858,0.262543,0.058284,0.310439,0.266593,0.059074,0.198325,0.267066,0.059993,0.213680,0.260722,0.061837,0.147203
100,0.833333,0.258406,0.065002,0.099096,0.266621,0.058653,0.261853,0.262546,0.058284,0.310435,0.266594,0.059075,0.198325,0.267071,0.059997,0.213677,0.260726,0.061836,0.147202
101,0.841667,0.258397,0.065003,0.099091,0.266614,0.058654,0.261858,0.262542,0.058283,0.310431,0.266592,0.059066,0.198323,0.267066,0.059990,0.213678,0.260721,0.061839,0.147199
102,0.850000,0.258402,0.065003,0.099090,0.266617,0.058654,0.261855,0.262544,0.058281,0.310436,0.266595,0.059064,0.198318,0.267068,0.059991,0.213672,0.260718,0.061841,0.147199
103,0.858333,0.258394,0.064998,0.099091,0.266607,0.058648,0.261856,0.262538,0.058278,0.310432,0.266588,0.059064,0.198320,0.267061,0.059998,0.213679,0.260715,0.061834,0.147196
104,0.866667,0.258393,0.064995,0.099090,0.266607,0.058653,0.261855,0.262534,0.058277,0.310435,0.266584,0.059069,0.198319,0.267053,0.060002,0.213675,0.260712,0.061835,0.147198
105,0.875000,0.258390,0.065000,0.099098,0.266606,0.058651,0.261855,0.262534,0.058280,0.310435,0.266584,0.059063,0.198324,0.267059,0.059994,0.213680,0.260712,0.061838,0.147202
106,0.883333,0.258391,0.064997,0.099096,0.266610,0.058648,0.261861,0.262537,0.058279,0.310437,0.266586,0.059067,0.198325,0.267060,0.059993,0.213678,0.260713,0.061836,0.147200
107,0.891667,0.258400,0.065002,0.099098,0.266615,0.058657,0.261859,0.262539,0.058281,0.310439,0.266588,0.059072,0.198328,0.267063,0.059992,0.213683,0.260720,0.061840,0.147203
108,0.900000,0.258401,0.065001,0.099098,0.266614,0.058651,0.261858,0.262542,0.058281,0.310441,0.266594,0.059066,0.198327,0.267067,0.059989,0.213683,0.260719,0.061840,0.147203
109,0.908333,0.258407,0.065003,0.099101,0.266617,0.058657,0.261862,0.262545,0.058281,0.310442,0.266595,0.059074,0.198327,0.267071,0.059999,0.213687,0.260724,0.061842,0.147209
110,0.916667,0.258404,0.065001,0.099100,0.266618,0.058658,0.261858,0.262542,0.058279,0.310436,0.266594,0.059066,0.198329,0.267074,0.059992,0.213681,0.260723,0.061839,0.147206
111,0.925000,0.258406,0.065006,0.099101,0.266621,0.058653,0.261856,0.262548,0.058280,0.310437,0.266601,0.059069,0.198325,0.267075,0.059992,0.213682,0.260730,0.061844,0.147203
112,0.933333,0.258408,0.065003,0.099087,0.266619,0.058656,0.261851,0.262546,0.058280,0.310429,0.266592,0.059066,0.198318,0.267070,0.059991,0.213671,0.260726,0.061837,0.147196
113,0.941667,0.258408,0.065001,0.099089,0.266621,0.058654,0.261852,0.262549,0.058283,0.310429,0.266602,0.059065,0.198314,0.267070,0.060002,0.213674,0.260729,0.061843,0.147193
114,0.950000,0.258401,0.064998,0.099084,0.266617,0.058653,0.261844,0.262548,0.058280,0.310424,0.266595,0.059058,0.198307,0.267071,0.059990,0.213666,0.260724,0.061836,0.147185
115,0.958333,0.258405,0.065002,0.099085,0.266618,0.058652,0.261844,0.262544,0.058277,0.310424,0.266595,0.059066,0.198308,0.267069,0.059997,0.213670,0.260722,0.061841,0.147190
116,0.966667,0.258403,0.065003,0.099080,0.266623,0.058653,0.261844,0.262546,0.058277,0.310420,0.266596,0.059059,0.198306,0.267071,0.059994,0.213663,0.260722,0.061839,0.147188
117,0.975000,0.258404,0.065003,0.099088,0.266619,0.058655,0.261850,0.262544,0.058280,0.310429,0.266600,0.059073,0.198317,0.267070,0.059999,0.213675,0.260724,0.061838,0.147193
118,0.983333,0.258402,0.065002,0.099094,0.266617,0.058654,0.261855,0.262548,0.058282,0.310431,0.266597,0.059068,0.198324,0.267073,0.059995,0.213674,0.260727,0.061843,0.147198
119,0.991667,0.258400,0.064999,0.099101,0.266617,0.058653,0.261861,0.262542,0.058282,0.310440,0.266593,0.059065,0.198330,0.267067,0.059992,0.213681,0.260719,0.061837,0.147209
120,1.000000,0.258396,0.065002,0.099103,0.266617,0.058652,0.261865,0.262543,0.058280,0.310441,0.266590,0.059067,0.198331,0.267066,0.059997,0.213685,0.260719,0.061835,0.147209
121,1.008333,0.258394,0.065001,0.099106,0.266609,0.058651,0.261869,0.262535,0.058279,0.310444,0.266587,0.059068,0.198336,0.267063,0.059982,0.213694,0.260715,0.061841,0.147209
122,1.016667,0.258395,0.064999,0.099100,0.266612,0.058654,0.261866,0.262540,0.058283,0.310438,0.266585,0.059067,0.198329,0.267060,0.059994,0.213681,0.260715,0.061838,0.147207
123,1.025000,0.258392,0.065000,0.099097,0.266610,0.058652,0.261859,0.262539,0.058282,0.310437,0.266587,0.059064,0.198327,0.267060,0.059991,0.213682,0.260715,0.061835,0.147204
124,1.033333,0.258396,0.064997,0.099092,0.266611,0.058650,0.261853,0.262542,0.058279,0.310432,0.266588,0.059063,0.198319,0.267063,0.059991,0.213679,0.260718,0.061839,0.147197
125,1.041667,0.258397,0.064999,0.099089,0.266615,0.058650,0.261853,0.262544,0.058282,0.310429,0.266591,0.059068,0.198318,0.267062,0.059991,0.213672,0.260717,0.061844,0.147196
126,1.050000,0.258400,0.064999,0.099090,0.266616,0.058655,0.261852,0.262543,0.058277,0.310427,0.266592,0.059061,0.198314,0.267069,0.059997,0.213673,0.260718,0.061835,0.147191
127,1.058333,0.258402,0.065002,0.099093,0.266620,0.058653,0.261853,0.262547,0.058283,0.310432,0.266592,0.059071,0.198317,0.267072,0.059995,0.213674,0.260723,0.061841,0.147195
128,1.066667,0.258402,0.065003,0.099096,0.266616,0.058651,0.261854,0.262545,0.058281,0.310435,0.266600,0.059067,0.198318,0.267063,0.059993,0.213678,0.260724,0.061842,0.147199
129,1.075000,0.258404,0.065001,0.099098,0.266620,0.058657,0.261858,0.262545,0.058282,0.310436,0.266596,0.059068,0.198325,0.267065,0.059984,0.213682,0.260725,0.061840,0.147202
130,1.083333,0.258400,0.065003,0.099097,0.266614,0.058655,0.261861,0.262542,0.058279,0.310436,0.266593,0.059070,0.198328,0.267069,0.059992,0.213685,0.260721,0.061837,0.147208
131,1.091667,0.258402,0.065002,0.099100,0.266617,0.058655,0.261862,0.262546,0.058283,0.310440,0.266595,0.059072,0.198330,0.267069,0.059994,0.213679,0.260723,0.061842,0.147202
132,1.100000,0.258402,0.065004,0.099098,0.266617,0.058656,0.261857,0.262541,0.058282,0.310435,0.266593,0.059069,0.198326,0.267071,0.059995,0.213678,0.260723,0.061840,0.147202
133,1.108333,0.258404,0.065005,0.099097,0.266619,0.058655,0.261857,0.262544,0.058284,0.310434,0.266600,0.059063,0.198324,0.267070,0.059989,0.213678,0.260724,0.061842,0.147202
134,1.116667,0.258406,0.065000,0.099090,0.266619,0.058659,0.261852,0.262549,0.058283,0.310428,0.266596,0.059067,0.198321,0.267077,0.059985,0.213676,0.260727,0.061844,0.147198
135,1.125000,0.258409,0.065002,0.099090,0.266621,0.058655,0.261853,0.262550,0.058284,0.310428,0.266605,0.059069,0.198322,0.267077,0.059993,0.213676,0.260728,0.061841,0.147194
136,1.133333,0.258407,0.065001,0.099091,0.266622,0.058658,0.261851,0.262553,0.058284,0.310431,0.266605,0.059066,0.198317,0.267079,0.059990,0.213674,0.260734,0.061842,0.147197
137,1.141667,0.258408,0.065005,0.099087,0.266621,0.058657,0.261851,0.262548,0.058284,0.310427,0.266599,0.059067,0.198321,0.267075,0.059997,0.213675,0.260729,0.061839,0.147191
138,1.150000,0.258409,0.065007,0.099090,0.266623,0.058655,0.261852,0.262550,0.058278,0.310430,0.266600,0.059072,0.198324,0.267075,0.059992,0.213674,0.260731,0.061840,0.147196
139,1.158333,0.258402,0.065001,0.099089,0.266614,0.058656,0.261851,0.262545,0.058277,0.310429,0.266593,0.059066,0.198323,0.267070,0.059987,0.213676,0.260719,0.061838,0.147200
140,1.166667,0.258399,0.065002,0.099093,0.266617,0.058653,0.261858,0.262543,0.058282,0.310432,0.266592,0.059072,0.198324,0.267062,0.060000,0.213680,0.260720,0.061839,0.147203
141,1.175000,0.258398,0.064999,0.099093,0.266612,0.058656,0.261857,0.262538,0.058277,0.310433,0.266589,0.059063,0.198319,0.267062,0.059984,0.213678,0.260717,0.061836,0.147200
142,1.183333,0.258395,0.065002,0.099103,0.266614,0.058650,0.261864,0.262537,0.058278,0.310441,0.266592,0.059061,0.198328,0.267061,0.059987,0.213680,0.260715,0.061839,0.147208
143,1.191667,0.258393,0.065000,0.099101,0.266612,0.058655,0.261861,0.262537,0.058279,0.310439,0.266589,0.059072,0.198331,0.267061,0.060002,0.213679,0.260713,0.061839,0.147203
144,1.200000,0.258394,0.065001,0.099102,0.266610,0.058652,0.261866,0.262534,0.058276,0.310443,0.266587,0.059067,0.198329,0.267055,0.059983,0.213686,0.260715,0.061838,0.147206
145,1.208333,0.258399,0.065004,0.099096,0.266613,0.058653,0.261862,0.262539,0.058276,0.310439,0.266592,0.059070,0.198329,0.267063,0.059988,0.213685,0.260720,0.061839,0.147205
146,1.216667,0.258396,0.064995,0.099095,0.266613,0.058649,0.261858,0.262537,0.058280,0.310437,0.266586,0.059069,0.198325,0.267066,0.059996,0.213684,0.260715,0.061840,0.147201
147,1.225000,0.258402,0.065001,0.099094,0.266617,0.058651,0.261854,0.262546,0.058278,0.310430,0.266594,0.059064,0.198316,0.267065,0.059988,0.213677,0.260723,0.061835,0.147197
148,1.233333,0.258397,0.065002,0.099090,0.266611,0.058654,0.261856,0.262541,0.058282,0.310431,0.266596,0.059068,0.198317,0.267068,0.059993,0.213674,0.260718,0.061838,0.147191
149,1.241667,0.258399,0.064998,0.099087,0.266616,0.058651,0.261848,0.262542,0.058276,0.310425,0.266592,0.059062,0.198312,0.267063,0.059998,0.213666,0.260722,0.061835,0.147189
150,1.250000,0.258398,0.064996,0.099085,0.266615,0.058650,0.261849,0.262542,0.058280,0.310427,0.266594,0.059070,0.198312,0.267069,0.059986,0.213670,0.260721,0.061839,0.147191
151,1.258333,0.258404,0.065001,0.099088,0.266620,0.058650,0.261847,0.262544,0.058280,0.310430,0.266592,0.059064,0.198316,0.267070,0.059998,0.213671,0.260723,0.061837,0.147192
152,1.266667,0.258404,0.065005,0.099090,0.266620,0.058656,0.261847,0.262550,0.058283,0.310431,0.266603,0.059069,0.198321,0.267074,0.059993,0.213678,0.260724,0.061841,0.147197
153,1.275000,0.258409,0.064999,0.099091,0.266620,0.058658,0.261852,0.262546,0.058283,0.310432,0.266602,0.059073,0.198320,0.267074,0.059990,0.213673,0.260728,0.061834,0.147201
154,1.283333,0.258406,0.065004,0.099100,0.266625,0.058655,0.261862,0.262548,0.058283,0.310435,0.266608,0.059071,0.198329,0.267079,0.059996,0.213679,0.260730,0.061844,0.147202
155,1.291667,0.258407,0.064999,0.099094,0.266623,0.058655,0.261858,0.262548,0.058279,0.310436,0.266605,0.059063,0.198321,0.267073,0.059980,0.213681,0.260725,0.061840,0.147201
156,1.300000,0.258405,0.065005,0.099097,0.266622,0.058657,0.261861,0.262547,0.058285,0.310438,0.266601,0.059069,0.198322,0.267074,0.059991,0.213673,0.260725,0.061844,0.147202
157,1.308333,0.258398,0.065002,0.099091,0.266615,0.058653,0.261855,0.262543,0.058282,0.310431,0.266595,0.059069,0.198326,0.267066,0.059993,0.213679,0.260724,0.061840,0.147198
158,1.316667,0.258401,0.065000,0.099092,0.266618,0.058653,0.261857,0.262544,0.058279,0.310434,0.266592,0.059067,0.198317,0.267067,0.059991,0.213678,0.260718,0.061837,0.147197
159,1.325000,0.258398,0.065003,0.099093,0.266609,0.058652,0.261852,0.262539,0.058282,0.310433,0.266590,0.059070,0.198314,0.267061,0.059996,0.213673,0.260717,0.061841,0.147195
160,1.333333,0.258401,0.064997,0.099093,0.266615,0.058651,0.261856,0.262540,0.058276,0.310432,0.266591,0.059062,0.198317,0.267065,0.059985,0.213672,0.260719,0.061837,0.147196
161,1.341667,0.258401,0.065006,0.099092,0.266617,0.058660,0.261857,0.262542,0.058282,0.310434,0.266595,0.059070,0.198318,0.267068,0.059989,0.213679,0.260720,0.061842,0.147197
162,1.350000,0.258405,0.065006,0.099098,0.266617,0.058654,0.261861,0.262544,0.058282,0.310436,0.266596,0.059074,0.198327,0.267066,0.059995,0.213683,0.260722,0.061838,0.147202
163,1.358333,0.258405,0.065001,0.099103,0.266618,0.058658,0.261860,0.262546,0.058281,0.310442,0.266596,0.059067,0.198327,0.267070,0.059989,0.213683,0.260726,0.061846,0.147203
164,1.366667,0.258403,0.065000,0.099102,0.266616,0.058654,0.261859,0.262546,0.058284,0.310439,0.266599,0.059070,0.198329,0.267071,0.059994,0.213683,0.260724,0.061845,0.147207
165,1.375000,0.258402,0.065006,0.099104,0.266618,0.058656,0.261864,0.262544,0.058282,0.310443,0.266594,0.059072,0.198330,0.267065,0.059997,0.213685,0.260724,0.061843,0.147207
166,1.383333,0.258398,0.065004,0.099100,0.266612,0.058651,0.261860,0.262539,0.058276,0.310437,0.266590,0.059062,0.198326,0.267066,0.059989,0.213684,0.260718,0.061839,0.147204
167,1.391667,0.258398,0.065001,0.099100,0.266614,0.058652,0.261862,0.262541,0.058278,0.310439,0.266593,0.059069,0.198326,0.267062,0.059997,0.213682,0.260717,0.061841,0.147201
168,1.400000,0.258393,0.065004,0.099093,0.266611,0.058655,0.261857,0.262538,0.058277,0.310432,0.266587,0.059061,0.198322,0.267058,0.059990,0.213674,0.260716,0.061839,0.147202
169,1.408333,0.258394,0.064999,0.099093,0.266614,0.058651,0.261856,0.262539,0.058276,0.310434,0.266593,0.059066,0.198320,0.267065,0.059994,0.213679,0.260721,0.061838,0.147199
170,1.416667,0.258400,0.065000,0.099094,0.266613,0.058649,0.261856,0.262543,0.058279,0.310430,0.266595,0.059071,0.198317,0.267069,0.059995,0.213673,0.260719,0.061840,0.147199
171,1.425000,0.258402,0.064998,0.099088,0.266617,0.058656,0.261852,0.262548,0.058279,0.310430,0.266592,0.059065,0.198319,0.267065,0.059988,0.213673,0.260724,0.061835,0.147193
172,1.433333,0.258407,0.065003,0.099089,0.266623,0.058661,0.261851,0.262550,0.058287,0.310430,0.266600,0.059066,0.198317,0.267076,0.059994,0.213676,0.260728,0.061841,0.147197
173,1.441667,0.258407,0.065001,0.099088,0.266625,0.058653,0.261851,0.262549,0.058283,0.310429,0.266600,0.059065,0.198319,0.267076,0.059989,0.213674,0.260730,0.061840,0.147194
174,1.450000,0.258405,0.065005,0.099090,0.266626,0.058658,0.261849,0.262554,0.058282,0.310426,0.266604,0.059070,0.198317,0.267078,0.059998,0.213673,0.260728,0.061840,0.147195
175,1.458333,0.258405,0.065005,0.099089,0.266620,0.058656,0.261851,0.262549,0.058281,0.310428,0.266597,0.059065,0.198321,0.267072,0.059986,0.213672,0.260728,0.061840,0.147196
176,1.466667,0.258407,0.065002,0.099093,0.266622,0.058658,0.261853,0.262548,0.058283,0.310432,0.266597,0.059062,0.198314,0.267071,0.059984,0.213671,0.260728,0.061839,0.147196
177,1.475000,0.258402,0.065003,0.099090,0.266619,0.058652,0.261855,0.262546,0.058283,0.310436,0.266594,0.059065,0.198321,0.267071,0.059989,0.213680,0.260724,0.061839,0.147199
178,1.483333,0.258400,0.065002,0.099097,0.266616,0.058652,0.261858,0.262543,0.058281,0.310437,0.266594,0.059068,0.198322,0.267068,0.059981,0.213680,0.260721,0.061836,0.147200
179,1.491667,0.258402,0.064999,0.099099,0.266614,0.058654,0.261855,0.262541,0.058280,0.310438,0.266592,0.059072,0.198324,0.267069,0.059993,0.213683,0.260722,0.061841,0.147202
180,1.500000,0.258399,0.064999,0.099096,0.266615,0.058655,0.261857,0.262543,0.058277,0.310438,0.266594,0.059068,0.198326,0.267066,0.059993,0.213682,0.260721,0.061838,0.147201
181,1.508333,0.258402,0.065002,0.099099,0.266617,0.058659,0.261861,0.262543,0.058279,0.310440,0.266593,0.059071,0.198327,0.267066,0.059996,0.213680,0.260721,0.061844,0.147208
182,1.516667,0.258399,0.064998,0.099096,0.266614,0.058653,0.261860,0.262542,0.058278,0.310438,0.266594,0.059067,0.198325,0.267064,0.059993,0.213676,0.260719,0.061840,0.147201
183,1.525000,0.258397,0.065002,0.099100,0.266615,0.058653,0.261859,0.262540,0.058280,0.310437,0.266593,0.059064,0.198321,0.267061,0.059990,0.213682,0.260721,0.061837,0.147201
184,1.533333,0.258399,0.065001,0.099092,0.266612,0.058654,0.261851,0.262539,0.058278,0.310435,0.266590,0.059063,0.198320,0.267062,0.059988,0.213678,0.260716,0.061838,0.147198
185,1.541667,0.258399,0.064999,0.099093,0.266612,0.058654,0.261856,0.262543,0.058280,0.310434,0.266593,0.059065,0.198323,0.267066,0.059992,0.213678,0.260717,0.061841,0.147199
186,1.550000,0.258398,0.065002,0.099092,0.266615,0.058653,0.261855,0.262541,0.058276,0.310433,0.266591,0.059072,0.198322,0.267068,0.059996,0.213678,0.260718,0.061840,0.147200
187,1.558333,0.258405,0.065002,0.099097,0.266616,0.058656,0.261859,0.262543,0.058283,0.310433,0.266594,0.059070,0.198327,0.267066,0.059989,0.213679,0.260718,0.061840,0.147202
188,1.566667,0.258403,0.065002,0.099095,0.266616,0.058653,0.261854,0.262545,0.058279,0.310433,0.266595,0.059064,0.198317,0.267072,0.059993,0.213680,0.260722,0.061840,0.147199
189,1.575000,0.258402,0.065001,0.099096,0.266619,0.058655,0.261855,0.262548,0.058280,0.310434,0.266596,0.059070,0.198323,0.267069,0.059987,0.213674,0.260729,0.061838,0.147205
190,1.583333,0.258406,0.065007,0.099096,0.266621,0.058656,0.261856,0.262548,0.058287,0.310431,0.266598,0.059072,0.198321,0.267075,0.059990,0.213674,0.260726,0.061838,0.147201
191,1.591667,0.258407,0.065003,0.099093,0.266619,0.058655,0.261855,0.262547,0.058278,0.310431,0.266601,0.059063,0.198319,0.267075,0.059985,0.213670,0.260726,0.061839,0.147197
192,1.600000,0.258407,0.065003,0.099091,0.266624,0.058656,0.261854,0.262548,0.058282,0.310432,0.266600,0.059068,0.198320,0.267070,0.059991,0.213674,0.260724,0.061837,0.147195
193,1.608333,0.258401,0.065004,0.099091,0.266618,0.058653,0.261847,0.262544,0.058281,0.310427,0.266596,0.059066,0.198317,0.267067,0.059990,0.213674,0.260723,0.061839,0.147195
194,1.616667,0.258402,0.065002,0.099092,0.266618,0.058654,0.261849,0.262541,0.058280,0.310431,0.266597,0.059064,0.198315,0.267069,0.059994,0.213673,0.260719,0.061836,0.147193
195,1.625000,0.258403,0.064999,0.099092,0.266615,0.058652,0.261852,0.262544,0.058284,0.310429,0.266596,0.059070,0.198319,0.267068,0.059992,0.213674,0.260721,0.061843,0.147193
196,1.633333,0.258403,0.064998,0.099090,0.266617,0.058653,0.261853,0.262545,0.058276,0.310432,0.266595,0.059058,0.198317,0.267063,0.059998,0.213676,0.260723,0.061837,0.147196
197,1.641667,0.258401,0.064999,0.099095,0.266617,0.058654,0.261856,0.262545,0.058281,0.310432,0.266598,0.059064,0.198319,0.267068,0.059990,0.213676,0.260723,0.061837,0.147201
198,1.650000,0.258404,0.064999,0.099096,0.266620,0.058654,0.261858,0.262544,0.058282,0.310437,0.266595,0.059074,0.198327,0.267069,0.059991,0.213681,0.260725,0.061839,0.147199
199,1.658333,0.258404,0.065005,0.099096,0.266619,0.058656,0.261856,0.262549,0.058282,0.310436,0.266602,0.059071,0.198326,0.267072,0.059986,0.213680,0.260726,0.061843,0.147202
200,1.666667,0.258403,0.065005,0.099100,0.266619,0.058649,0.261861,0.262545,0.058282,0.310438,0.266599,0.059074,0.198326,0.267065,0.059990,0.213680,0.260727,0.061838,0.147203
201,1.675000,0.258405,0.065003,0.099096,0.266624,0.058653,0.261863,0.262547,0.058280,0.310437,0.266598,0.059069,0.198324,0.267070,0.059994,0.213683,0.260726,0.061842,0.147204
202,1.683333,0.258400,0.065004,0.099096,0.266615,0.058651,0.261858,0.262543,0.058279,0.310432,0.266592,0.059067,0.198328,0.267068,0.059987,0.213684,0.260721,0.061841,0.147201
203,1.691667,0.258399,0.065000,0.099099,0.266616,0.058652,0.261861,0.262544,0.058282,0.310440,0.266590,0.059073,0.198326,0.267065,0.059997,0.213683,0.260723,0.061842,0.147204
204,1.700000,0.258396,0.065001,0.099098,0.266612,0.058654,0.261861,0.262539,0.058280,0.310439,0.266588,0.059074,0.198329,0.267062,0.059994,0.213686,0.260718,0.061838,0.147207
205,1.708333,0.258398,0.065006,0.099101,0.266612,0.058652,0.261863,0.262540,0.058279,0.310437,0.266592,0.059069,0.198326,0.267066,0.059994,0.213681,0.260718,0.061837,0.147203
206,1.716667,0.258398,0.065003,0.099101,0.266614,0.058653,0.261858,0.262540,0.058282,0.310437,0.266591,0.059072,0.198326,0.267062,0.059995,0.213684,0.260719,0.061843,0.147206
207,1.725000,0.258403,0.065000,0.099099,0.266616,0.058652,0.261857,0.262540,0.058277,0.310437,0.266590,0.059066,0.198320,0.267060,0.059990,0.213681,0.260720,0.061839,0.147202
208,1.733333,0.258405,0.065003,0.099099,0.266620,0.058655,0.261857,0.262545,0.058282,0.310434,0.266599,0.059071,0.198322,0.267068,0.059992,0.213680,0.260722,0.061842,0.147198
209,1.741667,0.258402,0.065002,0.099090,0.266618,0.058652,0.261853,0.262545,0.058280,0.310431,0.266595,0.059069,0.198323,0.267070,0.059981,0.213672,0.260723,0.061838,0.147196
210,1.750000,0.258406,0.065001,0.099093,0.266622,0.058655,0.261855,0.262549,0.058278,0.310433,0.266600,0.059069,0.198315,0.267071,0.059992,0.213677,0.260725,0.061841,0.147196
211,1.758333,0.258405,0.065002,0.099088,0.266618,0.058652,0.261847,0.262545,0.058280,0.310427,0.266596,0.059069,0.198315,0.267068,0.059994,0.213671,0.260724,0.061838,0.147191
212,1.766667,0.258406,0.065000,0.099094,0.266622,0.058650,0.261855,0.262548,0.058282,0.310431,0.266598,0.059068,0.198319,0.267076,0.059988,0.213670,0.260727,0.061839,0.147197
213,1.775000,0.258404,0.065001,0.099092,0.266621,0.058655,0.261849,0.262545,0.058277,0.310430,0.266602,0.059068,0.198320,0.267070,0.059996,0.213672,0.260726,0.061837,0.147194
214,1.783333,0.258404,0.065001,0.099092,0.266620,0.058652,0.261853,0.262546,0.058280,0.310433,0.266599,0.059073,0.198319,0.267069,0.059998,0.213677,0.260724,0.061832,0.147195
215,1.791667,0.258401,0.065001,0.099093,0.266617,0.058657,0.261852,0.262542,0.058279,0.310433,0.266597,0.059071,0.198321,0.267070,0.059988,0.213674,0.260724,0.061838,0.147199
216,1.800000,0.258401,0.065003,0.099094,0.266618,0.058654,0.261856,0.262544,0.058283,0.310430,0.266595,0.059067,0.198321,0.267068,0.059995,0.213674,0.260721,0.061842,0.147197
217,1.808333,0.258401,0.065001,0.099095,0.266619,0.058653,0.261856,0.262544,0.058282,0.310432,0.266594,0.059066,0.198321,0.267069,0.059993,0.213674,0.260725,0.061836,0.147196
218,1.816667,0.258397,0.064998,0.099093,0.266614,0.058650,0.261860,0.262540,0.058276,0.310432,0.266593,0.059067,0.198317,0.267068,0.059984,0.213678,0.260721,0.061838,0.147194
219,1.825000,0.258400,0.065001,0.099092,0.266616,0.058659,0.261855,0.262540,0.058280,0.310434,0.266597,0.059065,0.198322,0.267065,0.059996,0.213681,0.260719,0.061839,0.147199
220,1.833333,0.258400,0.065001,0.099092,0.266612,0.058656,0.261852,0.262541,0.058278,0.310429,0.266590,0.059066,0.198321,0.267062,0.059997,0.213677,0.260715,0.061839,0.147200
221,1.841667,0.258395,0.065005,0.099066,0.266549,0.058796,0.261918,0.262550,0.058315,0.310720,0.266621,0.059092,0.198204,0.267071,0.060060,0.213517,0.260718,0.061842,0.147157
222,1.850000,0.258388,0.065009,0.099042,0.266440,0.058831,0.262061,0.262878,0.058351,0.310823,0.266690,0.059050,0.198277,0.267066,0.060035,0.213604,0.260758,0.061847,0.147190
223,1.858333,0.258411,0.064992,0.099124,0.266352,0.058798,0.262055,0.263246,0.058351,0.310836,0.266631,0.059056,0.198323,0.266980,0.060017,0.213657,0.260788,0.061824,0.147210
224,1.866667,0.258399,0.064999,0.099099,0.266356,0.058791,0.262035,0.263351,0.058353,0.310803,0.266525,0.059066,0.198322,0.266876,0.060024,0.213643,0.260741,0.061843,0.147208
225,1.875000,0.258393,0.065017,0.099002,0.266224,0.058947,0.262203,0.263463,0.058380,0.311283,0.266649,0.059086,0.198154,0.266933,0.060080,0.213427,0.260715,0.061853,0.147094
226,1.883333,0.258395,0.065010,0.099035,0.265796,0.059088,0.262406,0.264126,0.058384,0.311468,0.266785,0.059028,0.198254,0.266946,0.060065,0.213539,0.260872,0.061854,0.147177
227,1.891667,0.258449,0.064983,0.099211,0.265357,0.058965,0.262419,0.264942,0.058390,0.311450,0.266629,0.059030,0.198380,0.266667,0.060054,0.213673,0.260949,0.061814,0.147259
228,1.900000,0.258442,0.064988,0.099169,0.265227,0.058911,0.262403,0.265404,0.058401,0.311388,0.266248,0.059045,0.198405,0.266186,0.060083,0.213707,0.260886,0.061822,0.147255
229,1.908333,0.258405,0.065004,0.099043,0.265130,0.059081,0.262576,0.265658,0.058387,0.311865,0.266047,0.059062,0.198237,0.265937,0.060111,0.213487,0.260755,0.061835,0.147114
230,1.916667,0.258402,0.065005,0.099078,0.264494,0.059077,0.262760,0.266230,0.058397,0.311972,0.266129,0.059001,0.198338,0.265895,0.060089,0.213589,0.260817,0.061831,0.147219
231,1.925000,0.258457,0.064979,0.099272,0.263980,0.059037,0.262724,0.266793,0.058336,0.311821,0.266090,0.058993,0.198457,0.265688,0.060052,0.213706,0.260999,0.061798,0.147312
232,1.933333,0.258485,0.064980,0.099214,0.263956,0.058981,0.262712,0.267123,0.058244,0.311712,0.265747,0.059008,0.198462,0.265408,0.060047,0.213706,0.261001,0.061809,0.147292
233,1.941667,0.258434,0.064993,0.099092,0.263986,0.059129,0.262861,0.267499,0.058234,0.312204,0.265585,0.059036,0.198297,0.265168,0.060127,0.213514,0.260824,0.061822,0.147153
