FFrame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z
0,0.000000,-0.006972,0.025444,0.142786,0.007731,0.025355,0.042056,0.008438,0.025946,0.090295
1,0.008333,-0.007024,0.025500,0.142773,0.007733,0.025352,0.042056,0.008436,0.025945,0.090296
2,0.016667,-0.007022,0.025499,0.142771,0.007731,0.025354,0.042057,0.008439,0.025945,0.090296
3,0.025000,-0.007023,0.025498,0.142770,0.007731,0.025355,0.042056,0.008437,0.025947,0.090296
4,0.033333,-0.007023,0.025495,0.142773,0.007731,0.025354,0.042057,0.008439,0.025945,0.090295
5,0.041667,-0.007023,0.025501,0.142773,0.007735,0.025351,0.042057,0.008435,0.025947,0.090295
6,0.050000,-0.007023,0.025503,0.142769,0.007733,0.025359,0.042058,0.008436,0.025948,0.090302
7,0.058333,-0.007029,0.025500,0.142773,0.007731,0.025355,0.042058,0.008436,0.025945,0.090301
8,0.066667,-0.006974,0.025442,0.142783,0.007729,0.025352,0.042060,0.008435,0.025949,0.090298
9,0.075000,-0.007026,0.025496,0.142774,0.007728,0.025353,0.042061,0.008436,0.025949,0.090300
10,0.083333,-0.007028,0.025497,0.142771,0.007729,0.025349,0.042058,0.008406,0.025910,0.090289
11,0.091667,-0.006973,0.025442,0.142783,0.007731,0.025354,0.042056,0.008432,0.025945,0.090297
12,0.100000,-0.007027,0.025494,0.142769,0.007728,0.025358,0.042057,0.008413,0.025916,0.090290
13,0.108333,-0.007026,0.025496,0.142770,0.007733,0.025350,0.042060,0.008434,0.025944,0.090296
14,0.116667,-0.007026,0.025500,0.142771,0.007730,0.025355,0.042060,0.008410,0.025910,0.090290
15,0.125000,-0.007022,0.025497,0.142771,0.007731,0.025356,0.042058,0.008436,0.025948,0.090299
16,0.133333,-0.007027,0.025499,0.142768,0.007733,0.025356,0.042062,0.008408,0.025913,0.090295
17,0.141667,-0.007026,0.025494,0.142774,0.007732,0.025357,0.042064,0.008411,0.025912,0.090298
18,0.150000,-0.007028,0.025496,0.142774,0.007731,0.025355,0.042064,0.008435,0.025942,0.090299
19,0.158333,-0.007028,0.025496,0.142772,0.007731,0.025355,0.042060,0.008434,0.025942,0.090301
20,0.166667,-0.007028,0.025497,0.142769,0.007728,0.025355,0.042060,0.008432,0.025942,0.090297
21,0.175000,-0.007026,0.025497,0.142769,0.007730,0.025355,0.042060,0.008435,0.025948,0.090298
22,0.183333,-0.007027,0.025498,0.142767,0.007730,0.025354,0.042061,0.008432,0.025945,0.090297
23,0.191667,-0.007026,0.025494,0.142768,0.007729,0.025357,0.042058,0.008431,0.025946,0.090295
24,0.200000,-0.007024,0.025496,0.142768,0.007728,0.025357,0.042058,0.008431,0.025944,0.090295
25,0.208333,-0.007027,0.025503,0.142771,0.007732,0.025355,0.042061,0.008433,0.025948,0.090297
26,0.216667,-0.007025,0.025500,0.142772,0.007730,0.025353,0.042063,0.008437,0.025946,0.090299
27,0.225000,-0.007024,0.025492,0.142768,0.007731,0.025356,0.042064,0.008434,0.025946,0.090301
28,0.233333,-0.007026,0.025496,0.142774,0.007730,0.025355,0.042062,0.008436,0.025939,0.090302
29,0.241667,-0.007029,0.025498,0.142769,0.007734,0.025354,0.042062,0.008434,0.025943,0.090298
30,0.250000,-0.007023,0.025494,0.142772,0.007731,0.025358,0.042061,0.008407,0.025913,0.090296
31,0.258333,-0.007026,0.025494,0.142771,0.007733,0.025353,0.042060,0.008404,0.025914,0.090290
32,0.266667,-0.007029,0.025494,0.142770,0.007726,0.025356,0.042058,0.008429,0.025948,0.090294
33,0.275000,-0.007029,0.025501,0.142769,0.007727,0.025357,0.042062,0.008433,0.025941,0.090296
34,0.283333,-0.007030,0.025496,0.142769,0.007726,0.025359,0.042057,0.008430,0.025946,0.090295
35,0.291667,-0.006975,0.025446,0.142777,0.007727,0.025355,0.042063,0.008426,0.025939,0.090297
36,0.300000,-0.007029,0.025499,0.142770,0.007730,0.025356,0.042060,0.008430,0.025941,0.090296
37,0.308333,-0.007028,0.025497,0.142774,0.007728,0.025352,0.042061,0.008430,0.025947,0.090298
38,0.316667,-0.007027,0.025500,0.142769,0.007731,0.025357,0.042064,0.008432,0.025945,0.090300
39,0.325000,-0.007027,0.025491,0.142773,0.007728,0.025354,0.042063,0.008411,0.025908,0.090292
40,0.333333,-0.007025,0.025499,0.142775,0.007731,0.025357,0.042066,0.008406,0.025912,0.090293
41,0.341667,-0.007024,0.025495,0.142771,0.007730,0.025354,0.042065,0.008434,0.025945,0.090298
42,0.350000,-0.007027,0.025494,0.142769,0.007730,0.025351,0.042062,0.008432,0.025941,0.090298
43,0.358333,-0.007025,0.025496,0.142770,0.007727,0.025357,0.042064,0.008427,0.025950,0.090298
44,0.366667,-0.007031,0.025494,0.142769,0.007729,0.025352,0.042062,0.008434,0.025938,0.090294
45,0.375000,-0.007032,0.025497,0.142770,0.007725,0.025353,0.042061,0.008431,0.025948,0.090296
46,0.383333,-0.007030,0.025502,0.142765,0.007723,0.025354,0.042066,0.008427,0.025946,0.090291
47,0.391667,-0.007029,0.025502,0.142768,0.007726,0.025355,0.042062,0.008426,0.025944,0.090297
48,0.400000,-0.007029,0.025493,0.142768,0.007727,0.025353,0.042061,0.008430,0.025944,0.090296
49,0.408333,-0.007029,0.025496,0.142769,0.007726,0.025352,0.042067,0.008427,0.025937,0.090296
50,0.416667,-0.007025,0.025493,0.142769,0.007730,0.025357,0.042063,0.008431,0.025942,0.090299
51,0.425000,-0.007030,0.025496,0.142770,0.007730,0.025358,0.042066,0.008425,0.025946,0.090300
52,0.433333,-0.007026,0.025492,0.142769,0.007727,0.025354,0.042062,0.008426,0.025944,0.090300
53,0.441667,-0.007026,0.025498,0.142768,0.007729,0.025353,0.042069,0.008426,0.025939,0.090298
54,0.450000,-0.007028,0.025498,0.142768,0.007728,0.025353,0.042061,0.008401,0.025913,0.090290
55,0.458333,-0.007031,0.025499,0.142767,0.007726,0.025358,0.042067,0.008424,0.025941,0.090294
56,0.466667,-0.007032,0.025496,0.142764,0.007723,0.025354,0.042064,0.008399,0.025911,0.090293
57,0.475000,-0.007030,0.025497,0.142765,0.007721,0.025352,0.042065,0.008423,0.025949,0.090298
58,0.483333,-0.007030,0.025495,0.142768,0.007725,0.025356,0.042065,0.008422,0.025943,0.090295
59,0.491667,-0.007032,0.025498,0.142767,0.007721,0.025360,0.042068,0.008424,0.025942,0.090299
60,0.500000,-0.007033,0.025501,0.142765,0.007722,0.025353,0.042071,0.008401,0.025911,0.090293
61,0.508333,-0.007032,0.025499,0.142770,0.007723,0.025355,0.042067,0.008423,0.025942,0.090297
62,0.516667,-0.007034,0.025502,0.142768,0.007724,0.025356,0.042065,0.008421,0.025941,0.090294
63,0.525000,-0.007029,0.025499,0.142767,0.007724,0.025354,0.042071,0.008425,0.025948,0.090293
64,0.533333,-0.007031,0.025498,0.142767,0.007725,0.025354,0.042070,0.008425,0.025944,0.090296
65,0.541667,-0.007030,0.025501,0.142762,0.007726,0.025357,0.042068,0.008423,0.025941,0.090298
66,0.550000,-0.007034,0.025501,0.142762,0.007725,0.025357,0.042067,0.008394,0.025911,0.090291
67,0.558333,-0.007032,0.025498,0.142760,0.007723,0.025355,0.042068,0.008422,0.025948,0.090291
68,0.566667,-0.007034,0.025504,0.142762,0.007718,0.025358,0.042068,0.008419,0.025945,0.090293
69,0.575000,-0.007036,0.025506,0.142762,0.007718,0.025357,0.042067,0.008422,0.025939,0.090294
70,0.583333,-0.007035,0.025498,0.142758,0.007719,0.025353,0.042069,0.008415,0.025939,0.090296
71,0.591667,-0.006981,0.025442,0.142774,0.007716,0.025354,0.042069,0.008416,0.025943,0.090291
72,0.600000,-0.007037,0.025498,0.142764,0.007721,0.025359,0.042070,0.008418,0.025945,0.090300
73,0.608333,-0.007036,0.025501,0.142762,0.007722,0.025354,0.042072,0.008416,0.025939,0.090299
74,0.616667,-0.007036,0.025498,0.142762,0.007719,0.025355,0.042072,0.008420,0.025942,0.090296
75,0.625000,-0.007035,0.025500,0.142759,0.007724,0.025356,0.042073,0.008422,0.025945,0.090295
76,0.633333,-0.007035,0.025499,0.142761,0.007722,0.025360,0.042072,0.008420,0.025942,0.090294
77,0.641667,-0.007037,0.025498,0.142759,0.007721,0.025357,0.042071,0.008420,0.025945,0.090290
78,0.650000,-0.007036,0.025505,0.142759,0.007721,0.025353,0.042072,0.008389,0.025913,0.090293
79,0.658333,-0.007037,0.025497,0.142759,0.007720,0.025354,0.042073,0.008415,0.025942,0.090297
80,0.666667,-0.007035,0.025499,0.142762,0.007716,0.025357,0.042072,0.008411,0.025945,0.090290
81,0.675000,-0.007039,0.025503,0.142759,0.007715,0.025358,0.042069,0.008411,0.025948,0.090293
82,0.683333,-0.007036,0.025499,0.142760,0.007718,0.025355,0.042071,0.008388,0.025914,0.090284
83,0.691667,-0.007034,0.025502,0.142758,0.007718,0.025358,0.042073,0.008416,0.025948,0.090295
84,0.700000,-0.007036,0.025500,0.142759,0.007722,0.025359,0.042072,0.008415,0.025947,0.090292
85,0.708333,-0.007038,0.025502,0.142763,0.007719,0.025356,0.042077,0.008414,0.025940,0.090300
86,0.716667,-0.007035,0.025504,0.142763,0.007722,0.025358,0.042075,0.008414,0.025939,0.090295
87,0.725000,-0.007036,0.025502,0.142761,0.007723,0.025355,0.042070,0.008416,0.025949,0.090291
88,0.733333,-0.007035,0.025504,0.142762,0.007720,0.025356,0.042074,0.008416,0.025942,0.090293
89,0.741667,-0.007032,0.025504,0.142760,0.007721,0.025357,0.042074,0.008416,0.025939,0.090295
90,0.750000,-0.007035,0.025500,0.142757,0.007722,0.025353,0.042073,0.008413,0.025942,0.090297
91,0.758333,-0.007035,0.025502,0.142758,0.007719,0.025359,0.042072,0.008411,0.025939,0.090294
92,0.766667,-0.007036,0.025498,0.142761,0.007716,0.025354,0.042077,0.008411,0.025938,0.090291
93,0.775000,-0.007041,0.025501,0.142759,0.007718,0.025357,0.042072,0.008412,0.025939,0.090295
94,0.783333,-0.007039,0.025502,0.142760,0.007716,0.025354,0.042075,0.008410,0.025941,0.090295
95,0.791667,-0.007038,0.025500,0.142759,0.007714,0.025356,0.042076,0.008414,0.025942,0.090295
96,0.800000,-0.007042,0.025501,0.142762,0.007714,0.025351,0.042079,0.008412,0.025943,0.090297
97,0.808333,-0.007038,0.025501,0.142765,0.007717,0.025354,0.042077,0.008411,0.025942,0.090293
98,0.816667,-0.007036,0.025497,0.142761,0.007717,0.025354,0.042075,0.008385,0.025911,0.090288
99,0.825000,-0.007038,0.025501,0.142755,0.007717,0.025354,0.042075,0.008415,0.025941,0.090292
100,0.833333,-0.007036,0.025505,0.142759,0.007719,0.025356,0.042074,0.008414,0.025946,0.090299
101,0.841667,-0.007035,0.025502,0.142755,0.007721,0.025358,0.042078,0.008412,0.025940,0.090295
102,0.850000,-0.007037,0.025503,0.142759,0.007718,0.025358,0.042070,0.008414,0.025937,0.090293
103,0.858333,-0.007032,0.025494,0.142759,0.007720,0.025356,0.042072,0.008415,0.025940,0.090290
104,0.866667,-0.007037,0.025500,0.142757,0.007719,0.025356,0.042076,0.008384,0.025911,0.090285
105,0.875000,-0.007039,0.025500,0.142758,0.007716,0.025354,0.042076,0.008413,0.025943,0.090293
106,0.883333,-0.007038,0.025500,0.142758,0.007717,0.025357,0.042077,0.008409,0.025943,0.090295
107,0.891667,-0.007038,0.025502,0.142761,0.007718,0.025356,0.042077,0.008409,0.025942,0.090294
108,0.900000,-0.007036,0.025505,0.142760,0.007713,0.025358,0.042077,0.008413,0.025942,0.090295
109,0.908333,-0.007037,0.025503,0.142758,0.007715,0.025356,0.042078,0.008405,0.025936,0.090297
110,0.916667,-0.007038,0.025501,0.142758,0.007717,0.025355,0.042075,0.008408,0.025944,0.090291
111,0.925000,-0.007036,0.025500,0.142759,0.007717,0.025356,0.042077,0.008412,0.025940,0.090297
112,0.933333,-0.007036,0.025501,0.142760,0.007716,0.025355,0.042073,0.008413,0.025942,0.090293
113,0.941667,-0.007040,0.025501,0.142759,0.007718,0.025358,0.042076,0.008415,0.025946,0.090294
114,0.950000,-0.007036,0.025499,0.142758,0.007717,0.025355,0.042072,0.008410,0.025941,0.090297
115,0.958333,-0.007038,0.025496,0.142760,0.007717,0.025356,0.042077,0.008411,0.025941,0.090293
116,0.966667,-0.007036,0.025506,0.142760,0.007716,0.025358,0.042077,0.008410,0.025942,0.090296
117,0.975000,-0.007038,0.025500,0.142757,0.007715,0.025357,0.042076,0.008409,0.025943,0.090295
118,0.983333,-0.007041,0.025500,0.142759,0.007716,0.025358,0.042077,0.008410,0.025941,0.090292
119,0.991667,-0.007039,0.025502,0.142758,0.007716,0.025355,0.042075,0.008407,0.025941,0.090292
120,1.000000,-0.007042,0.025502,0.142760,0.007714,0.025358,0.042075,0.008408,0.025940,0.090295
121,1.008333,-0.007039,0.025502,0.142753,0.007713,0.025353,0.042074,0.008406,0.025940,0.090295
122,1.016667,-0.007038,0.025500,0.142757,0.007718,0.025360,0.042074,0.008415,0.025942,0.090289
123,1.025000,-0.007035,0.025498,0.142755,0.007719,0.025352,0.042075,0.008408,0.025940,0.090296
124,1.033333,-0.007034,0.025503,0.142758,0.007717,0.025356,0.042077,0.008382,0.025907,0.090287
125,1.041667,-0.007036,0.025500,0.142757,0.007717,0.025354,0.042076,0.008414,0.025943,0.090294
126,1.050000,-0.007035,0.025504,0.142756,0.007720,0.025354,0.042076,0.008410,0.025943,0.090293
127,1.058333,-0.007036,0.025501,0.142755,0.007718,0.025357,0.042082,0.008381,0.025909,0.090290
128,1.066667,-0.007040,0.025501,0.142756,0.007719,0.025355,0.042078,0.008408,0.025939,0.090297
129,1.075000,-0.007037,0.025506,0.142762,0.007714,0.025354,0.042079,0.008410,0.025941,0.090296
130,1.083333,-0.007039,0.025501,0.142758,0.007710,0.025358,0.042080,0.008407,0.025934,0.090300
131,1.091667,-0.007041,0.025500,0.142758,0.007712,0.025354,0.042076,0.008410,0.025938,0.090296
132,1.100000,-0.007041,0.025500,0.142756,0.007712,0.025356,0.042079,0.008407,0.025941,0.090294
133,1.108333,-0.007040,0.025499,0.142756,0.007712,0.025354,0.042079,0.008383,0.025906,0.090287
134,1.116667,-0.007039,0.025501,0.142757,0.007711,0.025354,0.042077,0.008404,0.025938,0.090292
135,1.125000,-0.007038,0.025497,0.142753,0.007719,0.025359,0.042076,0.008412,0.025945,0.090298
136,1.133333,-0.007038,0.025501,0.142758,0.007717,0.025360,0.042076,0.008410,0.025937,0.090295
137,1.141667,-0.007036,0.025502,0.142759,0.007718,0.025355,0.042080,0.008411,0.025944,0.090296
138,1.150000,-0.006985,0.025445,0.142762,0.007714,0.025357,0.042077,0.008384,0.025906,0.090288
139,1.158333,-0.007033,0.025502,0.142756,0.007720,0.025355,0.042076,0.008411,0.025942,0.090295
140,1.166667,-0.007035,0.025502,0.142759,0.007715,0.025355,0.042076,0.008409,0.025942,0.090293
141,1.175000,-0.007040,0.025500,0.142759,0.007713,0.025356,0.042078,0.008406,0.025947,0.090293
142,1.183333,-0.007042,0.025501,0.142754,0.007712,0.025352,0.042075,0.008404,0.025945,0.090288
143,1.191667,-0.007040,0.025502,0.142756,0.007711,0.025355,0.042079,0.008409,0.025942,0.090292
144,1.200000,-0.007040,0.025501,0.142757,0.007712,0.025359,0.042081,0.008404,0.025943,0.090297
145,1.208333,-0.007037,0.025504,0.142756,0.007713,0.025356,0.042077,0.008403,0.025942,0.090289
146,1.216667,-0.007037,0.025501,0.142756,0.007709,0.025359,0.042080,0.008406,0.025940,0.090292
147,1.225000,-0.007041,0.025502,0.142754,0.007713,0.025355,0.042078,0.008409,0.025938,0.090296
148,1.233333,-0.007036,0.025502,0.142757,0.007712,0.025356,0.042078,0.008406,0.025942,0.090297
149,1.241667,-0.007037,0.025496,0.142754,0.007716,0.025354,0.042078,0.008407,0.025943,0.090288
150,1.250000,-0.007035,0.025500,0.142753,0.007715,0.025359,0.042082,0.008408,0.025937,0.090295
151,1.258333,-0.007037,0.025505,0.142756,0.007711,0.025354,0.042080,0.008406,0.025941,0.090292
152,1.266667,-0.007038,0.025504,0.142752,0.007717,0.025357,0.042081,0.008409,0.025941,0.090295
153,1.275000,-0.007065,0.025377,0.142702,0.007712,0.025354,0.042079,0.008404,0.025937,0.090293
154,1.283333,-0.007039,0.025504,0.142754,0.007709,0.025357,0.042076,0.008381,0.025909,0.090290
155,1.291667,-0.007042,0.025504,0.142753,0.007711,0.025355,0.042078,0.008403,0.025937,0.090294
156,1.300000,-0.007039,0.025504,0.142749,0.007711,0.025357,0.042074,0.008404,0.025939,0.090288
157,1.308333,-0.007041,0.025500,0.142751,0.007710,0.025359,0.042080,0.008403,0.025942,0.090291
158,1.316667,-0.007042,0.025498,0.142755,0.007711,0.025355,0.042081,0.008402,0.025937,0.090295
159,1.325000,-0.007043,0.025501,0.142752,0.007709,0.025356,0.042080,0.008403,0.025938,0.090295
160,1.333333,-0.007040,0.025505,0.142750,0.007713,0.025356,0.042079,0.008406,0.025937,0.090292
161,1.341667,-0.007042,0.025508,0.142755,0.007715,0.025355,0.042082,0.008405,0.025941,0.090293
162,1.350000,-0.007041,0.025503,0.142754,0.007712,0.025357,0.042077,0.008407,0.025942,0.090294
163,1.358333,-0.007042,0.025502,0.142755,0.007715,0.025356,0.042080,0.008404,0.025939,0.090297
164,1.366667,-0.007041,0.025502,0.142757,0.007713,0.025355,0.042080,0.008406,0.025941,0.090297
165,1.375000,-0.007039,0.025502,0.142754,0.007712,0.025359,0.042078,0.008407,0.025942,0.090295
166,1.383333,-0.007037,0.025504,0.142751,0.007713,0.025354,0.042080,0.008402,0.025937,0.090289
167,1.391667,-0.007040,0.025499,0.142748,0.007710,0.025359,0.042078,0.008402,0.025942,0.090290
168,1.400000,-0.007040,0.025501,0.142750,0.007712,0.025357,0.042079,0.008400,0.025940,0.090294
169,1.408333,-0.007040,0.025500,0.142758,0.007707,0.025357,0.042083,0.008400,0.025937,0.090294
170,1.416667,-0.007042,0.025501,0.142751,0.007709,0.025359,0.042083,0.008399,0.025940,0.090294
171,1.425000,-0.007041,0.025499,0.142752,0.007711,0.025357,0.042081,0.008380,0.025911,0.090290
172,1.433333,-0.007039,0.025502,0.142750,0.007710,0.025357,0.042082,0.008405,0.025941,0.090293
173,1.441667,-0.007041,0.025504,0.142755,0.007712,0.025359,0.042083,0.008404,0.025938,0.090293
174,1.450000,-0.007041,0.025506,0.142754,0.007712,0.025357,0.042083,0.008405,0.025937,0.090295
175,1.458333,-0.007039,0.025501,0.142754,0.007711,0.025355,0.042082,0.008405,0.025936,0.090293
176,1.466667,-0.007041,0.025504,0.142749,0.007714,0.025357,0.042081,0.008402,0.025938,0.090292
177,1.475000,-0.007037,0.025505,0.142750,0.007714,0.025359,0.042080,0.008404,0.025943,0.090293
178,1.483333,-0.007044,0.025501,0.142749,0.007711,0.025360,0.042083,0.008376,0.025904,0.090287
179,1.491667,-0.007041,0.025506,0.142749,0.007711,0.025356,0.042078,0.008404,0.025940,0.090294
180,1.500000,-0.007039,0.025505,0.142750,0.007708,0.025357,0.042081,0.008373,0.025906,0.090287
181,1.508333,-0.007042,0.025500,0.142749,0.007707,0.025358,0.042081,0.008374,0.025905,0.090290
182,1.516667,-0.007041,0.025503,0.142748,0.007706,0.025357,0.042077,0.008396,0.025938,0.090290
183,1.525000,-0.007043,0.025503,0.142751,0.007710,0.025355,0.042082,0.008402,0.025940,0.090293
184,1.533333,-0.007043,0.025498,0.142754,0.007709,0.025354,0.042083,0.008400,0.025938,0.090291
185,1.541667,-0.007044,0.025504,0.142749,0.007710,0.025358,0.042086,0.008402,0.025940,0.090295
186,1.550000,-0.007039,0.025496,0.142752,0.007710,0.025355,0.042083,0.008398,0.025937,0.090288
187,1.558333,-0.007041,0.025504,0.142749,0.007712,0.025356,0.042080,0.008397,0.025936,0.090292
188,1.566667,-0.007042,0.025500,0.142753,0.007710,0.025357,0.042083,0.008401,0.025941,0.090290
189,1.575000,-0.007042,0.025497,0.142755,0.007714,0.025358,0.042080,0.008401,0.025937,0.090293
190,1.583333,-0.007041,0.025504,0.142751,0.007709,0.025356,0.042082,0.008399,0.025940,0.090293
191,1.591667,-0.007040,0.025500,0.142748,0.007714,0.025354,0.042085,0.008400,0.025937,0.090293
192,1.600000,-0.007037,0.025501,0.142748,0.007708,0.025352,0.042081,0.008399,0.025936,0.090291
193,1.608333,-0.007043,0.025504,0.142750,0.007707,0.025356,0.042081,0.008403,0.025941,0.090292
194,1.616667,-0.007045,0.025499,0.142749,0.007708,0.025358,0.042086,0.008402,0.025941,0.090298
195,1.625000,-0.007043,0.025499,0.142750,0.007708,0.025357,0.042083,0.008396,0.025936,0.090292
196,1.633333,-0.007042,0.025496,0.142748,0.007707,0.025358,0.042083,0.008397,0.025944,0.090299
197,1.641667,-0.007042,0.025496,0.142748,0.007709,0.025357,0.042080,0.008401,0.025940,0.090296
198,1.650000,-0.007043,0.025501,0.142750,0.007710,0.025358,0.042082,0.008374,0.025909,0.090287
199,1.658333,-0.007043,0.025503,0.142746,0.007712,0.025361,0.042083,0.008398,0.025937,0.090293
200,1.666667,-0.007040,0.025498,0.142750,0.007709,0.025358,0.042083,0.008403,0.025943,0.090295
201,1.675000,-0.007044,0.025505,0.142750,0.007711,0.025353,0.042086,0.008401,0.025938,0.090291
202,1.683333,-0.007044,0.025503,0.142752,0.007711,0.025356,0.042081,0.008370,0.025904,0.090286
203,1.691667,-0.007041,0.025503,0.142748,0.007710,0.025358,0.042082,0.008400,0.025941,0.090296
204,1.700000,-0.007042,0.025501,0.142748,0.007709,0.025357,0.042083,0.008396,0.025939,0.090294
205,1.708333,-0.007043,0.025504,0.142750,0.007710,0.025359,0.042083,0.008399,0.025941,0.090292
206,1.716667,-0.007041,0.025498,0.142749,0.007708,0.025354,0.042084,0.008395,0.025937,0.090292
207,1.725000,-0.007041,0.025503,0.142747,0.007706,0.025358,0.042085,0.008399,0.025943,0.090294
208,1.733333,-0.007042,0.025498,0.142748,0.007707,0.025360,0.042083,0.008397,0.025937,0.090295
209,1.741667,-0.007046,0.025499,0.142748,0.007708,0.025359,0.042082,0.008396,0.025936,0.090294
210,1.750000,-0.007047,0.025499,0.142744,0.007707,0.025355,0.042087,0.008396,0.025941,0.090292
211,1.758333,-0.007043,0.025503,0.142750,0.007706,0.025355,0.042084,0.008370,0.025905,0.090289
212,1.766667,-0.006991,0.025446,0.142761,0.007708,0.025358,0.042085,0.008393,0.025941,0.090290
213,1.775000,-0.007043,0.025500,0.142744,0.007708,0.025359,0.042087,0.008397,0.025940,0.090293
214,1.783333,-0.007041,0.025501,0.142746,0.007706,0.025360,0.042087,0.008399,0.025940,0.090295
215,1.791667,-0.007046,0.025502,0.142749,0.007708,0.025358,0.042087,0.008399,0.025935,0.090293
216,1.800000,-0.007040,0.025503,0.142747,0.007711,0.025359,0.042087,0.008399,0.025933,0.090296
217,1.808333,-0.007042,0.025502,0.142747,0.007707,0.025356,0.042085,0.008396,0.025934,0.090290
218,1.816667,-0.007044,0.025499,0.142745,0.007706,0.025354,0.042084,0.008398,0.025942,0.090296
219,1.825000,-0.007048,0.025501,0.142747,0.007705,0.025358,0.042082,0.008396,0.025937,0.090291
220,1.833333,-0.007046,0.025503,0.142742,0.007706,0.025360,0.042084,0.008395,0.025936,0.090291
221,1.841667,-0.007047,0.025502,0.142744,0.007707,0.025361,0.042088,0.008391,0.025940,0.090292
222,1.850000,-0.007045,0.025498,0.142746,0.007706,0.025363,0.042083,0.008393,0.025934,0.090291
223,1.858333,-0.007045,0.025501,0.142743,0.007703,0.025356,0.042085,0.008391,0.025939,0.090295
224,1.866667,-0.007045,0.025500,0.142747,0.007707,0.025357,0.042088,0.008392,0.025936,0.090291
225,1.875000,-0.007043,0.025501,0.142747,0.007705,0.025358,0.042085,0.008396,0.025939,0.090287
226,1.883333,-0.007045,0.025501,0.142744,0.007708,0.025356,0.042086,0.008395,0.025937,0.090289
227,1.891667,-0.007042,0.025501,0.142745,0.007707,0.025357,0.042087,0.008399,0.025942,0.090292
228,1.900000,-0.007043,0.025502,0.142744,0.007711,0.025357,0.042086,0.008371,0.025907,0.090293
229,1.908333,-0.007041,0.025502,0.142745,0.007708,0.025355,0.042089,0.008395,0.025937,0.090291
230,1.916667,-0.007044,0.025501,0.142745,0.007703,0.025361,0.042086,0.008366,0.025908,0.090288
231,1.925000,-0.007046,0.025502,0.142745,0.007709,0.025355,0.042086,0.008367,0.025904,0.090286
232,1.933333,-0.007045,0.025501,0.142744,0.007706,0.025358,0.042087,0.008391,0.025942,0.090289
233,1.941667,-0.007048,0.025498,0.142744,0.007703,0.025358,0.042086,0.008391,0.025939,0.090287
234,1.950000,-0.007047,0.025498,0.142743,0.007704,0.025356,0.042088,0.008390,0.025936,0.090290
235,1.958333,-0.007047,0.025497,0.142745,0.007703,0.025354,0.042088,0.008393,0.025940,0.090294
236,1.966667,-0.007046,0.025504,0.142743,0.007707,0.025358,0.042086,0.008389,0.025933,0.090292
237,1.975000,-0.007046,0.025499,0.142744,0.007705,0.025355,0.042086,0.008367,0.025905,0.090286
238,1.983333,-0.007044,0.025498,0.142743,0.007708,0.025360,0.042089,0.008394,0.025935,0.090299
239,1.991667,-0.007045,0.025505,0.142746,0.007704,0.025354,0.042087,0.008390,0.025940,0.090293
240,2.000000,-0.007044,0.025502,0.142749,0.007706,0.025358,0.042088,0.008394,0.025936,0.090295
241,2.008333,-0.007043,0.025500,0.142748,0.007707,0.025355,0.042089,0.008371,0.025903,0.090287
242,2.016667,-0.007043,0.025501,0.142746,0.007705,0.025357,0.042091,0.008394,0.025942,0.090293
243,2.025000,-0.007046,0.025495,0.142742,0.007704,0.025356,0.042087,0.008391,0.025936,0.090291
244,2.033333,-0.007046,0.025502,0.142744,0.007704,0.025358,0.042086,0.008389,0.025935,0.090290
245,2.041667,-0.007049,0.025499,0.142744,0.007701,0.025364,0.042087,0.008363,0.025910,0.090288
246,2.050000,-0.007049,0.025503,0.142744,0.007702,0.025354,0.042084,0.008394,0.025943,0.090294
247,2.058333,-0.007047,0.025497,0.142741,0.007705,0.025356,0.042084,0.008362,0.025903,0.090288
248,2.066667,-0.007049,0.025498,0.142741,0.007700,0.025354,0.042087,0.008395,0.025939,0.090292
249,2.075000,-0.007049,0.025499,0.142742,0.007701,0.025358,0.042090,0.008366,0.025900,0.090287
250,2.083333,-0.007046,0.025500,0.142745,0.007704,0.025357,0.042086,0.008389,0.025937,0.090294
251,2.091667,-0.007045,0.025501,0.142741,0.007706,0.025356,0.042087,0.008395,0.025939,0.090294
252,2.100000,-0.007044,0.025501,0.142743,0.007707,0.025357,0.042088,0.008393,0.025937,0.090293
253,2.108333,-0.007043,0.025499,0.142741,0.007708,0.025357,0.042087,0.008397,0.025938,0.090290
254,2.116667,-0.007045,0.025500,0.142741,0.007706,0.025360,0.042090,0.008392,0.025941,0.090294
255,2.125000,-0.007044,0.025501,0.142744,0.007706,0.025354,0.042089,0.008386,0.025934,0.090287
256,2.133333,-0.007046,0.025506,0.142741,0.007703,0.025361,0.042088,0.008386,0.025938,0.090291
257,2.141667,-0.007051,0.025499,0.142742,0.007700,0.025356,0.042086,0.008387,0.025936,0.090291
258,2.150000,-0.007045,0.025502,0.142742,0.007700,0.025358,0.042089,0.008384,0.025934,0.090294
259,2.158333,-0.007051,0.025500,0.142744,0.007699,0.025361,0.042087,0.008381,0.025939,0.090294
260,2.166667,-0.007049,0.025499,0.142741,0.007701,0.025360,0.042089,0.008360,0.025900,0.090286
261,2.175000,-0.007050,0.025504,0.142740,0.007703,0.025356,0.042089,0.008388,0.025937,0.090293
